qid,label_en,description_en,exhibitions,ssid,reference_url
Q105092048,"Poster for Tom Leach and His Band with Special Guests at Plough and Stars, Cambridge, Massachusetts",print by Bryce McCloud,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758344,https://library.artstor.org/#/asset/26758344
Q105092049,"Poster for Waco Bros. at Schubas, Chicago, Illinois",print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758341,https://library.artstor.org/#/asset/26758341
Q105092053,Promotional poster for B.B. King tour,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758338,https://library.artstor.org/#/asset/26758338
Q105092054,Promotional poster for Dispatch,print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758329,https://library.artstor.org/#/asset/26758329
Q105092058,Promotional poster for The Derailers tour,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758340,https://library.artstor.org/#/asset/26758340
Q105092056,Promotional poster for Southern Culture on the Skids with Blue Mountain and Tedio Boys,print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758337,https://library.artstor.org/#/asset/26758337
Q106567573,"Poster for NEA Extravaganza Showcase with Fair Verona, Excentrics, Graveblankets, Outsiders, All Weather Girl, and Wes Cunningham at Castle Door",print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758343,https://library.artstor.org/#/asset/26758343
Q105092057,Promotional poster for the Blue Moon Boys,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758336,https://library.artstor.org/#/asset/26758336
Q105092047,Poster for The Lustre Kings,print by Bryce McCloud,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758348,https://library.artstor.org/#/asset/26758348
Q105092055,Promotional poster for Pete Droge,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758325,https://library.artstor.org/#/asset/26758325
Q105091907,LAUS 74 (duplicate),print by ADGFAD,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758350,https://library.artstor.org/#/asset/26758350
Q105092045,"Poster for Self with Fluid Ounces, The Katies, and Count Bass D at 12th & Porter, Nashville, Tennessee",print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758331,https://library.artstor.org/#/asset/26758331
Q105092043,"Poster for New Year's Eve Midnight Show with Bone Pony at Spankie's, Cookeville, Tennessee",print by Jim Sherraden,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758342,https://library.artstor.org/#/asset/26758342
Q105092042,"Poster for New Year's Eve at the Sutler with 5 Bucks & Special Guest Joy Lynn White, Nashville, Tennessee",print by Bryce McCloud,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758334,https://library.artstor.org/#/asset/26758334
Q103299979,"First Job, 1879 dodger (Reproduction)",print by Hatch Show Print,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758349,https://library.artstor.org/#/asset/26758349
Q105092040,Poster for Make-Up. Electric Gospel Band and Show in 3 Dimensions at the Lost Nude,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758335,https://library.artstor.org/#/asset/26758335
Q105092039,Poster for Make Up at The Web of Sound,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758326,https://library.artstor.org/#/asset/26758326
Q105092038,Poster for Hootie and the Blowfish,print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758330,https://library.artstor.org/#/asset/26758330
Q105092037,"Poster for Freakwater with the Sadies and Joe Buck at the Bluegrass Inn, Nashville, Tennessee",print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758327,https://library.artstor.org/#/asset/26758327
Q105092036,Poster for Bob Dylan and His Band with Special Guests The Brian Setzer Orchestra at Nashville Municipal Auditorium,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758345,https://library.artstor.org/#/asset/26758345
Q105092035,"Poster for Blue Mountain at City Grocery, Oxford, Mississippi",print by Michael Frederick,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758332,https://library.artstor.org/#/asset/26758332
Q105092034,Poster for 10 Seconds at Nancy Littlejohn Fine Art,print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758339,https://library.artstor.org/#/asset/26758339
Q105092046,"Poster for The Blue Heelers at Blue, Nashville, Tennessee",print by Jeremy D. Maynard,"ADGFAD: Contemporary Graphic Arts from the Graphic Designers, Art Directors, and Illustrators Association of Spain (May 27 - August 20, 1999)",26758333,https://library.artstor.org/#/asset/26758333
Q104013544,Indomeneo: Echo,painting by Alfred DeCredico,"Abstract Reality (1993)
Mark di Suvero–Affinities, (January 17, 2013–February 28, 2013)",26756868,https://library.artstor.org/#/asset/26756868
Q102970183,"Quanta, from American Abstract Artists 75th Anniversary Print Portfolio",print by David Row,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760044,https://library.artstor.org/#/asset/26760044
Q103311774,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Robert Storr,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760048,https://library.artstor.org/#/asset/26760048
Q103311781,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Robert Swain,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760050,https://library.artstor.org/#/asset/26760050
Q103311791,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Thornton Willis,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760064,https://library.artstor.org/#/asset/26760064
Q103311800,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Vincent Longo,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760069,https://library.artstor.org/#/asset/26760069
Q103300674,"Golondrinas, from American Abstract Artists 75th Anniversary Print Portfolio",print by Lynne Harlow,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760047,https://library.artstor.org/#/asset/26760047
Q102970607,"Rose Mirror, from American Abstract Artists 75th Anniversary Print Portfolio",print by Stephen Westfall,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760058,https://library.artstor.org/#/asset/26760058
Q103311753,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Cecily Kahn,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760061,https://library.artstor.org/#/asset/26760061
Q103304712,"Lou! Lou!, from American Abstract Artists 75th Anniversary Print Portfolio",print by Marthe Keller,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760065,https://library.artstor.org/#/asset/26760065
Q103311758,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Gabriele Evertz,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760039,https://library.artstor.org/#/asset/26760039
Q102970315,"Red Sankaku, from American Abstract Artists 75th Anniversary Print Portfolio",print by Hiroshi Murata,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760034,https://library.artstor.org/#/asset/26760034
Q106577493,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by David MacKenzie,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760070,https://library.artstor.org/#/asset/26760070
Q103309305,"Summer Noon, from American Abstract Artists 75th Anniversary Print Portfolio",print by Lucio Pozzi,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760038,https://library.artstor.org/#/asset/26760038
Q103301696,"It's all about Color II, from American Abstract Artists 75th Anniversary Print Portfolio",print by Siri Berg,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760025,https://library.artstor.org/#/asset/26760025
Q103308313,"Settings for 3 Seas, from American Abstract Artists 75th Anniversary Print Portfolio",print by Irene Lawrence,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760067,https://library.artstor.org/#/asset/26760067
Q103311763,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Katinka Mann,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760026,https://library.artstor.org/#/asset/26760026
Q105095824,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Susan Bonfils,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760029,https://library.artstor.org/#/asset/26760029
Q102964182,"Delicious, from American Abstract Artists 75th Anniversary Print Portfolio",print by Gail Gregg,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760043,https://library.artstor.org/#/asset/26760043
Q105091799,"Flyer, from American Abstract Artists 75th Anniversary Print Portfolio",print by Steve Karlik,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760063,https://library.artstor.org/#/asset/26760063
Q105091658,"Bize II, from American Abstract Artists 75th Anniversary Print Portfolio",print by Mara Held,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760049,https://library.artstor.org/#/asset/26760049
Q105091853,"Heaven's Veil, from American Abstract Artists 75th Anniversary Print Portfolio",print by James Joseph Juszczk,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760059,https://library.artstor.org/#/asset/26760059
Q105091875,"January 10, 2012, from American Abstract Artists 75th Anniversary Print Portfolio",print by Vera Vasek,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760054,https://library.artstor.org/#/asset/26760054
Q105091880,"Jill, from American Abstract Artists 75th Anniversary Print Portfolio",print by John Phillips,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760036,https://library.artstor.org/#/asset/26760036
Q102962703,"Boxed Lightning, from American Abstract Artists 75th Anniversary Print Portfolio",print by Ce Roser,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760042,https://library.artstor.org/#/asset/26760042
Q105092096,"Shadow Works #1, from American Abstract Artists 75th Anniversary Print Portfolio",print by Phillis Ideal,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760055,https://library.artstor.org/#/asset/26760055
Q102968159,"Limitless, from American Abstract Artists 75th Anniversary Print Portfolio",print by Henry Brown,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760033,https://library.artstor.org/#/asset/26760033
Q105092146,"Tapestry 3610, from American Abstract Artists 75th Anniversary Print Portfolio",print by Creighton Michael,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760030,https://library.artstor.org/#/asset/26760030
Q102976374,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Power Robert Boothe,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760031,https://library.artstor.org/#/asset/26760031
Q105092323,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Clover Vail,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760052,https://library.artstor.org/#/asset/26760052
Q105092324,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Daniel G. Hill,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760051,https://library.artstor.org/#/asset/26760051
Q102976364,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",print by Manfred Mohr,"American Abstract Artists 75th Anniversary Print Portfolio (January 15 - February 27, 2015)",26760032,https://library.artstor.org/#/asset/26760032
