Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
"Abstract: Although capitalist free market economics is in crisis, its assumptions continue to shape not only how we do business or politics but also how we think and feel, and even what we believe. For theologians and scholars of religion this means that we can no longer do our work without taking into consideration what is happening in the economy and how it affects us; before religion can become part of the solution we need to understand how it has become part of the problem. This article investigates how economics has shaped religion and theology and develops alternative perspectives.",6/26/18 19:13,,,,,,,"Rieger, Joerg",capitalism; alternative religion; common good; free market economics; images of God; transcendence,,,,,,,,,,,,,,,10.1111/dial.12007,3/1/13,6/26/18 19:13,10/19/18 18:27,"Rieger, Joerg",,,,"C:\Users\xus12\Zotero\storage\TJYW3PK9\Rieger - The Turning of the Tide Theology, Religion, and E.pdf; C:\Users\xus12\Zotero\storage\AGH4TCQP\dial.html",,,,,1540-6385,,1,,,en,,,Wiley Online Library,,,,,,,,,29-36,,,,,2013,,,,,,"© 2013 Wiley Periodicals and Dialog, Inc.",,,,,,,,,,,The Turning of the Tide,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/dial.12007,,52,,Q109408061,B6IP72TG,journalArticle,"The Turning of the Tide: Theology, Religion, and Economics1",Dialog
,,,,,,,,"Rieger, Joerg",,,,,,,,,,,,,,,,10.1111/j.1748-0922.2007.00200_41.x,2007,6/28/18 20:03,6/28/18 20:04,"Rieger, Joerg",,,,,,,,,0319-485X,,3,,,,,,discoverlibrary.vanderbilt.edu,,Book review,,,,,,,225–225,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,33,,Q109408063,82EGZNG6,journalArticle,Wesleyan Perspectives on the New Creation – Edited by M. Douglas Meeks (Book review),Religious Studies Review
,7/3/18 18:19,,,,,,,"Rieger, Joerg",Peer reviewed,,,,,,,,,,,,,,,10.1177/004057360005700130,2000-04,7/3/18 18:19,8/11/21 20:52,"Rieger, Joerg",,,,C:\Users\xus12\Zotero\storage\ILJZ6TFU\Rieger - 2000 - The Cambridge companion to liberation theology.pdf,,,,,0040-5736,,1,,Theology Today,,,,EBSCOhost,,Book review,,,,,,,145-146,,,,,2000,,,,,,,,,,,,,,,,,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000359476&site=ehost-live&scope=site,,57,,Q109408064,WG33749M,journalArticle,The Cambridge companion to liberation theology (Book review).,Theology Today
"Where is God? Earthquake, Terrorism, Barbarity, and Hope by Jon Sobrino is reviewed.",,,,,,,,"Rieger, Joerg","El Salvador ; Afghanistan ; United States ; Us ; Nonfiction ; Faith ; Bible ; Exegesis & Hermeneutics ; Disasters ; Earthquakes ; <span class=""searchword"">Terrorism</span> ; War ; Imperialism;",,,,,,,,,,,,,,,10.1177/004057360606300213,2006,6/28/18 20:11,6/28/18 20:12,"Rieger, Joerg",,,,,,,,,0040-5736,,2,,,,,,discoverlibrary.vanderbilt.edu,,Book review,,,,,,,242–245,,,,,2006,,,,,,,,,,,,,,,,,Where is God?,,,,,,63,,Q109408065,9JMKP2DM,journalArticle,"Where is God? Earthquake, Terrorism, Barbarity, and Hope: by Jon Sobrino (Book review).",Theology Today
"Reiger talks about economic injustice which is one of the central topics of their time is hard to dispute. Even those who seek to avoid the topic cannot escape the numbers and the stories of gross economic disparity. It affects life everywhere, as-using the language of the Occupy Wall Street movement-economic injustice pits the 99 percent against the 1 percent even in the United States. More and more of them are not benefiting from capitalism anymore. Ulrich Duchrow's presentation puts matters in stark relief when he reminds them that 60 million people are dying of hunger and its consequences every year.",,,,,,,,"Rieger, Joerg",Economics; Capitalism; Inequality; Social Activism,,,,,,,,,,,,,,,10.1353/bcs.2014.0032,1/1/14,6/26/18 16:44,8/11/21 20:57,"Rieger, Joerg",,,,,,,,,0882-0945,,,,,eng,,,discoverlibrary.vanderbilt.edu,,,,,,,,,51–55,,,,,2014,,,,,,,,,,,,,,,,,The Suffering of Economic Injustice,,,,,,34,,Q109408066,VK98T984,journalArticle,The Suffering of Economic Injustice: A Response to Ulrich Duchrow and David Loy,Buddhist - Christian Studies
", abstract:, While politics and religion are not to be discussed in polite company, as the saying goes, the topics of labor and class may well be more troublesome yet. In this article, reflections on labor, class, and justice help deepen ongoing interreligious dialogues between engaged Buddhism and liberation Christianity that began with the work of Paul Knitter and others. Although neither the topic of labor nor the topic of class is commonly studied in theology or religion, our investigation reveals deeper affinities with Christian and Buddhist traditions, broadening the conversation to include voices not often discussed in the West like that of B.R. Ambedkar, the prominent convert from Hinduism to Buddhism and father of the Indian constitution. Moreover, the topics of labor and class invite new engagements with the notion of justice, which is contested in the religious and cultural traditions of the West as well as in many Buddhist discourses, which tend to question its usefulness altogether. In the process of engaging not only the topics of labor and class as abstract categories but also related movements—in particular the labor movement and other global social movements—new possibilities for religious discourse and interreligious dialogue emerge that broaden contemporary understandings of religion. This leads to rethinking concepts such as reconciliation, nonviolence, solidarity, and social action in various contexts around the globe and in their usages in Christian and Buddhist traditions.",8/18/21 18:04,,,,,,,"Rieger, Joerg",,,,,,,,,,,,,,,,10.1353/bcs.2019.0011,2019,8/18/21 18:04,8/18/21 18:04,"Rieger, Joerg",,,Publisher: University of Hawai'i Press,,,,,,1527-9472,,1,,,,,,Project MUSE,,,,,,,,,133-146,,,,,2019,,,,,,,,,,,,,,,,,"Religion, Labor, Class, and Justice",,,,https://muse.jhu.edu/article/735301,,39,,Q109408068,RCW2HVCF,journalArticle,"Religion, Labor, Class, and Justice: Buddhist—Christian Dialogue in Fresh Perspective",Buddhist-Christian Studies
,,,,,,,,"Rieger, Jeorg",,,,,,,,,,,,,,,,10.1353/bcs.2014.0023,2014,6/26/18 16:41,8/11/21 20:33,"Rieger, Joerg",,,,,,,,,0882-0945,,,,,,,,,,,,,,,,,167-172,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,34,,Q109408069,YTLQXUJ3,journalArticle,Occupy Religion: Theology of the Multitude and Interreligious Dialogue,Buddhist-Christian Studies
,6/28/18 16:02,,,,,,,"Rieger, Joerg",Peer reviewed; Postcolonialism; Colonialism and neocolonialism; Missions -- Strategy; Missions -- Theory,,,,,,,,,,,,,,,10.1163/1573383042653677,2004,6/28/18 16:02,8/11/21 21:17,"Rieger, Joerg",,,,C:\Users\xus12\Zotero\storage\8TVHXQX9\Rieger - 2004 - Theology and mission between neocolonialism and po.pdf,,,,,0168-9789,,2,,Mission Studies,,,,EBSCOhost,,,,,,,,,201-227,,,,,2004,,,,,,,,,,,,,,,,,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=a6h&AN=ATLA0001466414&site=ehost-live&scope=site,,21,,Q109408070,RUAE9TS4,journalArticle,Theology and mission between neocolonialism and postcolonialism,Mission Studies
,5/12/20 21:01,,,,,,,"Rieger, Joerg",,,,,,,,,,,,,,,,10.1558/37326,2018-10,6/11/20 19:00,8/18/21 17:06,"Rieger, Joerg",,,,C:\Users\xus12\Zotero\storage\BRKPUVIU\ISIT.html,,,,,,,2,,,,,,,,,,,,,,,141-154,,,,,2018,,,,,,,,,,,,,,,Interreligious Studies and Intercultural Theology,,,,,,https://journals.equinoxpub.com/ISIT,,2,,Q109408071,M9PAQLB2,journalArticle,"Is Political and Intercultural Theology Real Theology, and Why Should Anyone Care?",Interreligious Studies and Intercultural Theology
,10/1/20 20:59,,Gale Academic OneFile,,,,,"Rieger, Joerg",Hauerwas; Stanley,,,,,,,,,,,,,,,10.1177/002096430005600312,2002-07,10/1/20 20:59,8/11/21 21:24,"Rieger, Joerg",,,,,,,,,0020-9643,,3,,,English,,,Gale,,,,,,,,,324-326,,,,,2002,,,,,,,,,,,,,,,,,With the Grain of the Universe,,,,http://link.gale.com/apps/doc/A89023460/AONE?u=tel_a_vanderbilt&sid=zotero&xid=3520bd44,,56,,Q109408074,FVN2S5S3,journalArticle,With the Grain of the Universe: The Church's Witness and Natural Theology. (Major Reviews),Interpretation
,10/1/20 18:16,,Gale Academic OneFile,,,,,"Rieger, Joerg",,,,,,,,,,,,,,,,10.1177/002096439605000334,1996-07,10/1/20 18:16,8/11/21 21:10,"Rieger, Joerg",,,,,,,,,0020-9643,,3,,,English,,,Gale,,Book review,,,,,,,332-,,,,,1996,,,,,,,,,,,,,,,,,Theologie aus asiatischen Quellen,,,,http://link.gale.com/apps/doc/A19793255/AONE?u=tel_a_vanderbilt&sid=zotero&xid=934dba99,,50,,Q109408075,G585FNV5,journalArticle,Theologie aus asiatischen Quellen: Der theologische Weg Choan-Seng Songs vor dem Hintergrund der asiatischen okumenischen Diskussion by Karl H. Federschmidt,Interpretation
"Christian theologians who study capitalism with a critical lens have argued that capitalist economics is not just a matter of finance or politics but tends to shape people all the way to the core, including religious beliefs and practices. Different theological approaches not only differ in how they conceive of the relation of religion and capitalism, they also differ in their evaluations of capitalism itself. While some Christian theologians endorse capitalism, others offer critical reflections and propose alternative economic systems, rooted in Christian traditions and practices as well as in broad historical and cultural shifts. Challenges include questions about the neoliberal turn in economics, the role of corporations, economic deregulation, competition and community, the reality of scarcity, the development of financial capitalism, as well as the relation of religion and labor, and the location of agency.",8/18/21 17:36,,,,,,,"Rieger, Joerg",corporations; economic democracy; financial capitalism; market and religion; money and religion; neoliberal capitalism; religion and labor,,,,,,,,,,,,,,,10.1111/rec3.12350,2020,8/18/21 17:36,8/18/21 17:36,"Rieger, Joerg",,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/rec3.12350,C:\Users\xus12\Zotero\storage\II3TIYBB\rec3.html,,,,,1749-8171,,5,,,en,,,Wiley Online Library,,,,,,,,,12350,,,,,2020,,,,,,,,,,,,,,,,,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/rec3.12350,,14,,Q109408076,2LH3AHZG,journalArticle,Capitalism and Christian theology,Religion Compass
"While Cone often recognizes that his theology lacks a proper treatment of class, he is reluctant to include it as a necessary part of his own theological discourse. Placing Frederick Herzog and James Cone in conversation, this article offers a substantial defense of the importance of considering both in concert as a way forward in unifying the concerns of the oppressed while putting to productive use their differences, and as a way of opening up dialogue between black and white theologians on the question of liberation.",8/18/21 17:40,,,,,,,"Rieger, Joerg",class; liberation theology; black theology; Frederick Herzog; James Cone; race,,,,,,,,,,,,,,,10.1177/0034637320903301,2/1/20,8/18/21 17:40,8/18/21 17:40,"Rieger, Joerg",,,Publisher: SAGE Publications Ltd,C:\Users\xus12\Zotero\storage\6D4UDKXD\Rieger - 2020 - Engaging whiteness (more) constructively Conversa.pdf,,,,,0034-6373,,1,,Review & Expositor,en,,,SAGE Journals,,,,,,,,,58-71,,,,,2020,,,,,,,,,,,,,,,,,Engaging whiteness (more) constructively,,,,https://doi.org/10.1177/0034637320903301,,117,,Q109408077,FKCMLPZ5,journalArticle,Engaging whiteness (more) constructively: Conversations with James Cone and Frederick Herzog on the future of race and class in theology,Review & Expositor
"The hope of Abraham was &ldquo;hope against hope,&rdquo; the apostle Paul notes in a famous passage in his letter to the Romans 4:18. Such is the hope of the underdog, whose hope is not backed up by the powers that be, manifest by the prevalent empires of the day. Any discussion of hope in this context needs to deal with the limits of hope that have been expressed powerfully by Miguel De La Torre in his book Embracing Hopelessness (2017). As a result, the faith of Abraham that led to hope against hope cannot be blind faith, or what has sometimes been called &ldquo;the power of positive thinking.&rdquo; COVID-19 has once again reinforced this insight. Only when the challenges and the roadblocks to faith and hope are seen and embraced, and when false hope is exposed for what it is, can glimpses of real hope break through.",8/18/21 17:33,,,,,,,"Rieger, Joerg",alternative power; economic downturn; false hope; hopelessness; religion and liberation; religion and neoliberal economics,,,,,,,,,,,,,,,10.3390/rel11070331,2020-07,8/18/21 17:33,8/18/21 17:33,"Rieger, Joerg",,,Number: 7 Publisher: Multidisciplinary Digital Publishing Institute,C:\Users\xus12\Zotero\storage\YB7EYCQA\Rieger - 2020 - Hoping against Hope Dealing with Hopelessness in .pdf; C:\Users\xus12\Zotero\storage\C2BACC6U\htm.html,,,,,,,7,,,en,,,www.mdpi.com,,,,,,,,,331,,,,,2020,,,,,,http://creativecommons.org/licenses/by/3.0/,,,,,,,,,,,Hoping against Hope,,,,https://www.mdpi.com/2077-1444/11/7/331,,11,,Q109408079,M9L84MAG,journalArticle,Hoping against Hope: Dealing with Hopelessness in Ancient Times and Today †,Religions
"Social movements and liberation theologies have addressed various forms of oppression and exploitation along the lines of gender, sexuality, race, ethnicity, class, and other factors, not without tensions. What might bring them closer together without erasing differences? Addressing this question has important implications for fresh approaches to interreligious dialogue. In this contribution, notions of deep solidarity and of the multitude point the way toward restructured interreligious engagements.",8/18/21 17:56,,,,,,,"Rieger, Joerg",deep solidarity; liberation theology; interreligious dialogue; multitude; unity in difference,,,,,,,,,,,,,,,10.1111/erev.12468,2019,8/18/21 17:56,8/18/21 17:56,"Rieger, Joerg",,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/erev.12468,C:\Users\xus12\Zotero\storage\3RQV8M6A\erev.html,,,,,1758-6623,,5,,,en,,,Wiley Online Library,,,,,,,,,628-641,,,,,2019,,,,,,,,,,,,,,,,,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/erev.12468,,71,,Q109408080,WF9BIMN2,journalArticle,Restructuring Interreligious Dialogue from the Bottom Up through the Lenses of Deep Solidarity and the Multitude,The Ecumenical Review
Protestant giving is informed by three theological traditions and by participation in contemporary culture. There are six significant elements to the “language” of Protestant giving patterns.,6/14/18 20:16,,,,,,,"Hudnut‐Beumler, James",,,,,,,,,,,,,,,,10.1002/pf.41219950707,1995,6/14/18 20:16,11/30/18 20:26,"Hudnut-Beumler, Jim",,,,C:\Users\xus12\Zotero\storage\8HPGNGTM\Hudnut‐Beumler - Protestants and giving The tithes that bind.pdf; C:\Users\xus12\Zotero\storage\U8Y7NAHS\pf.html,,,,,1542-7846,,7,,,en,,,Wiley Online Library,,,,,,,,,79-89,,,,,1995,,,,,,"Copyright © 1995 Wiley Periodicals, Inc., A Wiley Company",,,,,,,,,,,Protestants and giving,,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/pf.41219950707,,,,Q109408397,N8FNCP9W,journalArticle,Protestants and giving: The tithes that bind?,New Directions for Philanthropic Fundraising
,,,Scopus,,,,,"Geller, J.",,,,,,,,,,,,,,,,10.1006/reli.1997.0070,1997,11/22/22 18:42,11/22/22 18:42,"Geller, Jay",,,,C:\Users\xus12\Zotero\storage\W7FMVV5R\display.html,,,,,0048-721X,,2,,,English,,,Scopus,,,,,,,,,117-122,,,,,1997,,,,,,,,,,,,,,,,,"Idols, fetishes and foreskins",,,,,,27,,Q109408398,J82Y65DH,journalArticle,"Idols, fetishes and foreskins: The other of religion",Religion
,,,,,,,,"Knight, Douglas A.","Peer reviewed; Freedom, Academic; Lüdemann, Gerd; Church and state--Germany; Theological education--Germany",,,,,,,,,,,,,,,10.1006/reli.2002.0417,4/1/02,5/16/14 16:09,7/8/21 19:15,"Knight, Douglas A.",,,,,,,,,0048-721X,,2,,Religion,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001425510&site=ehost-live&scope=cite,,,,,,,,107-112,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,32,,Q109408399,ZSQDQQMA,journalArticle,Academic freedom and the plight of German theological studies,Religion
,11/1/16 16:54,,,,,,,"Levine, Amy-Jill",,,,,,,,,,,,,,,,10.1006/reli.2002.0419,4/1/02,11/1/16 16:54,11/1/16 16:54,"Levine, Amy-Jill",,,,C:\Users\xus12\Zotero\storage\9DGMTSDE\Levine - 2002 - The Gentilemen's Agreement.pdf; C:\Users\xus12\Zotero\storage\9BUMNVU6\reli.2002.html,,,,,0048-721X,,2,,,,,,Taylor and Francis+NEJM,,,,,,,,,119-123,,,,,2002,,,,,,,,,,,,,,,,,,,,,http://dx.doi.org/10.1006/reli.2002.0419,,32,,Q109408400,5X6FTRHK,journalArticle,The Gentilemen's Agreement,Religion
,12/18/14 16:34,,,,,,,"Meeks, M. Douglas",,,,,,,,,,,,,,,,10.1007/BF02779045,1/1/95,12/18/14 16:34,6/17/20 16:36,"Meeks, M. Douglas",,,,C:\Users\xus12\Zotero\storage\CFCGZFIB\BF02779045.html,,,,,0736-0932,,1,,,,,,Taylor and Francis+NEJM,,,,,,,,,33-36,,,,,1995,,,,,,,,,,,,,,,,,,,,,http://dx.doi.org/10.1007/BF02779045,,25,,Q109408403,ABFFMIWT,journalArticle,Comment,Forum for Social Economics
"Three traits inform a pastoral theological hermeneutic. These include: interpreting “the living human web”; relying upon the unique location and nature of pastoral theological imagination; and embodying the power that comes with knowledge and the discernment of meaning. These traits often lead to pastoral theologians seeing things in a different light than colleagues in other theological disciplines, while often holding comparatively less power or influence in the academy. The image of the pastoral theologian as hermeneutical juggler is identified to complement existing metaphors that can inform the identity and hermeneutic of a pastoral theologian.",6/12/14 19:28,,,,,,,"Hamman, Jaco J.",Pastoral theology; Hermeneutics; Sociology; Donald Capps; Interdisciplinarity; Pastoral identity; Clinical Psychology; Cross Cultural Psychology; Religious Studies,,,,,,,,,,,,,,,10.1007/s11089-009-0237-3,12/1/09,6/12/14 19:28,11/18/14 21:35,"Hamman, Jaco",,,,C:\Users\xus12\Zotero\storage\EW9W69VA\Hamman - 2009 - Seeing Things Differently and Not Being Looked At.pdf; C:\Users\xus12\Zotero\storage\5XE5PCQB\s11089-009-0237-3.html,,,,,"0031-2789, 1573-6679",,6-May,,Pastoral Psychol,en,,,link.springer.com,,,,,,,,,551-562,,,,,2009,,,,,,,,,,,,,,,,,,,,,http://link.springer.com/article/10.1007/s11089-009-0237-3,,58,,Q109408404,I2KZWCE7,journalArticle,Seeing Things Differently and Not Being Looked At,Pastoral Psychology
"The relationship between losses within mainline Protestant churches and the resistance to women in ministry is explored. Loss in congregations and denominations awakens an unconscious desire for a “dominant other” that will save the church from real or perceived loss or even the threat of death. Women are not seen as “dominant” and are thus overlooked when leadership for restoration is sought. Loss may also awaken unconscious resentment and hatred against women. Women are associated with the “wombishness” of Jesus, a trait historically rejected, but one that could not be destroyed even as it remained life-giving and nurturing.",6/12/14 19:27,,,,,,,"Hamman, Jaco J.",Women; Ministry; Sociology; Jesus; Dominant other; Loss; Marcus Borg; Silvano Arieti; Clinical Psychology; Cross Cultural Psychology; Religious Studies,,,,,,,,,,,,,,,10.1007/s11089-010-0299-2,12/1/10,6/12/14 19:27,6/12/14 19:27,"Hamman, Jaco",,,,C:\Users\xus12\Zotero\storage\37HK5F7Q\Hamman - 2010 - Resistance to Women in Ministry and the Psychodyna.pdf; C:\Users\xus12\Zotero\storage\2IATWKXE\s11089-010-0299-2.html,,,,,"0031-2789, 1573-6679",,6,,Pastoral Psychol,en,,,link.springer.com,,,,,,,,,769-781,,,,,2010,,,,,,,,,,,,,,,,,,,,,http://link.springer.com/article/10.1007/s11089-010-0299-2,,59,,Q109408522,N7VRTK35,journalArticle,Resistance to Women in Ministry and the Psychodynamics of Sadness,Pastoral Psychology
