Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
315,,"Knight, Douglas A.",1992,1-85075-333-4,,,,,1992,5/16/14 16:46,7/1/20 16:26,,,,,,,,,Biblical Seminar Series,14,,,JSOT Press,"Sheffield, England",English,,,,,OCLC WorldCat FirstSearch,,,,,,,,,,,,,"Mowinkel, Sigmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Psalms in Israel's Worship
316,,"McClure, John S.",2004,0-8272-2997-6,,,,,2004,5/9/14 15:55,5/9/14 15:55,,,,,,,,,,,,,Chalice Press,St. Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001488810&site=ehost-live&scope=cite,,Preaching; Christian gospel; Kerygma; Language--Philosophy; Resistance (Psychoanalysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Purposes of preaching
317,,"Geller, Jay",2003,,,,,,2003,10/16/14 19:20,10/16/14 19:21,,,,,,,,,,,,,Columbia University Press,New York,eng,,,,,Primo,HQ75.15,,,,,,Jewish gays; Jewish lesbians; Queer theory,"Boyarin, Daniel; Itzkovitz, Daniel; Pellegrini, Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Queer theory and the Jewish question
318,,"Budwey, Stephanie A.",2018,,,,,,2018,4/4/22 18:24,4/4/22 18:24,,,,,6,,,,Music and Spirituality Series,,,,Oxford: Peter Lang,England,,,,,,,,,,,,,,"Hendricks, Karin; Boyce-Tillman, June",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Queering Freedom: Music, Identity, and Spirituality"
319,,"Sasson, Jack",1972,,,,,"""Vol. 1: Associate editors F. Brent Knutson and Donn F. Morgan."", Vols. 3- : Editor, Stan Rummel.",1972,12/11/14 19:12,10/6/20 19:16,,,,,1,,,,,,,,Pontificium institutum biblicum,Rome,eng;heb;uga,,,,,Primo,"PJ25 .A65 v.49, PJ25 .A65 v.51, PJ25 .A65 v.50",,,,,,nne Ugarit (Ancient city); Ras Shamra (Syria); Raʼs Shamrah (Syria); Ugarit (Extinct city); Ugaritic literature Relation to the Old Testament,"Fisher, Loren R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Ras Shamra parallels. The texts from Ugarit and the Hebrew Bible
320,,"Segovia, Fernando F.",2022,,,,,,2022,11/15/22 20:46,11/15/22 20:46,,,,,,,,Minority Critics Reading Texts Together,,,,,,Atlanta,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5082713&site=ehost-live&scope=site&scope=cite,,"Minorities; Bible--Criticism, interpretation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reading Biblical Texts Together: Pursuing Minoritized Biblical Criticism
321,,"Geller, Jay",1994,0-585-34372-1,,,,"$$CReproduction: $$VElectronic reproduction. Boulder, Colo. : NetLibrary, 2001. Available via World Wide Web. Access may be limited to NetLibrary affiliated libraries.",1994,10/16/14 19:54,10/13/16 18:47,,,,,,,,,,,,,New York University Press,New York,eng,,,,,Primo,BF109.F74,,,,,,"Freud, Sigmund, 1856-1939; E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Faryūḍ, Sigmanḍ, 1856-1939; Firūyid, Sighmund, 1856-1939; Fo-lo-i-te, 1856-1939; Freĭd, Zigmund, 1856-1939; Freud, Segismundo, 1856-1939; Freud, Sigismund Schlomo, 1856-1939; Freud, Sigismund, 1856-1939; Freud, Sigm., 1856-1939; Frūyd, Sīghmūnd, 1856-1939; Frūyd, Sijmund, 1856-1939; Furoido, Jīkumunto, 1856-1939; Ḵaprāyat, Cikmant, 1856-1939; Ḵaprāyṭ, Cikmaṇṭ, 1856-1939; Phroynt, Sinkmount, 1856-1939; Pirāyṭ, 1856-1939; Prāyṭu, 1856-1939; Pʼroidi, 1856-1939; Фрейд, Зигмунд, 1856-1939; פר , זיגמונד; פרויד, ז., 1856-1939; פרויד, זיגמונד; פרויד, זיגמונד, 1856-1939; Freud, Sigmund, 1856-1939 Books and reading; Freudian Theory; Literature; Literature and psychoanalysis; nnna Literatures; nnna Theory, Freudian; Psychoanalysis and literature; Psychoanalysis and literature History; Psychoanalytic literary criticism","Gilman, Sander L.; Birmele, Jutta; Greenberg, Valerie D.; Geller, Jay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reading Freud's reading
322,,"Levine, Amy-Jill",1995,978-0-8006-2812-3,,,,"$$Ccontents$$Vv. 1. Social location and biblical interpretation in the United States -- v. 2. Social location and biblical interpretation in global perspective., Papers originally presented at conferences on Social Location and Biblical Interpretation and on Globalization and Theological Education, the first held at Vanderbilt University, Jan. 21-24, 1993., $$Cbibliography_note$$VIncludes bibliographical references and indexes.",1995,10/27/16 15:45,8/10/20 15:55,,,,,1: Social location and biblical interpretation in the United States,2,,,,,,,Fortress Press,Minneapolis,eng,,,,,discoverlibrary.vanderbilt.edu,"BS476 .R42 1993 v.1, BS476 .R42 1993 v.2",,,,,,"Bible Exegesis; Bible Interpretation; Bible Criticism, interpretation, etc. Theory, methods, etc; Bible Literary criticism; Hermeneutics, Biblical; Theological education; Bible as literature Congresses; Bible Hermeneutics Congresses; Education, Theological; Religious pluralism Christianity Congresses; Theology Study and teaching Congresses","Segovia, Fernando F.; Tolbert, Mary Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reading from this place
323,,"Armour, Ellen T.",2011,1-907534-27-X,,,,,2011,5/7/14 18:16,5/7/14 18:26,,,,,,,,,,,,,Sheffield Phoenix Press,"Sheffield, UK",eng,,,,,Primo,BS2361.3 .R43 2011,,,,,,"New Testament; Ba-yon Tipan; Bagong Tipan; Bible. Ba-yon Tipan; Bible. Bagong Tipan; Bible. Dhamma sacʻ kyamʻʺ; Bible. Jaji ma Hungi; Bible. Kainē Diathēkē; Bible. New Testament Criticism and interpretation; Bible. Nouveau Testament; Bible. Novo Testamento; Bible. Novum Testamentum; Bible. Novyĭ Zavet; Bible. Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Bible. Novyĭ Zavit; Bible. Nuevo Testamento; Bible. Nuovo Testamento; Bible. Nye Testamente; Bible. Perjanjian Baru; Bible. Phrasanyā Mai; Dhamma sacʻ kyamʻʺ; Jaji ma Hungi; Kainē Diathēkē; nnea Bible. N.T; Nouveau Testament; Novo Testamento; Novum Testamentum; Novyĭ Zavet; Novyĭ Zav︠i︡et Gospoda nashego Īisusa Khrista; Novyĭ Zavit; Nuevo Testamento; Nuovo Testamento; Nye Testamente; Perjanjian Baru; Tolbert, Mary Ann, 1947-","Liew, Tat-Siong Benny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reading ideologies : essays on the Bible and interpretation in honor of Mary Ann Tolbert
324,,"Barnes, Sandra L.",2014,,,,,,2014,12/11/14 19:26,7/7/20 18:09,12/11/14 19:26,,,,2,,,,,,,,GIA Publications,Chicago,,,,,,,,,,C:\Users\xus12\Zotero\storage\HHB8JTJM\search_details.html,,,,"Abbington, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Readings in African American Church Music and Worship
325,,"Sasson, Jack",2009,,,,,"Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo Aula Orientalis Supplementa - AULAOS 25 Edited by D.A. Barreyra Fracaroli and G. del Olmo Lete ISBN: 9788488810809 Editorial Ausa, 2009, , 231 pages, Paper, Spanish $41.20",2009,12/12/14 14:21,12/12/14 14:31,12/12/14 14:21,,,,25,,,,Aula Orientalis Supplementa - AULAOS,,,,Editorial Ausa,Barcelona,Spanish,,,,,,,,,C:\Users\xus12\Zotero\storage\BEPRRUTI\_48C0K167G.html,,,,"Fracaroli, Barreyra; Lete, G. del Olmo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reconstruyendo el Pasado Remoto Estudios sobre el P.O.A. en homenaje a Jorge R. Silva Castillo
326,,"Townes, Emilie",1991,0-8298-0912-0,,,,,1991,10/13/14 11:42,10/21/20 18:25,,,,,,,,,,,,,Pilgrim Press,"Cleveland, Ohio",eng,,,,,Primo,HQ32 .R43 1991,,,,,,"Sex ethics; Sex Moral and ethical aspects; Sexual behavior, Ethics of; Sexual ethics; Sex role; Gender role; nne Sex (in religion, folklore, etc.); nne Sex and religion; Sex in literature; Sex Religious aspects","Davies, Susan E.; Haney, Eleanor Humes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Redefining sexual ethics : a sourcebook of essays, stories, and poems"
327,,"McClure, John S.",2004,978-0-8028-2689-3,,,,,2004,5/9/14 15:55,8/13/20 20:43,,,,,,,,The way of love,,,,,William B. Eerdmans Publishing Company,Grand Rapids,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001476268&site=ehost-live&scope=cite,,"Relation (Theology); Derrida, Jacques; Brueggemann, Walter; Chopp, Rebecca S.; Communication (Theology); Lévinas, Emmanuel; Loder, James Edwin, 1931-2001; Regeneration (Theology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Redemptive transformation in practical theology
328,,"Miller-McLemore, Bonnie",2005,0-687-06508-9,,,,,2005,10/14/14 2:25,10/14/14 2:25,,,,,,,,,,,,,Abingdon Press,Nashville,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Christianity. Spiritual formation; Christianity. Spiritual formation. Grief; Grief,"Weaver, Andrew J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reflections on grief and spiritual growth
329,,"Rieger, Joerg",2017,978-3-946426-01-1,,,,"Reforming theology, migrating church, transforming society a compendium for ecumenical education-book",2017,9/30/20 16:42,9/30/20 16:57,9/30/20 16:42,,,,,,,,,,,,Missionshilfe Verlag,Hamburg,en,,,,,,,,,C:\Users\xus12\Zotero\storage\ZY3MA9WX\fulldisplay.pdf,,,,"Andrée, Uta; Simon, Benjamin; Röser-Israel, Lars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reforming Theology – Migrating Church – Transforming Society: A Compendium for Ecumenical Education
330,,"Armour, Ellen T.",1998,0-7914-3794-9,,,,,1998,5/7/14 19:18,5/7/14 19:19,,,,,20,,,,Selected Studies in Phenomenology and Existential Philosophy,,,,State University of New York Press,"Albany, N.Y.",,,,,,acorn.library.vanderbilt.edu Library Catalog,JA71 .R43 1998,,,,,,,"Langsdorf, Lenore; Watson, Stephen H.; Smith, Karen A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Reinterpreting the political: continental philosophy and political theory
331,,"Reside, Graham",2003,978-1-57607-238-7,,,,"Looks at religious diversity in the United States from mainstream faiths to Wicca and Zen, discussing faith, religious practices, traditions, and history of religions.",1/1/03,7/11/14 18:09,12/18/14 16:56,,,,,,,,,,,,,ABC-CLIO,"Santa Barbara, California",en,,,,,Google Books,,,,,http://books.google.com/books?id=9RYs-Z6AdpQC,,Reference / Encyclopedias; Religion / History; Religion / Reference; Social Science / Sociology / General; Social Science / Sociology of Religion,"Laderman, Gary; Leon, Luis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion and American Cultures: An Encyclopedia of Traditions, Diversity, and Popular Expressions"
332,,"Rieger, Joerg",2019,978-1-978703-54-4 978-1-978703-56-8,,,,"""Religion has power structures that require and justify its existence, spread its influence, and mask its collaboration with other power structures. Power, like religion, is in collaboration. Along this line, this book affirms that one could see and study the power structures and power relations of a religion in and through the missions of empires. Empires rise and roam with the blessings and protections of religious power structures (e.g., scriptures, theologies, interpretations, traditions) that in return carry, propagate and justify imperial agendas. Thus, to understand the relation between religion and power requires one to also study the relation between religion and empires. Christianity is the religion that receives the most deliberation in this book, with some attention to power structures and power relations in Hinduism and Buddhism. The cross-cultural and inter-national contributors share the conviction that something within each religion resists and subverts its power structures and collaborations. The authors discern and interrogate the involvements of religion with empires past and present, political and ideological, economic and customary, systemic and local. The upshot is that the book troubles religious teachings and practices that sustain, as well as profit from, empires."" --",2019,8/18/21 18:16,8/18/21 18:17,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"Havea, Jione; Cowan, Collin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religion and power
333,,"Miller-McLemore, Bonnie",2001,0-415-20617-0,,,,,2001,10/20/14 17:51,10/20/14 17:51,,,,,,,,,,,,,Routledge,London ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Aspect psychologique. Psychologie et religion. Identité sexuelle. Godsdienstpsychologie. Postmodernism; Psychological aspects. Psychology and religion. Psychologie religieuse. Postmodernisme; Psychological aspects. Psychology, Religious; Psychology, Religious. Postmodernism","Jonte-Pace, Diane E.; Parsons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion and psychology: mapping the terrain ; contemporary dialogues, future prospects"
334,,"Hudnut-Beumler, Jim",2006,978-0-7591-0637-6 978-0-7591-0636-9,,,,,2006,11/9/22 21:47,11/9/22 21:47,,,,,,,,Protestants in the Middle Atlantic region,,,,,,"Lanham, Md",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001639830&site=ehost-live&scope=site&scope=cite,,"United States; Religion; Protestant churches; New York (State); Maryland; New Jersey; Pennsylvania; Protestants; Washington, DC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religion and public life in the Middle Atlantic region: the fount of diversity
335,,"Sasson, Jack",2007,978-90-04-14666-2,,,,,2007,12/15/14 17:54,10/7/20 14:29,,,,,5,,,,,,,,Brill,Leiden ; Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4th edition,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religion in Geschichte und Gegenwart
336,,"Floyd-Thomas, Juan Marcial",2018,978-1-350-04103-5,,,,,2018,11/9/22 19:44,11/9/22 19:44,,,,,,,,Introduction,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4937351&site=ehost-live&scope=site&scope=cite,,"United States; Religion and politics; Politicians -- Religious life; Obama, Barack,   , 1961-; 2009-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religion in the age of Obama
337,,"Miller-McLemore, Bonnie",1996,0-664-25512-4,,,,,1996,10/14/14 23:55,12/15/14 12:00,,,,,,,,Family and work,,,,,Westminster/John Knox Pr,"Louisville, Ky",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001238685&site=ehost-live&scope=cite,,Family life; Women--Psychology; Mothers; Social role; Women--Employment,"Carr, Anne E.; Van Leeuwen, Mary Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion, feminism, and the family"
338,,"Snarr, C. Melissa",2022,,,,,,2022,11/15/22 18:00,11/15/22 18:00,,,,,,,,"Iftars, Prayer Rooms, and #DeleteUber",,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5152927&site=ehost-live&scope=site&scope=cite,,United States; Islamophobia; Religion and politics; 2017-2021; Labor unions -- Organizing; Muslims -- Social conditions; Social problems -- Islam; Uber (Firm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion, Protest, and Social Upheaval"
339,,"Floyd-Thomas, Stacey",2022,978-1-4798-1022-2 978-1-4798-1019-2,,,,,2022,6/30/21 16:41,6/30/21 16:42,,,,,,,,,,,,,New York University Press,New York,English,,,,,Open WorldCat,,,,,,,,"FLOYD-THOMAS, STACEY M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion, Race, and COVID-19: confronting white supremacy in the pandemic"
340,,"Rieger, Joerg",2013,,,,,,2013,11/15/22 21:40,11/15/22 21:40,,,,,,,,Preface,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4776522&site=ehost-live&scope=site&scope=cite,,Economics and Christianity; Economics and religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion, theology, and class: fresh engagements after long silence"
341,,"Anderson, Victor",2017,978-0-231-14543-5,,,,,2017,6/7/18 18:21,10/11/18 17:26,,,,,,,,,,,,,Columbia University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BL41 .R367 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Religion, theory, critique: classic and contemporary approaches and methodologies"
342,,"Rieger, Joerg",2016,978-0-02-866352-4,,,,,2016,9/30/20 19:28,9/30/20 19:30,9/30/20 19:28,,,,,,,Religion,,,,,Macmillan Reference USA,,en,,,,,,,,,C:\Users\xus12\Zotero\storage\6CZ5K7NM\fulldisplay.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religion: Just Religion
343,,"Miller-McLemore, Bonnie",2002,0-334-03070-6,,,,,2002,12/15/14 12:56,12/15/14 12:56,,,,,,,,Heard and seen,Concilium,,,,SCM Press,London,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001321991&site=ehost-live&scope=cite,,"Children--Religious life; Family life, Christian; Family--History",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Religious education of boys and girls
344,,"Floyd-Thomas, Stacey",2020,978-1-978711-37-2,,,,"In 'Resisting Occupation', international scholars discuss the radical denial of human flourishing caused by the occupation of mind, body, spirit, and land. They explore how religious perspectives can be, and often are, constructed by occupiers to justify their actions, perpetuate exploitation, and domesticate indigenous landholders. In the name of Christianization and civilization, which has proven to be a global phenomenon beyond time and space, a consistent domestication process is established. The colonized are taught to want, to yearn for, and to embrace their occupation, seeing themselves through the eyes of their colonizers. Writing from different spots around the globe, the scholars of this book demonstrate how occupation, a synonym for empire, is manifested within their social context and reveal unity in their struggle for liberation. Recognizing that where there is oppression, there is resistance, the contributors turn to religion. While questioning the logic, rationale, theology, and epistemology of the empire?s religion, they nonetheless seek the liberative response of resistance ? at times using the very religion of the occupiers. 0.",2020,6/30/21 16:42,6/30/21 16:42,,,,,,,,,,,,,Lexington Books,Lexington,English,,,,,Open WorldCat,,,,,,,,"Torre, Miguel de la; Raheb, Mitri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Resisting occupation. A global struggle for liberation.
345,,"Sasson, Jack",2000,3-11-016519-8 978-3-11-016519-7,,,,,2000,12/15/14 19:47,5/1/15 15:29,,,,,294,,,,Beihefte zur Zeitschrift für die alttestamentliche Wissenschaft,,,,W. De Gruyter,Berlin,German,,,,,Open WorldCat,,,,,,,"E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Antico Testamento; Bible. Antico Testamento; Bible. Hebrew Bible; Bible. Hebrew Scriptures; Bible. Kitve-ḳodesh; Bible. Miḳra; Bible. Palaia Diathēkē; Bible. Pentateuch, Prophets, and Hagiographa; Bible. Phanthasanyā D̄œm; Bible. Sean-Tiomna; Bible. Stary Testament; Bible. Tanakh; Bible. Tawrāt; Bible. Torah, Neviʼim u-Khetuvim; Bible. Torah, Neviʼim, Ketuvim; Bible. Velho Testamento; Hebrew Bible; Hebrew Scriptures; Kitve-ḳodesh; Miḳra; nnea Bible. O.T; Old Testament; Palaia Diathēkē; Pentateuch, Prophets, and Hagiographa; Sean-Tiomna; Stary Testament; Tanakh; Tawrāt; Torah, Neviʼim u-Khetuvim; Torah, Neviʼim, Ketuvim; Velho Testamento; Bible. Old Testament Historiography; History, Ancient Historiography","McKenzie, Steven L.,; Römer, Thomas,; Schmid, Hans Heinrich,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Rethinking the foundations: historiography in the ancient world and in the Bible : essays in honour of John Van Seters
346,,"Meeks, M. Douglas",1998,0-687-06045-1,,,,,1998,4/30/14 16:02,4/30/14 16:02,,,,,,,,Sanctification and economy,,,,,Kingswood Books,Nashville,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001220503&site=ehost-live&scope=cite,,"Economics and Christianity; Sanctification; Stewardship, Christian; Wesley, John, 1703-1791 --Theology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Rethinking Wesley's theology for contemporary Methodism
347,,"Levine, Amy-Jill",2020,978-0-281-08333-6,,,,"It is often observed that no historical figure has had a greater impact on the world than Jesus Christ. Why is that? And what difference does his impact make to the world today? It is also often said that Jesus was a 'revolutionary', and numerous books have appeared in recent years claiming just that - from the wild and sensational to the serious and respectable. This book, written by influential authors reflecting a diversity of expertise and points of view, considers the claims that continue to be made about Jesus, whether by believers or nonbelievers.",2020,7/13/21 20:03,7/13/21 20:08,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"Holland, Tom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Revolutionary: who was Jesus? why does he still matter?
348,,"Sasson, Jack",2002,1-57506-061-2 978-1-57506-061-3,,,,,2002,12/15/14 18:11,5/1/15 14:50,,,,,,,,,,,,,Eisenbrauns,"Winona Lake, Ind.",English,,,,,Open WorldCat,,,,,,,,"Abusch, I. Tzvi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Riches hidden in secret places: ancient Near Eastern studies in memory of Thorkild Jacobsen
349,,"Levine, Amy-Jill",2018,978-0-8091-5335-0,,,,,2018,6/11/20 18:53,6/11/20 18:53,,,,,,,,,Studies in Judaism and Christianity,,,,Paulist Press,"Mahwah, NJ",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,Christianity and other religions; Judaism; Christianity; Holocaust (Christian theology); Holocaust (Jewish theology); Relations,"Pawlikowski, John; Procario-Foley, Elena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Righting relations after the Holocaust and Vatican II: essays in honor of John T. Pawlikowski, OSM"
350,,"Anderson, Victor",2008,,,,,,2008,12/10/14 1:01,12/10/14 1:04,,,,,,,,,,,,,SCM Press,London,,,,,,,,,,,,,,"Kee, Alistair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Rise and demise of black theology
351,,"Levine, Amy-Jill",2017,978-1-68307-067-2,,,,,2017,6/19/18 19:53,11/14/22 20:17,,,,,,,,,,,,,Hendrickson Publishers,"Peabody, Massachusetts",,,,,,,BM535 .L34835 2017,,,,,,,"LeVine, Amy-Jill",,,,,"Le Donne, Anthony; Beherendt, Larry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Sacred dissonance: the blessing of difference in Jewish-Christian dialogue
352,,"Sasson, Jack",2002,978-1-57506-054-5,,,,,2002,12/15/14 18:23,12/15/14 18:25,,,,,,,,,,,,,Eisenbrauns,"Winona Lake, Ind",English,,,,,Amazon.com,,,,,http://www.amazon.com/Sacred-Time-Place-Archaeology-Religion/dp/157506054X,,,"Gittlen, Barry M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Sacred Time, Sacred Place: Archaeology and the Religion of Israel"
