ssid,filename,title,creator_string,date,classification,medium,measurements,style_period,country_culture,seals_inscriptions,signature,description,publications,exhibitions,accession_number,date_acquired,gift_of,purchased_from,credit_line,provenance,collection,last_change,notes,rights,media_url
26760366,2017.001.063.jpg,Military Escort - NOT RECEIVED,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)",1934 CE,Graphic Arts-Printmaking,Wood engraving,7.5 x 9 in.,,United States,,,,,,2017.001.063,2017,"Walter F. Schatz and Mary Pullig Schatz, MD",,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Jun 20 00:00:00 EDT 2018,"Gift acquisition paperwork in file for 2017.001.001
Schatz record #778",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760366/representation-view
26760367,2017.002.1.tif,Rockport (Bearskin Neck),"Davidson, Morris (1898-1979, born Rochester, NY, died Piermont, NY)",1941 CE,Painting,Watercolor on paper,18 x 23.75 in.,,United States,,Morris Davidson 41,,American Modernism at Mid-Century: The Work of Morris Davidson,"American Modernism at Mid-Century: The Work of Morris Davidson (April 28-September 17, 2017)",2017.002.1,2017,"Sophia, Marina, and Lucinda Rosenfeld",,Collection of Vanderbilt University Fine Arts Gallery,The artist; daughter of the artist; granddaughters of the artist,,Tue Jul 03 00:00:00 EDT 2018,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760367/representation-view
26760368,2017.002.2.tif,Rockport (Front Beach),"Davidson, Morris (1898-1979, born Rochester, NY, died Piermont, NY)",1939 CE,Painting,Watercolor on paper,16 x 20.75 in.,,United States,,Morris Davidson 39,,American Modernism at Mid-Century: The Work of Morris Davidson,"American Modernism at Mid-Century: The Work of Morris Davidson (April 28-September 17, 2017)",2017.002.2,2017,"Sophia, Marina, and Lucinda Rosenfeld",,Collection of Vanderbilt University Fine Arts Gallery,The artist; daughter of the artist; granddaughters of the artist,,Tue Jul 03 00:00:00 EDT 2018,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760368/representation-view
26760369,2017.002.3.tif,Balance,"Davidson, Morris (1898-1979, born Rochester, NY, died Piermont, NY)",1946 CE,Painting,Oil on canvas,37 x 43 in.,,United States,,Morris Davidson 46,,American Modernism at Mid-Century: The Work of Morris Davidson,"American Modernism at Mid-Century: The Work of Morris Davidson (April 28-September 17, 2017)",2017.002.3,2017,"Sophia, Marina, and Lucinda Rosenfeld",,Collection of Vanderbilt University Fine Arts Gallery,The artist; daughter of the artist; granddaughters of the artist,,Thu Aug 16 00:00:00 EDT 2018,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760369/representation-view
26760370,2017.003.01.jpg,Gerbera Daisy from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.01,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,,IN COPYRIGHT,https://forum.jstor.org/assets/26760370/representation-view
26760371,2017.003.02.jpg,Mango Calla Lily from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.02,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760371/representation-view
26760372,2017.003.03.jpg,Gardenias from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.03,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760372/representation-view
26760373,2017.003.04.jpg,Poppy from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.04,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760373/representation-view
26760374,2017.003.05.jpg,Tulip Leaf from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.05,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760374/representation-view
26760375,2017.003.06.jpg,Poppy Bouquet from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.06,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760375/representation-view
26760376,2017.003.07.jpg,Tulips from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.07,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760376/representation-view
26760377,2017.003.08.jpg,Chinese Lantern from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.08,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760377/representation-view
26760378,2017.003.09.jpg,Rose from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.09,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760378/representation-view
26760379,2017.003.10.jpg,Dogwood from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.10,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760379/representation-view
26760380,2017.003.11.jpg,Blushing Bride from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.11,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760380/representation-view
26760381,2017.003.12.jpg,Lily from Intimacy,"Tenneson, Joyce (American photographer and author, born 1945)",2004 CE (printed 2015 CE),Photography,Archival pigment print,22 x 17 in. ,,United States,3/15,Joyce Tenneson 2015,,,"Joyce Tenneson—Botanical Beauty (July 26-August 18, 2018)",2017.003.12,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Sep 04 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760381/representation-view
26760382,2017.003.13.jpg,Untitled from Political Abstraction (Skyscraper and Man),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.13,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 15 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760382/representation-view
26760383,2017.003.14.tif,Untitled from Political Abstraction (Text and Plant),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.14,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760383/representation-view
26760384,2017.003.15.jpg,Untitled from Political Abstraction (Man in Suit and Crutch),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.15,2017 December 20,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 15 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,,https://forum.jstor.org/assets/26760384/representation-view
26760385,2017.003.16.tif,Untitled from Political Abstraction (Curtain and Busts),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.16,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 15 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,,https://forum.jstor.org/assets/26760385/representation-view
26760386,2017.003.17.tif,Untitled from Political Abstraction (Bust and Bricks),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.17,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 15 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,,https://forum.jstor.org/assets/26760386/representation-view
26760387,2017.003.18.tif,Untitled from Political Abstraction (Chairs),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.18,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,,https://forum.jstor.org/assets/26760387/representation-view
26760388,2017.003.19.tif,Untitled from Political Abstraction (Bush and Graffiti),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.19,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760388/representation-view
26760389,2017.003.20.tif,Untitled from Political Abstraction (Shoe and Nude),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.20,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760389/representation-view
26760390,2017.003.21.tif,Untitled from Political Abstraction (Hanger and Nude),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.21,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760390/representation-view
26760391,2017.003.22.tif,Untitled from Political Abstraction (Graffiti and Silhouette),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.22,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760391/representation-view
26760392,2017.003.23.jpg,Untitled from Political Abstraction (Traffic Light and Hat),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.23,2017 December 20,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760392/representation-view
26760393,2017.003.24.tif,Untitled from Political Abstraction (Building and Nude),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in.,,United States,AP,Ralph Gibson 2015,,,,2017.003.24,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760393/representation-view
26760394,2017.003.25.tif,Untitled from Political Abstraction (Bottle),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.25,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760394/representation-view
26760395,2017.003.26.tif,Untitled from Political Abstraction (Pool),"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.26,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760395/representation-view
26760396,2017.003.27.png,Untitled from Political Abstraction,"Gibson, Ralph (American photographer, born 1939)",2015 CE,Photography,Archival pigment print,24 x 32 in. ,,United States,AP,Ralph Gibson 2015,,,,2017.003.27,2017,Missy and Scott Tannen (both BA 1999),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,Acquisition information is in file for 2017.003.01,IN COPYRIGHT,https://forum.jstor.org/assets/26760396/representation-view
26760397,2017.004.01.jpg,Untitled from L'Histoire de France,"Gibson, Ralph (American photographer, born 1939)",1991 CE,Photography,Chromogenic print,40 x 30 in.,,United States,1/5,Ralph Gibson 1991,,,,2017.004.01,2017,Kimberly and Jonathan Burkan (MBA '99),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,"Acquisition information is in file 2017.004.01
Edition of 5",IN COPYRIGHT,https://forum.jstor.org/assets/26760397/representation-view
26760398,2017.004.02.jpg,Untitled from L'Histoire de France,"Gibson, Ralph (American photographer, born 1939)",1991 CE,Photography,Chromogenic print,40 x 30 in. ,,United States,1/5,Ralph Gibson 1991,,,,2017.004.02,2017,Kimberly and Jonathan Burkan (MBA '99),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,"Acquisition information is in file 2017.004.01
Edition of 5",IN COPYRIGHT,https://forum.jstor.org/assets/26760398/representation-view
26760399,2017.004.03.jpg,Untitled from L'Histoire de France (Stairs),"Gibson, Ralph (American photographer, born 1939)",1991 CE,Photography,Chromogenic print,40 x 30 in. ,,United States,2/5,Ralph Gibson 1991,,,,2017.004.03,2017,Kimberly and Jonathan Burkan (MBA '99),,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 03 00:00:00 EDT 2018,"Acquisition information is in file 2017.004.01
Edition of 5",IN COPYRIGHT,https://forum.jstor.org/assets/26760399/representation-view
