inventory_number,string
#2002.016,"Chagoya, Enrique (Mexican painter, sculptor, and printmaker, born 1955)"
#2002.017,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.018,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.019,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.020,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.021,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.022,"Delaune, Etienne (French goldsmith, medalist, and draftsman, ca. 1519-1583)"
#2002.023,"Nolde, Emil (German painter and printmaker, 1867-1956)"
#2002.024,"Adams, Ron (American painter and printmaker, born 1934)"
#2002.025,"Drury, Chris (British installation and assemblage artist, born 1948 in Sri Lanka)"
#2002.026,"Rauschenberg, Robert (American painter, sculptor, and photographer, 1925-2008)"
#2002.027,Artist Unknown
#2002.028,Artist Unknown
#2002.029,Artist Unknown
#2002.030,Artist Unknown
#2002.031,Artist Unknown
#2002.032,Artist Unknown
#2002.033,Artist Unknown
#2002.034,Artist Unknown
#2002.035,Artist Unknown
#2002.036a,Artist Unknown
#2002.036b,Artist Unknown
#2002.036c,Artist Unknown
#2002.037,Artist Unknown
#2002.038,Artist Unknown
#2002.039,Artist Unknown
#2002.040,Artist Unknown
#2002.041.001,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2002.041.002,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2002.041.003,"Snelson, Kenneth D. (American sculptor and photographer, born 1927)"
#2002.041,Artist Unknown
#2002.042,"Kunkel, Don (1933-, born New Jersey)"
#2003.001,Multiple Artists
#2003.003a,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003b,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003c,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003d,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003e,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003f,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003g,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003h,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003i,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003j,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003k,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.003l,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2003.004,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004a,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004b,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004c,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004d,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004e,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004f,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004g,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004h,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004i,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004j,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.004k,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2003.005a,"Boyle, Keith (American painter, born 1930)"
#2003.005b,"Conner, Bruce  (1933-2008)"
#2003.005c,"Diebenkorn, Richard (American painter, 1922-1993)"
#2003.005d,"De Forest, Roy Dean (American painter and sculptor, 1930-2007)"
#2003.005e,"Gordin, Sidney (American sculptor, painter, and printmaker, 1918-1996)"
#2003.005f,"Lobdell, Frank (American painter, born 1921)"
#2003.005g,"Melchert, Jim (American sculptor, born 1930)"
#2003.005h,"Neri, Manuel (American sculptor, born 1930)"
#2003.005i,"Ruvolo, Felix  (1912-1992)"
#2003.005j,"Voulkos, Peter (American ceramicist and sculptor, 1924-2002)"
#2003.006,"Schapiro, Miriam (American painter and printmaker, born 1923)"
#2003.008,"Baskin, Leonard (American sculptor and printmaker, 1922-2000)"
#2003.009,"Arms, John Taylor (American printmaker, 1887-1953)"
#2003.010,"Arms, John Taylor (American printmaker, 1887-1953)"
#2003.011,"Arms, John Taylor (American printmaker, 1887-1953)"
#2003.012,"Arms, John Taylor (American printmaker, 1887-1953)"
#2003.013,"Lewis, Martin (American painter, 1881-1962)"
#2003.014,"Wolfe, Meyer (1897-1985, born Kentucky, Louisville, died Nashville, TN)"
#2003.015,"Costigan, John E. (American painter, 1888-1972)"
#2003.016,"Costigan, John E. (American painter, 1888-1972)"
#2003.017,"Watkins, Franklin Chenault (American painter, 1894-1972)"
#2003.018,"Levine, David (American painter, caricaturist, illustrator, 1926-2009)"
#2003.019,"John, Augustus (British painter, 1878-1961)"
#2003.020,"Shannon, Charles Haslewood (English painter and printmaker, 1863-1937)"
#2003.021,"Shannon, Charles Haslewood (English painter and printmaker, 1863-1937)"
#2003.022,"Shannon, Charles Haslewood (English painter and printmaker, 1863-1937)"
#2003.023,"Shannon, Charles Haslewood (English painter and printmaker, 1863-1937)"
#2003.024,"Shannon, Charles Haslewood (English painter and printmaker, 1863-1937)"
#2003.025,"Burlyuk, David (Ukrainian painter and writer, 1882-1967, active in the United States)"
#2003.026,"Burlyuk, David (Ukrainian painter and writer, 1882-1967, active in the United States)"
#2003.027,"Sietens, Guntars (1962-, born Kuldiga, Latvia)"
#2003.028,"Zorn, Anders Leonard (Swedish painter, etcher, and sculptor, 1860-1920)"
#2003.029,"Weber, Paul (German painter, 1823-1916)"
#2003.030,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#2003.031,"Zanetti, Anton Maria, I (Italian printmaker, collector, 1680-1757)"
#2003.032,"Zanetti, Anton Maria, I (Italian printmaker, collector, 1680-1757)"
#2003.033,"John, Augustus (British painter, 1878-1961)"
#2003.034,"Romney, George (English painter, 1734-1802)"
#2003.035,"Bourdelle, Emile-Antoine (French sculptor, 1861-1929)"
#2003.036,"Bosboom, Johannes (Dutch artist, 1817-1891)"
#2003.037,Artist Unknown
#2003.038,"Gheyn, Jacques de, II (Dutch draftsman, painter, and engraver, 1565-1629)"
#2003.039,"Gheyn, Jacques de, II (Dutch draftsman, painter, and engraver, 1565-1629)"
#2003.040,"Busing, Ludolph (German painter, born 1599 or 1602, died 1669)"
#2003.041,"Moreelse, Paulus (Dutch painter, architect, and city planner, 1571-1638)"
#2003.042,"Jackson, John Baptist (English wood engraver and manufacturer, ca. 1701-ca. 1780)"
#2003.043,"Goltzius, Hendrick (Dutch painter and printmaker, 1558-1617)"
#2003.044,"Goltzius, Hendrick (Dutch painter and printmaker, 1558-1617)"
#2003.045,"Goltzius, Hendrick (Dutch painter and printmaker, 1558-1617)"
#2003.046,Guercino (after) (1591-1666)
#2003.048,"Katsukawa Shunshō (Japanese printmaker and painter, 1726-1792)"
#2003.049,"Rowlandson, Thomas (English caricaturist and watercolorist, born 1756 or 1757, died 1827)"
#2003.050,"Rowlandson, Thomas (English caricaturist and watercolorist, born 1756 or 1757, died 1827)"
#2003.051,"Clark, Thomas A.  (1944-, born Greenock, Glasgow, Scotland, UK)"
#2003.052,"Chagoya, Enrique (Mexican painter, sculptor, and printmaker, born 1955)"
#2003.053,"Matz, Jeff (1963-, born Orlando, FL)"
#2003.054,"Elrod, Joel (1967-, born Omaha, NE)"
#2003.055,"Ryan, Jay (1972-, born St. Louis, MO)"
#2003.056,"McCloud, Bryce (1975-, born Nashville, TN)"
#2003.057,"McCloud, Bryce (1975-, born Nashville, TN)"
#2003.058,"McCloud, Bryce (1975-, born Nashville, TN)"
#2003.059,"Matz, Jeff (1963-, born Orlando, FL)"
#2003.060,"Matz, Jeff (1963-, born Orlando, FL)"
#2003.061,"Grzeca, Dan (1968-, born Chicago, IL)"
#2003.062,"Ryan, Jay (1972-, born St. Louis, MO)"
#2003.063,"Matz, Jeff (1963-, born Orlando, FL)"
#2003.064,"Ryan, Jay (1972-, born St. Louis, MO)"
#2003.065,"Butcher, Nick (1980-, born Dyersburg, TN)"
#2003.066,"Butcher, Nick (1980-, born Dyersburg, TN)"
#2003.067,"Butcher, Nick (1980-, born Dyersburg, TN)"
#2003.068,"Butcher, Nick (1980-, born Dyersburg, TN)"
#2003.069,"Butcher, Nick (1980-, born Dyersburg, TN)"
#2003.070,"van Riesen, Wouter (1967-, born Bloemendaal, Holland)"
#2003.071,Artist Unknown
#2003.072,Artist Unknown
#2003.073,"Brethouwer, Harmen (1960-, born Aalten, Netherlands)"
#2004.001,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.002,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.003,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.004,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.005,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.006,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.007,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.008,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.009,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.010,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.011,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.012,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.013,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.014,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.015,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.016,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.017,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.018,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.019,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.020,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.021,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.022,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.023,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.024,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.025,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.026,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.027,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#2004.028,"Rogers, John (American sculptor, 1829-1904)"
#2004.029,"Loutherbourg, Philip James de (French painter and scenographer, 1740-1812, active in Great Britain)"
#2004.030,"Loutherbourg, Philip James de (French painter and scenographer, 1740-1812, active in Great Britain)"
#2004.031,Artist Unknown
#2004.032,Artist Unknown
#2004.033,"Watanabe, Mikio (1954-, born Yokohama, Japan)"
#2004.034,"Nason, Thomas Willoughby (American etcher and woodcutter, 1889-1971)"
#2004.035,"Berger, Paul Eric (American photographer and printmaker, born 1948)"
#2004.036,"Sligh, Clarissa T. (American photographer and mixed-media artist, born 1939)"
#2004.037,"D'Amato, Paul (American photographer, 1956 CE-)"
#2004.038,"Tourlentes, Stephen (1959-, born Galesburg, IL)"
#2004.039,"Bellows, George Wesley (American painter and lithographer, 1882-1925)"
#2004.040,"Richards, Rosalyn (1947-)"
#2004.041,"Richards, Rosalyn (1947-)"
#2004.043,"Namgay, Phurba (1964-, born Chendipji, Tongsa, Bhutan)"
#2004.044,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2004.045,"Hogarth, William (English painter and engraver, 1697-1764)"
#2004.046,"Hogarth, William (English painter and engraver, 1697-1764)"
#2004.047,"Clark, Thomas A. (1944-, born Greenock, Glasgow, Scotland, UK)"
#2004.048,"Clark, Thomas A. (1944-, born Greenock, Glasgow, Scotland, UK)"
#2004.049,"Ackling, Roger (English sculptor and installation artist, born 1947)"
#2004.051,"Long, Richard (English sculptor and conceptual artist, born 1945)"
#2004.053,"Sutton, Trevor (British painter, born 1948)"
#2004.054,"Dalessi, Giovanni (1964-, born Eindhoven, Netherlands)"
#2004.055,October Foundation (35 artists)
#2004.056,October Foundation
#2004.057,Multiple Artists
#2004.058,"Clark, Thomas A.  (1944-, born Greenock, Glasgow, Scotland, UK)"
#2004.059,"Gordon, Douglas (1966-, born Glasgow, Scotland)"
#2004.060,"Waanders, Hans (1951-2001, born Enschede, Netherlands)"
#2004.061,"Weiner, Lawrence (American conceptual artist, born 1940)"
#2004.062,"Barry, Robert (American conceptual artist, born 1936)"
#2004.063,"Finlay, Ian Hamilton (Scottish sculptor, graphic artist, and poet, 1925-2006)"
#2004.064,"Finlay, Ian Hamilton (Scottish sculptor, graphic artist, and poet, 1925-2006)"
#2004.065,"Long, Richard (English sculptor and conceptual artist, born 1945)"
#2004.066,"Long, Richard (English sculptor and conceptual artist, born 1945)"
#2004.068,"Fulton, Hamish (English photographer and conceptual artist, born 1946)"
#2004.069,"Devereux, Richard (1956-, born Lincolnshire, England)"
#2004.070,"Locher, Thomas (German conceptual artist, born 1956)"
#2004.071,"Horn, Roni (American photographer, sculptor, and installation artist, born 1955)"
#2004.072,"Kosuth, Joseph (American conceptual artist, born 1945)"
#2004.073,"Cooper, Thomas (British photographer, born 1946)"
#2004.074,"Clark, Thomas A.  (1944-, born Greenock, Glasgow, Scotland, UK)"
#2004.075a,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075b,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075c,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075d,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075e,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075f,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075g,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.075h,"Foxcroft, Lesley (British sculptor, born 1949)"
#2004.077,"Long, Richard (English sculptor and conceptual artist, born 1945)"
#2004.078,"Long, Richard (English sculptor and conceptual artist, born 1945)"
#2004.079,"McCabe, David (1940-, born Leicester, England)"
#2004.080,"Genter, Karen"
#2004.081,"Smith, Kiki (American sculptor and printmaker, born 1954)"
#2004.082,"Verbeek, Kees (1961-, born Son, Netherlands)"
#2004.083,October Foundation
#2004.084a,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.084b,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.085a,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.085b,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.086a,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.086b,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.087a,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.087b,"Craig-Martin, Michael (Irish painter, born 1941, active in England)"
#2004.088a,"Holbein Inc., HK"
#2004.088b,"Holbein Inc., HK"
#2004.088c,"Holbein Inc., HK"
#2004.088d,"Holbein Inc., HK"
#2004.089,Artist Unknown
#2004.090,Artist Unknown
#2004.091,Artist Unknown
#2004.092,"Killaars, Fransje (Dutch artist, born 1959)"
#2004.093,"Baumgartner, Christiane (1967-, born Leipzig, Germany)"
#2004.093b,"Baumgartner, Christiane (1967-, born Leipzig, Germany)"
#2005.001a,"Johnson, Lester F. (American painter, 1919-2010)"
#2005.001b,"Neel, Alice (American painter, printmaker, and sculptor, 1900-1984)"
#2005.001c,"Bearden, Romare Howard (American painter and printmaker, 1911-1988)"
#2005.001d,"Pearson, Henry (American painter, 1914-2006)"
#2005.001e,"Sutton, Sharon"
#2005.001f,"Barnet, Will (American painter and printmaker, 1911-2012)"
#2005.002,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.003,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.004,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.005,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.006,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.007,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.008,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.009,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.010,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.011,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.012,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.013,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.014,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.015,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.016,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.017,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.018,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.019,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.020,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.021,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.022,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.023,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.024,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.025,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.026,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.027,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.028,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.029,"McCloud, Bryce (1975-, born Nashville, TN)"
#2005.030a,"Lavadour, James (Native American painter, born 1951)"
#2005.030b,"Lavadour, James (Native American painter, born 1951)"
#2005.030c,"Lavadour, James (Native American painter, born 1951)"
#2005.031a,"Hatoum, Mona (Palestinian sculptor, video artist,  and performance artist, born 1952, active in England)"
#2005.031b,"Hatoum, Mona (Palestinian sculptor, video artist,  and performance artist, born 1952, active in England)"
#2005.031c,"Hatoum, Mona (Palestinian sculptor, video artist,  and performance artist, born 1952, active in England)"
#2005.031d,"Hatoum, Mona (Palestinian sculptor, video artist,  and performance artist, born 1952, active in England)"
