accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1992.329,Q102970933,Scene #11 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756645/representation-view,artist died before copyright cutoff
1992.321,Q102970954,Scene #3 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,10.5,,,,,https://forum.jstor.org/assets/26756637/representation-view,artist died before copyright cutoff
1992.322,Q102970971,Scene #4 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.5,,,,,https://forum.jstor.org/assets/26756638/representation-view,artist died before copyright cutoff
1992.323,Q102970978,Scene #5 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.5,,,,,https://forum.jstor.org/assets/26756639/representation-view,artist died before copyright cutoff
1992.324,Q102970990,Scene #6 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.5,,,,,https://forum.jstor.org/assets/26756640/representation-view,artist died before copyright cutoff
1992.325,Q102971008,Scene #7 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.5,,,,,https://forum.jstor.org/assets/26756641/representation-view,artist died before copyright cutoff
1992.326,Q102971027,Scene #8 from The Lives of the Loyal Retainers (Chushingura),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756642/representation-view,artist died before copyright cutoff
1988.045,Q103305521,Mother and Child Under Mosquito Netting,print by Ikeda Eisen,Q3046492,Q11060274,,,,7.5,5,,,,,https://forum.jstor.org/assets/26756107/representation-view,artist died before copyright cutoff
1992.319,Q106568675,Scene #1 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756635/representation-view,artist died before copyright cutoff
1992.328,Q106568676,Scene #10 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756644/representation-view,artist died before copyright cutoff
1992.320,Q106568679,Scene #2 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756636/representation-view,artist died before copyright cutoff
1992.327,Q106568682,Scene #9 from The Lives of the Loyal Retainers (Chushingura ),print by Ikeda Eisen,Q3046492,Q11060274,,,,9.5,15.25,,,,,https://forum.jstor.org/assets/26756643/representation-view,artist died before copyright cutoff
1995.043,Q103310785,Two Women Playing Musical Instruments Under a Willow Tree (reproduction),print by Isoda Koryūsai,Q3155497,Q11060274,,,,26.25,5.75,,,,,https://forum.jstor.org/assets/26757637/representation-view,artist died before copyright cutoff
1980.016,Q104017123,Petites Miseres de la Vie Humaine,print by J. J. Grandville,Q744442,Q11060274,,,,9.25,5.5,,,,,https://forum.jstor.org/assets/26755443/representation-view,artist died before copyright cutoff
1989.030,Q103312347,"Willem de Derde, Prins van Oranje Stadhouder, Kapitein en Admiraal-General enz",print by Jacobus Houbraken,Q1375551,Q11060274,,,,7.5,4.75,,,,,https://forum.jstor.org/assets/26756238/representation-view,artist died before copyright cutoff
2007.028,Q102976041,Untitled (Falconry),print by Jan van der Straet,Q143595,Q11060274,,,,7.5,9.5,,,,,https://forum.jstor.org/assets/26759182/representation-view,artist died before copyright cutoff
2007.029,Q102976116,Untitled (Snaring birds),print by Jan van der Straet,Q143595,Q11060274,,,,8.25,11,,,,,https://forum.jstor.org/assets/26759183/representation-view,artist died before copyright cutoff
1989.020,Q102975284,Tombeau de Marbre Blanc dans l'Isle de Siphanto (Tomb of White Marble on the Island of Siphanto),print by Jean-Baptiste Hilair,Q21993978,Q11060274,,,,6,8.75,,,,,https://forum.jstor.org/assets/26756228/representation-view,artist died before copyright cutoff
2007.035,Q103296127,"""For the Mighty One has done great things for me: and holy is his name"", Luke 1:49, after Guidi Reni",print by Johann Jakob Frey I,Q1679017,Q11060274,,,,19.5,13,,,,,https://forum.jstor.org/assets/26759189/representation-view,artist died before copyright cutoff
2007.036,Q103301883,"Judith holding the head of Holophernes, after Dominiekîn",print by Johann Jakob Frey I,Q1679017,Q11060274,,,,15.25,12.25,,,,,https://forum.jstor.org/assets/26759190/representation-view,artist died before copyright cutoff
2007.019,Q103307779,S. Matthias (St. Matthew),print by Johann Lorenz Haid,Q22669889,Q11060274,,,,15.25,10.75,,,,,https://forum.jstor.org/assets/26759173/representation-view,artist died before copyright cutoff
2007.007,Q103308827,"St. John preaching in the wilderness, after Salvator Rosa",print by Joseph Goupy,Q13489389,Q11060274,,,,18.25,12.75,,,,,https://forum.jstor.org/assets/26559596/representation-view,artist died before copyright cutoff
2007.057,Q103312213,Water Plants (Plates d'eau),print by Jules Coignet,Q347455,Q11060274,,,,20,14.5,,,,,https://forum.jstor.org/assets/26759214/representation-view,artist died before copyright cutoff
1965.026,Q102974187,The Ferry Boat,print by Jules Jacques Veyrassat,Q3188680,Q11060274,,,,4.5,9,,,,,https://forum.jstor.org/assets/26753506/representation-view,artist died before copyright cutoff
1988.088,Q103298374,Chesnut,print by Katsukawa Shunkō,Q3075055,Q11060274,,,,10.75,9.5,,,,,https://forum.jstor.org/assets/26756149/representation-view,artist died before copyright cutoff
1980.005,Q103301469,Illustration from Ise Monogatari,print by Katsukawa Shunshō,Q1358636,Q11060274,,,,10.25,6.75,,,,,https://forum.jstor.org/assets/26755432/representation-view,artist died before copyright cutoff
1992.403,Q103312181,Warriors in Various Activities,print by Katsushika Hokusai,Q5586,Q11060274,,,,13.75,9.5,,,,,https://forum.jstor.org/assets/26756720/representation-view,artist died before copyright cutoff
1992.273,Q103310382,Three Women from a Famous Story (reproduction),print by Kubo Shumman,Q3200184,Q11060274,,,,14.5,9.75,,,,,https://forum.jstor.org/assets/26756589/representation-view,artist died before copyright cutoff
1992.405,Q103307143,"Portrait of the Kabuki Actor, Seigawa Kikunojo, in the Role of a Courtesan",print by Kuniyasu,Q11545119,Q11060274,,,,15.25,10.5,,,,,https://forum.jstor.org/assets/26756722/representation-view,artist died before copyright cutoff
1971.063,Q102970243,Rebecca (after Veronese),print by Louis Jacob,Q19569548,Q11060274,,,,12.5,14.5,,,,,https://forum.jstor.org/assets/26753758/representation-view,artist died before copyright cutoff
2007.042,Q102974116,The City of Pola,print by Marco Sebastiano Giampiccoli,Q21208132,Q11060274,,,,9.25,12.5,,,,,https://forum.jstor.org/assets/26759198/representation-view,artist died before copyright cutoff
2007.048,Q105092126,"St. Joseph holding the infant Jesus, after Joseph Angeli",print by Matthew Oesterreich,Q23000682,Q11060274,,,,15.5,11.5,,,,,https://forum.jstor.org/assets/26759204/representation-view,artist died before copyright cutoff
2007.025,Q103299472,"Ecce Homo, after Peter Paul Rubens",print by Nicolaes Lauwers,Q2527625,Q11060274,,,,26,18,,,,,https://forum.jstor.org/assets/26759179/representation-view,artist died before copyright cutoff
1988.004,Q102964515,"Dites Donc, S'il Plaît (Now, Please Recite), after Honoré Fragonard",print by Nicolas Delaunay,Q19629062,Q11060274,,,,6.5,8,,,,,https://forum.jstor.org/assets/26756059/representation-view,artist died before copyright cutoff
1988.005,Q102967100,"L'Education Fait Tout (Education is the Key to All Success), after Honoré Fragonard",print by Nicolas Delaunay,Q19629062,Q11060274,,,,6.5,8,,,,,https://forum.jstor.org/assets/26756060/representation-view,artist died before copyright cutoff
2007.009,Q102966303,In Confinement (after the painting by Marten de Vos),print by Philip Galle,Q1379395,Q11060274,,,,8,9.25,,,,,https://forum.jstor.org/assets/26759163/representation-view,artist died before copyright cutoff
1985.017,Q103307038,"Portrait of Jean Delpech, Chevalier Marquis de Mereville (see Notes)",print by Pierre Drevet,Q5624550,Q11060274,,,,22,16.25,,,,,https://forum.jstor.org/assets/26755811/representation-view,artist died before copyright cutoff
2007.051,Q102968807,"Mystic Marriage of St. Katherine, after Titian",print by Pieter de Jode,Q724760,Q11060274,,,,7,7.5,,,,,https://forum.jstor.org/assets/26759207/representation-view,artist died before copyright cutoff
2007.016,Q103301896,"Jupiter coaxes his wife, Juno into the marriage bed (after Caracci, Annibale)",print by Pietro Antonio Leone Bettelini,Q3388088,Q11060274,,,,15,10.75,,,,,https://forum.jstor.org/assets/26759170/representation-view,artist died before copyright cutoff
2007.045,Q106567735,Untitled (View of the column erected by the Roman Senate in honor of the Emperor Trajan on which are represented his Dacian battles),print by Pietro Ruga,Q7193032,Q11060274,,,,12,13.25,,,,,https://forum.jstor.org/assets/26759201/representation-view,artist died before copyright cutoff
2007.047,Q103308834,"St. John the Baptist Preaching, after Pietro Francesco Mola",print by Pietro Sante Bartoli,Q1106798,Q11060274,,,,16.75,9.75,,,,,https://forum.jstor.org/assets/26759203/representation-view,artist died before copyright cutoff
2007.041c,Q102976687,"Vestera, after Baern",print by Rafael Sadeler,Q19569785,Q11060274,,,,6.75,8.5,,,,,https://forum.jstor.org/assets/26759197/representation-view,artist died before copyright cutoff
1989.031,Q102966105,Het Hoog-En Lager-Huys van Engelandt,print by Romeyn de Hooghe,Q278068,Q11060274,,,,17,22.75,,,,,https://forum.jstor.org/assets/26756239/representation-view,artist died before copyright cutoff
1992.262,Q103307527,Reproduction of a Portrait of a Sumo Wrestler,print by Tōshūsai Sharaku,Q361174,Q11060274,,,,15.25,10.25,,,,,https://forum.jstor.org/assets/26756578/representation-view,artist died before copyright cutoff
1992.263,Q104032285,Reproduction of Five Sumo Wrestlers,print by Tōshūsai Sharaku 1992.263,Q361174,Q11060274,,,,15.25,10.25,,,,,https://forum.jstor.org/assets/26756579/representation-view,artist died before copyright cutoff
1992.264,Q104032286,Reproduction of Five Sumo Wrestlers,print by Tōshūsai Sharaku 1992.264,Q361174,Q11060274,,,,15.25,10.25,,,,,https://forum.jstor.org/assets/26756580/representation-view,artist died before copyright cutoff
1988.029,Q103301901,Kabuki actor (one of three prints forming a triptych),print by Toyokuni II,Q3074993,Q11060274,,,,15,10,,,,,https://forum.jstor.org/assets/26756084/representation-view,artist died before copyright cutoff
1992.102,Q102975180,"Title Page and Illustration from a Book by Tamenaga, Shunsui, Chapter 23",print by Utagawa Kunisada,Q467427,Q11060274,,,,6.75,8.75,,,,,https://forum.jstor.org/assets/26756417/representation-view,artist died before copyright cutoff
1992.105,Q102975186,Title Page and Illustration from a Book Entitled Atsugesho mannen Shimada,print by Utagawa Kunisada,Q467427,Q11060274,,,,6.75,8.75,,,,,https://forum.jstor.org/assets/26756420/representation-view,artist died before copyright cutoff
1996.005,Q103301910,Kabuki actor as a geisha playing a stringed instrument,print by Utagawa Kunisada,Q467427,Q11060274,,,,14,9.75,,,,,https://forum.jstor.org/assets/26757690/representation-view,artist died before copyright cutoff
1992.257,Q103310424,"Title Page of a Book Entitled Shimpen Kinbeibai, by Kyokutei, Bakin",print by Utagawa Kunisada,Q467427,Q11060274,,,,7.25,4.75,,,,,https://forum.jstor.org/assets/26756573/representation-view,artist died before copyright cutoff
1992.104,Q104032662,"Title Page and Illustration from a Book Entitled Shira nui (White Embroidery), by Shuen, Chapter 19",print by Utagawa Kunisada 1992.104,Q467427,Q11060274,,,,6.75,9.25,,,,,https://forum.jstor.org/assets/26756419/representation-view,artist died before copyright cutoff
1992.106,Q104032667,"Title Page and Illustration from a Book Entitled Shira nui (White Embroidery), by Shuen, Chapter 19",print by Utagawa Kunisada 1992.106,Q467427,Q11060274,,,,7,9.25,,,,,https://forum.jstor.org/assets/26756421/representation-view,artist died before copyright cutoff
1992.101,Q102975173,"Title Page and Illustration from a Book by Kyokutei, Bakin, Chapter 24",print by Utagawa Kuniyoshi,Q317736,Q11060274,,,,7.25,9.5,,,,,https://forum.jstor.org/assets/26756416/representation-view,artist died before copyright cutoff
1992.103,Q102975195,"Title Page and Illustration from an Novel by Kyokutei, Bakin, Chap. 24",print by Utagawa Kuniyoshi,Q317736,Q11060274,,,,7.25,9.5,,,,,https://forum.jstor.org/assets/26756418/representation-view,artist died before copyright cutoff
1992.317,Q102970925,Scene #10 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.5,15,,,,,https://forum.jstor.org/assets/26756633/representation-view,artist died before copyright cutoff
1992.318,Q102970941,Scene #11 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.75,15,,,,,https://forum.jstor.org/assets/26756634/representation-view,artist died before copyright cutoff
1992.310,Q102970948,Scene #2 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.75,15,,,,,https://forum.jstor.org/assets/26756626/representation-view,artist died before copyright cutoff
1992.311,Q102970960,Scene #3 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.5,14.75,,,,,https://forum.jstor.org/assets/26756627/representation-view,artist died before copyright cutoff
1992.312,Q102970984,Scene #5 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.75,15,,,,,https://forum.jstor.org/assets/26756628/representation-view,artist died before copyright cutoff
1992.313,Q102970998,Scene #6 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.75,15.25,,,,,https://forum.jstor.org/assets/26756629/representation-view,artist died before copyright cutoff
1992.314,Q102971015,Scene #7 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.5,14.75,,,,,https://forum.jstor.org/assets/26756630/representation-view,artist died before copyright cutoff
1992.315,Q102971033,Scene #8 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.5,15,,,,,https://forum.jstor.org/assets/26756631/representation-view,artist died before copyright cutoff
1992.316,Q102971046,Scene #9 from The Lives of the Loyal Retainers (Chushingura),print by Utagawa Toyokuni,Q950316,Q11060274,,,,9.5,14.75,,,,,https://forum.jstor.org/assets/26756632/representation-view,artist died before copyright cutoff
2007.046,Q102976632,"Veduta di Porta Sanguinaria in Ferentino, after Marianna Candidi Dionigi",print by Wilhelm Friedrich Gmelin,Q98424,Q11060274,,,,8.75,12,,,,,https://forum.jstor.org/assets/26759202/representation-view,artist died before copyright cutoff
1956.003,Q103297456,Bishop Hacket,print by William Faithorne the elder,Q8008915,Q11060274,,,,11.75,7.5,,,,,https://forum.jstor.org/assets/26753366/representation-view,artist died before copyright cutoff
1969.035,Q103305946,Noon,print by William Hogarth,Q171344,Q11060274,,,,17.75,15.25,,,,,https://forum.jstor.org/assets/26753582/representation-view,artist died before copyright cutoff
1993.002,Q103309592,The Bronco Buster (reproduction),sculpture by Frederic Remington,Q560787,Q860861,,,,25,21,8,,,,https://forum.jstor.org/assets/26756869/representation-view,artist died before copyright cutoff
1992.337a,Q106582790,One of a Pair of Carved Oval Wooden Picture Frames,work of art by William Gibbs Rogers 1992.337a,Q18811399,Q838948,,,,,,,30,,,https://forum.jstor.org/assets/26756653/representation-view,artist died before copyright cutoff
1992.337b,Q106582791,One of a Pair of Carved Oval Wooden Picture Frames,work of art by William Gibbs Rogers 1992.337b,Q18811399,Q838948,,,,,,,30,,,https://forum.jstor.org/assets/26756654/representation-view,artist died before copyright cutoff
1979.0126,Q102976755,"View of the Railway across Chat Moss, plate 5",image by Thomas Talbot Bury,Q75972276,Q478798,,,,11.25,13.25,,,,,https://forum.jstor.org/assets/26754337/representation-view,artist was born before 1800
1992.140,Q103308148,Seated Woman with a Fan in an Interior,print by Hokushu,Q3074677,Q11060274,,,,14.5,9.75,,,,,https://forum.jstor.org/assets/26756455/representation-view,artist was born before 1800
1979.0381P,Q103302249,"L'Epave [11] (The Derelict [or wreck]), from Les Hommes Abandonnés (The Abandoned Men) by Georges Duhamel",print by Maurice de Vlaminck,Q241098,Q11060274,1927-01-01T00:00:00Z,,,8.5,6.5,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754593/representation-view,assessed to be out of copyright
