orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0001-7656-5209,Rishabh,Gupta,,,"Department of Orthopedic Surgery (Spine Clinic), Department of Neurosurgery","Dr. Kristin Archer's Lab, Vanderbilt University Medical Center"
0000-0003-4094-6995,Christian,de Caestecker,2015-10-01,2017-08-15,Medicine - Division of Nephrology,Vanderbilt University Medical Center
0000-0003-4094-6995,Christian,de Caestecker,2013-05-15,2013-08-15,Pediatric Neurology,Vanderbilt University Medical Center
0000-0003-4094-6995,Christian,de Caestecker,2012-05-15,2012-08-15,Pediatric Surgery,Vanderbilt University Medical Center
0000-0003-4094-6995,Christian,de Caestecker,2010-05-15,2011-12-30,Pediatric Surgery,Vanderbilt University Medical Center
0000-0003-4094-6995,Christian,de Caestecker,2009-05-15,2009-08-15,Pediatric Surgery,Vanderbilt University Medical Center
0000-0003-4094-6995,Christian,de Caestecker,2008-05-15,2008-08-10,Pediatric Surgery,Vanderbilt University Medical Center
0000-0003-2492-8113,Mehmed,Ozkan,1986-08-30,1991-12,Electrical Engineering,Vanderbilt University
0000-0003-2492-8113,Mehmed,Ozkan,1989,1991,Neurological Surgeries Department,Vanderbilt University Medical Center
0000-0001-9606-7370,Sarah,Short,2019-06-01,,Medicine/GI Division,Vanderbilt University Medical Center
0000-0001-9606-7370,Sarah,Short,2015-06,2019-05-31,"Medicine, Division of Gastroenterology",Vanderbilt University Medical Center
0000-0001-9606-7370,Sarah,Short,2006-05,2008-08,Cancer Biology,Vanderbilt University Medical Center
0000-0003-2066-8692,Bryan,Steitz,2020-08,,Department of Biomedical Informatics,Vanderbilt University Medical Center
0000-0003-1877-3725,William,Pace,2018-01-10,2019-12-10,"Department of Endocrinology, Metabolism, and Diabetes",Vanderbilt University Medical Center
0000-0003-0550-7006,Ava,Wilson,2018-05,2018-08,,Vanderbilt University Medical Center
0000-0002-9241-2293,Juanita,Prieto-Garcia,2016-08-20,,Institute for Global Health ,Vanderbilt University Medical Center
0000-0002-5945-5830,Rafal,Sobota,2008-05-20,2017-05-15,MSTP,Vanderbilt University
0000-0001-9535-7018,Jennifer K.,Doersam,2020-10,,Planning and Institutional Effectiveness,Vanderbilt University
0000-0001-9535-7018,Jennifer K.,Doersam,2010,2020-10,CRDS,Vanderbilt University School of Nursing
0000-0001-9535-7018,Jennifer K.,Doersam,2001,2004,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0001-9535-7018,Jennifer K.,Doersam,1999,2001,Microbiology and Immunology,Vanderbilt University School of Medicine
0000-0002-7245-2706,Elizabeth,Rose,2015-07-01,,,Vanderbilt University Vanderbilt Institute for Global Health
0000-0001-7427-1768,Zhanwen,Chen,2020-07,,Vanderbilt Institute for Clinical and Translational Research,Vanderbilt University Medical Center
0000-0001-8447-8113,Raphael ,Hunt,,,Allergy/Pulmonary & CCM,Vanderbilt University Medical Center
0000-0002-9357-485X,Allison,Norlander,2017-06,,"Allergy, Pulmonary and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-9357-485X,Allison,Norlander,2012-08,2017-05,Molecular Physiology and Biophysics,Vanderbilt University
0000-0002-0565-4308,Kendall,Burdick,2018-07,2019-05,Undiagnosed Diseases Network,Vanderbilt University Medical Center
0000-0003-2159-201X,Simone,Obara,2010-09,2014-05,Ophthalmology,Vanderbilt University Medical Center
0000-0002-6959-5079,David,Morgan,,,Medicine/Hematology-Oncology,Vanderbilt University Medical Center
0000-0001-6498-4211,Alyssa,Merkel,,,Clinical Pharmacology,Vanderbilt University Medical Center
0000-0003-3791-9339,Brian,Shonesy,2018-02,2018-08,Molecular Physiology and Biophysics,Vanderbilt University
0000-0003-3791-9339,Brian,Shonesy,2015-07,2018-02,Molecular Physiology and Biophysics ,Vanderbilt University
0000-0003-3791-9339,Brian,Shonesy,2009,2015,Molecular Physiology and Biophysics ,Vanderbilt University Medical Center
0000-0002-8468-3704,Jessica,Van Meter,,,LifeFlight,Vanderbilt University Medical Center
0000-0003-2505-3734,Brent,Dunworth,2015-08-23,,Anesthesiology,Vanderbilt University Medical Center
0000-0001-7998-9795,Jacob,Byl,2017,,,Vanderbilt University
0000-0002-9700-8011,William,Spencer,2004-01-15,2005-07-31,Cell & Developmental Biology ,Vanderbilt University
0000-0002-3205-1908,Rachel,Askew,2019-08,,Teaching and Learning,Vanderbilt University 
0000-0002-5203-5606,Ali,Manouchehri,2019-09-01,,"Cardiovascular Medicine, Clinical Pharmacology",Vanderbilt University Medical Center
0000-0002-5203-5606,Ali,Manouchehri,2017-04,2019-06-30,Medicine- Cardiovascular division- CardioOncology program,Vanderbilt University Medical Center
0000-0001-8231-3956,Cassandra,Oliver,2016-10-01,2017-09-01,Department of Health Policy,Vanderbilt University
0000-0002-7671-1912,Kyle,Brown,2010-04-01,,Medicine,Vanderbilt University Medical Center
0000-0003-1114-1426,Alison,Ashbrook,2015-09-01,2016-05-01,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0003-1106-2445,Brock,Preheim,2018-04-25,2018-08-03,Division of Hematology Oncology,ScribeAmerica Vanderbilt University Medical Center
0000-0003-1106-2445,Brock,Preheim,2015-06-15,2018-08-03,Division of Clinical Pharmacology,Vanderbilt University Medical Center
0000-0002-8954-8202,John,Graves,,,Health Policy,"School of Medicine, Vanderbilt University"
0000-0002-8954-8202,John,Graves,,,Health Policy,Vanderbilt University Medical Center
0000-0002-8954-8202,John,Graves,,,Health Policy,Vanderbilt University
0000-0003-3401-4737,Rajnish,Gupta,2016,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-3401-4737,Rajnish,Gupta,2006,2016,Anesthesiology,Vanderbilt University Medical Center
0000-0002-0131-6176,Joseph,DeCorte,2020,2027,,Vanderbilt University Medical Center
0000-0003-0709-6896,David,Owens,1998-07-01,,Management,Vanderbilt University
0000-0002-1093-5518,Joseph,Reardon,2016-07-01,2018-06-30,Emergency Medicine,Vanderbilt University Medical Center
0000-0003-4504-6232,Kelly,Harper,,,Neurology,Vanderbilt University Medical Center 
0000-0002-3639-8546,Mingfang,Ao,2008-07-01,,,Vanderbilt University Medical Center
0000-0002-2920-1848,Shichun,Bao,2002-07,,Medicine/Endocrinology,Vanderbilt University Medical Center
0000-0002-9077-7766,lide,han,2017-08-09,,Medicine,Vanderbilt University Medical Center
0000-0002-7029-6922,Mark,Rice,2015-05-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-8314-5066,Lindsey,Wheeler,2014-03,,Department of Hearing And Speech,Vanderbilt University Medical Center
0000-0002-8018-5505,Oluchi,Randolph,2017-01,,Sociology,Vanderbilt University
0000-0001-6076-6321,Rebecca,Abel,,,"Allergy, Pulmonary, and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-8979-3128,Michael,Feldman,,,Neurosurgery,Vanderbilt University Medical Center
0000-0002-4556-7049,Sara,Nunnery,2019-07-01,,"Medicine, Division of Hematology/Oncology",Vanderbilt University Medical Center
0000-0002-9246-777X,Warren,Sandberg,2010-04-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-3693-1459,Brett,Byram,2013-08-16,,Biomedical Engineering,Vanderbilt University
0000-0002-7996-3947,Kelly,Birdwell,2005-07-01,,Medicine,Vanderbilt University Medical Center
0000-0003-4947-3063,Pingsheng,Wu,,,Medicine,Vanderbilt University Medical Center
0000-0003-4835-9357,W. James,Booth,1996-08-01,,"Political Science, Philosophy",Vanderbilt University
0000-0001-9052-3558,Amy,Perkins,,,Biostatistics,Vanderbilt University Medical Center
0000-0002-4318-0908,Tracy,Sharpley-Whiting,2004,,African American and Diaspora Studies & French and Italian,Vanderbilt University
0000-0003-3686-1227,Matthew,Scholz,2015-10-15,,VANTAGE,Vanderbilt University Medical Center
0000-0001-6918-2605,Adam,Kingeter,,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-0528-4896,Hernan,Correa,2006-07-01,,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0002-4230-4454,Sharon,Phillips,2007-11-07,,Biostatistics,Vanderbilt University Medical Center
0000-0003-1392-6809,Matthew,Wallace,,,,Vanderbilt University Medical Center
0000-0002-1744-2011,Paul,Harris,1999-12-01,,Biomedical Informatics,Vanderbilt University Medical Center
0000-0001-9708-5618,Amos,Song,,,Physical Medicine and Rehabilitation,Vanderbilt University Medical Center
0000-0002-3695-4047,Ashley,Dodd,2015-06-15,,Orthopaedic Trauma,Vanderbilt University Medical Center
0000-0001-7626-2435,Elizabeth,Davis,,,,Vanderbilt University Medical Center
0000-0002-4732-4761,Sadık Taşkın,Taş,2018-09-15,,Department of Pharmacology,Vanderbilt University
0000-0002-6977-5782,Daniel,Gervais,2008-07-01,,Law,Vanderbilt University Law School
0000-0001-8931-8362,Aliy,Gifford,2016-08-29,2018-08-31,Biomedical Informatics,Vanderbilt University Medical Center
0000-0002-7382-3003,Senta,Greene,1994,,Physics and Astronomy,Vanderbilt University
0000-0002-7744-5548,Chan,Chung,,,,Vanderbilt University Medical Center
0000-0001-6412-5441,Joseph,Aulino,,,,Vanderbilt University Medical Center
0000-0002-9066-2360,Elias,Haddad,,,Vanderbilt Heart and Vascular Institute,Vanderbilt University Medical Center
0000-0002-9181-5605,Kit-Yi,Yam,2017-11-01,,Molecular Physiology and Biophysics,Vanderbilt University Medical Center
0000-0002-6604-364X,Donald,Brown,2004-01-01,,,Vanderbilt University Medical Center
0000-0003-3536-7075,Qinghua,Kou,2001-06,,,Vanderbilt University Medical Center
0000-0001-8748-3858,Sarah,Diehl,2016-08-15,,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0003-2282-7386,Dianxin,Liu,2018-02-19,,Division of Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0001-8997-4028,patricia,netherly,,,,Vanderbilt University
0000-0001-8997-4028,patricia,netherly,,,,Vanderbilt University
0000-0001-8997-4028,patricia,netherly,2013-08-15,,Anthropology,Vanderbilt University
0000-0001-8089-2827,James,Jackson,2001-07-01,,Medicine,Vanderbilt University
0000-0003-3631-5541,Michelle,Schall,2009-01-05,,Psychology,Vanderbilt University
0000-0003-1300-3991,Marilyn,Friedman,2009-07-01,2015-06-30,Philosophy,Vanderbilt University
0000-0002-1255-4161,Co,Quach,2019-05-01,,Chemical and Biomolecular Engineering ,Vanderbilt University
0000-0002-1255-4161,Co,Quach,2018-08-12,2019-04-22,Chemical and Biomolecular Engineering ,Vanderbilt University
0000-0002-8606-6902,Robert,Barsky,2003,,French and Italian; Law,Vanderbilt University
0000-0001-9264-0897,James,Hazel,2017-05-17,,,Vanderbilt University Medical Center
0000-0003-2443-2273,Sara,Tomasek,,,Clinical Pharmacology/Genetics,Vanderbilt University Medical Center
0000-0003-1795-6773,Ashwini,Yenamandra,2007-07-01,,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0002-0110-4392,Teresa,Dugger,1989-05-01,,Medicine   Division of Hematology/Oncology,Vanderbilt University Medical Center
0000-0002-5664-1945,My-Linh,Ngo,,,,Vanderbilt University Medical Center
0000-0003-1846-3903,Heather,Kroh,,,,Vanderbilt University Medical Center
0000-0001-8361-9519,RBob,Dwyer,2015-07-01,,,Vanderbilt University Medical Center
0000-0002-1845-7047,Jon,Ebert,,,,Vanderbilt University Medical Center
0000-0001-7807-7241,Stephen,Yeargin,2017-01-07,,VICTR,Vanderbilt University Medical Center
0000-0003-1122-4782,Paula,Watson,,,pulmonary/critical care/sleep,Vanderbilt University Medical Center
0000-0002-5958-6291,Thomas,Donnelly,2019-06,,Energy Balance Lab,Vanderbilt University Medical Center
0000-0001-7855-0414,Evan,Dalton,,,Pediatrics,Vanderbilt University Medical Center
0000-0002-3661-662X,Stephen,Deppen,1998,,Thoracic Surgery and Epidemiology,Vanderbilt University Medical Center
0000-0002-1389-8580,Pratik,Pandharipande,2000-07-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-4602-5700,saed,shawar,,,Nephrology Department ,Vanderbilt University Medical Center
0000-0003-4731-4253,Sayan,Paria,2014-09-16,,Ophthalmology and Visual Sciences,Vanderbilt University Medical Center
0000-0003-4731-4253,Sayan,Paria,2014-05-30,2014-08-01,Nephrology and Matrix Biology,Vanderbilt University Medical Center
0000-0003-4731-4253,Sayan,Paria,2013-05-28,2013-08-07,Nephrology and Matrix Biology,Vanderbilt University Medical Center
0000-0001-7948-7939,Hannah,Gluck,2013-01,,Cardiovascular ICU,Vanderbilt University Medical Center
0000-0002-4423-797X,Melissa,McPheeters,2019-07-01,,Health Policy,Vanderbilt University Medical Center
0000-0002-2217-0217,Shelley,Atkinson,,,Office of Advanced Practice,Vanderbilt University Medical Center
0000-0001-7592-5153,Joan,King,,,,Vanderbilt University Medical Center
0000-0002-5911-231X,Lindsay,Meyers,2005-06-08,,School of Medicine,Vanderbilt University
0000-0003-2911-4338,Charlene,Finney,1989-09,,Nephrology,Vanderbilt University Medical Center
0000-0002-3370-3277,David,Stevenson,2013-08-01,,Health Policy,Vanderbilt University Medical Center
0000-0001-5394-8071,Mary,Barber,2016-01-06,,Cardiovascular Medicine,Vanderbilt University
0000-0002-2131-0257,Richard James Addison,McGregor,2003-09-01,,Religious Studies,Vanderbilt University
0000-0002-3758-5992,Bryan,Shepherd,,,,Vanderbilt University Medical Center
0000-0003-2853-682X,Eniko,Ladanyi,2019-02-01,,Department of Otolaryngology,Vanderbilt University Medical Center
0000-0001-6900-3304,Zackary,Zimmers,2017-08-01,,Biomedical Engineering,Vanderbilt University
0000-0003-4447-7233,Sari,Acra,2001-12-21,,Pediatrics,Vanderbilt University Medical Center
0000-0002-5519-8662,SCOTT,SMITH,2006,,Medicine,Vanderbilt University Medical Center
0000-0003-1506-7972,Andrew,Sochacki,,,Department of Internal Medicine - Division of Hematology/Oncology,Vanderbilt University Medical Center
0000-0002-8894-4203,Celia,Walker,,,Jean and Alexander Heard Library,Vanderbilt University
0000-0001-8963-0460,Joseph,Conrad,2013-01-01,,Chemistry,Vanderbilt University
0000-0003-1712-9217,Katelyn,Poole,2019-10-01,,,Vanderbilt University Medical Center
0000-0002-6474-6608,Alistair James Reid,Finlayson,2001-02-01,,Psychiatry and Behavioral Sciences,Vanderbilt University Medical Center
0000-0002-6132-6085,Chang,Yu,,,Biostatistics,Vanderbilt University Medical Center
0000-0002-1074-4658,Erin,Cooke,2020-09-01,,Radiology,Vanderbilt University Medical Center
0000-0002-8740-853X,Anna,Castillo,2017-08-15,,Spanish and Portuguese,Vanderbilt University
0000-0002-0819-962X,Kimberly,Petrie,2009-09-01,,Medical Education and Administration,Vanderbilt University
0000-0002-1445-7760,Lynn,Ramey,2001-07-01,,French and Italian,Vanderbilt University
0000-0003-2337-5545,Anupam,Kumar,,,,Vanderbilt University Medical Center
0000-0001-6771-7397,Cody,Chastain,2012-06,,Medicine,Vanderbilt University Medical Center
0000-0002-8993-3186,Edmond,Kabagambe,,,Medicine,Vanderbilt University Medical Center
0000-0002-4153-0601,seunghyi,kook,2004,,Pediatrics/Neonatology,Vanderbilt University Medical Center
0000-0002-1821-3544,Robert,Greevy,2004-08-01,,Biostatistics,Vanderbilt University Medical Center
0000-0003-2949-6073,Benjamin,Frischhertz,,,,Vanderbilt University Medical Center
0000-0001-5841-2575,Vivian,Kawai,2015-09-01,,Medicine,Vanderbilt University Medical Center
0000-0003-2242-0623,Rochelle,Andreotti,2005-01-01,,Radiology,Vanderbilt University Medical Center
0000-0002-0336-7137,Wu,Gong,2017-04-10,,Department of Biostatistics,Vanderbilt University Medical Center
0000-0002-1821-8484,Charleson,Bell,2018-05-01,,Biomedical Engineering,Vanderbilt University
0000-0001-9948-1446,Jing,Wang,,,,Vanderbilt University Medical Center
0000-0003-2476-6070,Julia,Lin,,,,Vanderbilt University Medical Center
0000-0003-4620-3850,Katherine,McDonell,,,Neurology,Vanderbilt University Medical Center
0000-0002-3160-8882,Seesandra,Rajagopala,2017-08-01,,Medicine,Vanderbilt University Medical Center
0000-0003-3106-0703,Jennifer,Shuman,2018-08,2019-04,Interdisciplinary Graduate Program,Vanderbilt University
0000-0001-7880-0460,Christopher,Lopez,,,,Vanderbilt University Medical Center
0000-0003-1357-2158,Bhuminder,Singh,2017-01-01,,Medicine,Vanderbilt University Medical Center
0000-0001-8370-9071,Ankita,Patro,2018-07-01,,Otolaryngology,Vanderbilt University Medical Center 
0000-0001-5317-6171,Timothy,Thayer,,,"Internal Medicine, Division of Cardiovascular Medicine",Vanderbilt University Medical Center
0000-0001-6863-6185,Zaid,Haddadin,2019-06-03,,Pediatrics,Vanderbilt University Medical Center
0000-0002-8981-7679,Genna,Chiaro,2017-08-11,,Earth and Environmental Sciences,Vanderbilt University
0000-0002-8826-2552,Mark,Hunt,,,Pediatrics/Neonatology,Vanderbilt University Medical Center
0000-0002-5992-5011,Juan Pablo,Arroyo,2020-07-01,,Medicine - Nephrology,Vanderbilt University Medical Center
0000-0002-6279-9757,Brian,Allen,2010-09-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-4545-4842,Charles,Caskey,,,,Vanderbilt University Medical Center
0000-0002-6452-0107,Kody,Wolfe,2017-08-01,,Interdisciplinary Materials Science & Engineering,Vanderbilt University
0000-0001-9730-0939,Andrew,Lynn,2020-05-15,,Psychology and Human Development,Vanderbilt University
0000-0003-1807-6989,Gerasimos,Bastas,2014-09-01,,Physical Medicine & Rehabilitation,Vanderbilt University Medical Center
0000-0001-5340-6985,Joni,Hersch,2006,,,Vanderbilt University Law School
0000-0001-9258-1575,Ali,Nazmi,,,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0002-9743-8839,Jill,Brott,,,Ophthalmology,Vanderbilt University Medical Center
0000-0002-9360-6225,Kimberly,Brown,2002,,Psychiatry and Behavioral Sciences,Vanderbilt University Medical Center
0000-0002-0173-3164,John,Clark,,,Center for Knowledge Management,Vanderbilt University Medical Center
0000-0002-0338-8384,Myrick,Shinall,2017-07-01,,Surgery,Vanderbilt University Medical Center
0000-0002-2612-2917,Kenneth,Watford,2000-08-01,,"Otolaryngology, Head & Neck Surgery",Vanderbilt University Medical Center
0000-0002-9890-2373,Rebecca,Hixson,2015-02-24,,Palliative Care,Vanderbilt University Medical Center
0000-0002-1197-8675,Ryohsuke,Narui,2018-04-01,,Vanderbilt Heart and Vascular Institute,Vanderbilt University Medical Center
0000-0001-5226-8648,John,Kuchtey,2005-09-01,,Ophthalmology and Visual Sciences,Vanderbilt University Medical Center
