qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel,count,added
Q16011308,Maxwell Frederic Coplan,1912-02-13,1985-07-01,male,,,,Q30,United States of America,1,False
Q6810674,Mel Chin,1951-01-01,,male,500128668,,,Q30,United States of America,1,False
Q105090102,Melville Thomas Wire,1887-01-01,1966-01-01,male,500335773,,,Q30,United States of America,1,True
Q43139749,Merrill Wagner,1935-01-01,,male,500058940,,,Q30,United States of America,1,False
Q23927640,Michael Challenger,1939-01-01,,male,500010688,Q23298,Kent,Q145,United Kingdom,1,False
Q105090320,Michael Garman,1938-01-01,,male,,,,,,1,True
Q98615164,Michael Kempson,,,male,,,,,,1,False
Q6831868,Michael Kidner,1917-09-11,2009-11-29,male,500028839,,,Q145,United Kingdom,1,False
Q6832612,Michael Mazur,1935-11-02,2009-08-18,male,500094336,Q60,New York City,Q30,United States of America,1,False
Q105090463,Michael Peel,1951-01-01,,male,500014926,,,Q145,United Kingdom,1,True
Q262771,Michael Wolgemut,1434-01-01,1519-12-10,male,500031446,Q2090,Nuremberg,Q183,Germany,1,False
Q2017872,Michel Anguier,1612-09-28,1686-07-11,male,500018160,Q211593,Eu,Q142,France,1,False
Q6836743,Michele Felice Cornè,1752-01-01,1845-01-01,male,500125213,Q45328,Elba,Q30,United States of America,1,False
Q185495,Michiel van Musscher,1645-01-01,1705-06-20,male,500000139,Q34370,Rotterdam,Q55,Netherlands,1,False
Q64630219,Milton Avery,,,,,,,,,1,False
Q3858097,Milton Resnick,1917-01-07,2004-03-12,male,500007270,Q903241,Bratslav,Q212,Ukraine,1,False
Q590523,Minamoto no Yorimitsu,0944-01-01,1021-09-04,male,,,,Q17,Japan,1,False
Q3113895,Ministry of Culture,,,,,,,,,1,False
Q542496,Miriam Schapiro,1923-11-15,2015-06-20,female,500028006,Q172,Toronto,Q30,United States of America,1,False
Q105090109,Montgomery Melbourne,1893-01-01,1970-01-01,,,,,,,1,True
Q17219892,Mori Tetsuzan,1775-02-01,1841-06-24,male,,Q35765,Osaka,Q17,Japan,1,False
Q99672574,Myra Kathleen Hughes,1877-01-01,1918-01-01,female,500024734,Q209126,Wexford,,,1,False
Q20041812,Nakajima Raishō,1796-01-01,1871-01-01,male,,Q202907,Ōtsu,Q17,Japan,1,False
Q6967681,Nassos Daphnis,1914-07-23,2010-11-23,male,500004321,Q41,Greece,Q30,United States of America,1,False
Q38030520,Nathaniel Sparks,1880-06-18,1956-01-01,male,500083565,Q23154,Bristol,,,1,False
Q11172645,Nicholas Harrison,1964-11-05,,male,,,,Q145,United Kingdom,1,False
Q1984917,Nicholas Krushenick,1929-05-31,1999-02-05,male,500000295,Q18426,The Bronx,Q30,United States of America,1,False
Q7025912,Nicholas Monro,1936-01-01,,male,500017948,Q84,London,Q145,United Kingdom,1,False
Q2527625,Nicolaes Lauwers,1600-01-01,1652-01-01,male,500128917,Q12892,Antwerp,Q31,Belgium,1,False
Q7029366,Nicolaes de Bruyn,1571-01-01,1656-01-01,male,500013601,Q12892,Antwerp,Q55,Netherlands,1,False
Q82733672,Nicolas Le Sueur,1545-01-01,1594-01-01,male,,,,,,1,False
Q18736527,Nicolas de Larmessin III,1645-01-01,1725-12-18,male,,Q90,Paris,Q142,France,1,False
Q3296364,Nicolás García Uriburu,1937-12-24,2016-06-19,male,500273640,Q1486,Buenos Aires,Q414,Argentina,1,False
Q16666530,Nicolò della Casa,,,male,500019377,Q1137,Lorraine,,,1,False
Q105090218,Ninon Lacey,1923-01-01,,female,,Q759,New Hampshire,Q30,United States of America,1,True
Q105090196,Nola Zirin,1920-01-01,,female,,Q60,New York City,Q30,United States of America,1,True
Q534279,Ogata Kenzan,1663-01-01,1743-01-01,male,500121062,Q34600,Kyoto,Q17,Japan,1,False
Q11438243,Oishi Matora,1792-02-01,1833-06-01,male,,,,Q205662,Tokugawa Shogunate,1,False
Q1394396,Okada Hanko,1782-01-01,1846-01-01,male,500332405,Q35765,Osaka,Q17,Japan,1,False
Q105090427,Okada Teru,1947-01-01,,,,,,,,1,True
Q105090236,Olen Bryant,1927-01-01,2017-01-01,male,,Q2456192,Cookeville,Q30,United States of America,1,True
Q105090313,Oscar Magnan,1937-01-01,,male,,Q190005,Cienfuegos,Q241,Cuba,1,True
Q154260,Oskar Kokoschka,1886-03-01,1980-02-22,male,500024536,Q255350,Pöchlarn,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q160172,Ossip Zadkine,1890-07-14,1967-11-25,male,500007328,Q102217,Vitebsk,Q142,France,1,False
Q18511902,Otto Henry Bacher,1856-03-31,1909-08-16,male,500027140,Q37320,Cleveland,Q30,United States of America,1,False
Q1599655,Pablo O'Higgins,1904-03-01,1983-07-16,male,500062848,Q23337,Salt Lake City,Q96,Mexico,1,False
Q28501555,Pantaleón Mendoza,1855-01-01,,male,,,,Q739,Colombia,1,False
Q105090289,Patricia Jean Burg,1934-01-01,,female,500064860,,,Q16,Canada,1,True
Q105090655,Patrick Gosnell,1989-01-01,,male,,Q23556,Atlanta,Q30,United States of America,1,True
Q7147317,Patrick Nasmyth,1787-01-07,1831-08-17,male,500005417,Q23436,Edinburgh,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q3370428,Paul Adolphe Rajon,1843-07-02,1888-06-08,male,500019115,Q7003,Dijon,Q142,France,1,False
Q16162086,Paul Augustin Aizpiri,1919-05-14,2016-01-22,male,500048083,Q90,Paris,Q142,France,1,False
Q7149478,Paul Brach,1924-03-13,2007-11-16,male,500018752,Q60,New York City,Q30,United States of America,1,False
Q153905,Paul Celan,1920-11-23,1970-04-20,male,,Q157725,Chernivtsi,Q218,Romania,1,False
Q105090514,Paul D'Amato,1956-01-01,,male,500463231,,,Q30,United States of America,1,True
Q105090435,Paul Eric Berger,1948-01-01,,male,,,,Q30,United States of America,1,True
Q28050346,Paul Falconer Poole,,,,,,,,,1,False
Q2959082,Paul Jean Clays,1819-11-27,1900-02-10,male,500006597,Q12994,Bruges,Q31,Belgium,1,False
Q105090259,Paul Lancaster,1930-01-01,,male,,Q1509,Tennessee,Q30,United States of America,1,True
Q7151935,Paul Landacre,1893-07-09,1963-06-03,male,500069734,Q16567,Columbus,Q30,United States of America,1,False
Q266637,Paul Sandby,1725-01-01,1809-11-07,male,500010522,Q41262,Nottingham,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q18508577,Paul Seignac,1826-02-12,1904-01-01,male,500027520,Q1479,Bordeaux,Q142,France,1,False
Q7153754,Paul Stahr,1883-01-01,1953-01-01,male,500467955,,,Q30,United States of America,1,False
Q87749338,Paul Takács,1932-01-01,2000-01-01,male,,Q1781,Budapest,Q30,United States of America,1,False
Q105090478,Paul Tosh,1954-01-01,,male,,Q241814,Kingsport,Q30,United States of America,1,True
Q21396155,Paul Verrees,1889-01-01,1942-01-01,male,500177572,,,Q31,Belgium,1,False
Q1280976,Paul Weber,1823-01-19,1916-10-12,male,500011997,Q2973,Darmstadt,Q20135,Grand Duchy of Hesse,1,False
Q59620,Paulus Moreelse,1571-01-01,1638-03-19,male,500006080,Q803,Utrecht,Q55,Netherlands,1,False
Q1854445,Paulus Pontius,1603-05-27,1658-01-16,male,500010060,Q12892,Antwerp,Q6581823,Southern Netherlands,1,False
Q105090073,Peggy Smith,1861-01-01,,female,500055676,,,Q30,United States of America,1,True
Q79211751,Perelle,,,,,,,,,1,False
Q1463270,Perfect Day,,,,,,,,,1,False
Q472646,Pericle Fazzini,1913-05-04,1987-12-04,male,500012647,Q56071,Grottammare,Q172579,Kingdom of Italy,1,False
Q79651108,Peter Cave,1940-08-26,,male,,Q84,London,Q145,United Kingdom,1,False
Q7173913,Peter F. Rothermel,1817-07-08,1895-08-15,male,500032416,Q646485,"Nescopeck, Pennsylvania",Q30,United States of America,1,False
Q105207980,Peter Foolen,1955-01-01,,male,,Q9832,Eindhoven,,,1,False
Q21995272,Peter Solow,1952-01-01,,male,500081644,,,,,1,False
Q3376949,Peter Voulkos,1924-01-29,2002-02-16,male,500081144,Q569678,Bozeman,Q30,United States of America,1,False
Q21516117,Philip F. May,,,male,,,,,,1,False
Q2086752,Philip Gilbert Hamerton,1834-09-10,1894-11-04,male,500048327,Q1474774,Shaw and Crompton,Q145,United Kingdom,1,False
Q708763,Philip Pearlstein,1924-01-01,,male,500011988,Q1342,Pittsburgh,Q30,United States of America,1,False
Q4362456,Philippe Pigouchet,1488-01-01,1518-01-01,male,500089704,,,,,1,False
Q105090357,Phillis Ideal,1942-01-01,,female,,Q33561,Roswell,Q30,United States of America,1,True
Q105090555,Phurba Namgay,1964-01-01,,male,,Q4511781,Chendebji Chorten,Q917,Bhutan,1,True
Q328248,Pierre Alechinsky,1927-10-19,,male,500027985,Q12887,Schaerbeek - Schaarbeek,Q31,Belgium,1,False
Q43375277,Pierre Bracquemond,1870-06-26,1926-01-29,male,500030909,Q90,Paris,Q142,France,1,False
Q2093368,Pierre Daret,1604-01-01,1678-03-29,male,500019399,Q90,Paris,Q142,France,1,False
Q2093524,Pierre Haubensak,1935-06-19,,male,500072009,Q369093,Brünig Pass,Q39,Switzerland,1,False
Q95761439,Pierre Langlois,,,male,,,,,,1,False
Q216873,Pierre Puvis de Chavannes,1824-12-14,1898-10-24,male,500008870,Q456,Lyon,Q142,France,1,False
Q21544490,Pierre Ranson,1736-01-01,1786-09-26,male,500031549,Q90,Paris,Q142,France,1,False
Q433804,Pieter Jansz. Saenredam,1597-06-09,1665-05-31,male,500115526,Q1614461,Assendelft,Q55,Netherlands,1,False
Q3388088,Pietro Bettelini,1763-09-06,1829-01-01,male,500066424,Q67270,Caslano,Q39,Switzerland,1,False
Q369279,Pietro Lombardo,1435-01-01,1515-01-01,male,500016577,Q68453,Carona,Q4948,Republic of Venice,1,False
Q7193032,Pietro Ruga,,1825-01-01,male,500054872,,,,,1,False
Q1106798,Pietro Santi Bartoli,1635-01-01,1700-11-07,male,500019038,Q3437,Perugia,Q38,Italy,1,False
Q544839,Pietro di Francesco degli Orioli,1458-01-01,1496-08-09,male,500031403,Q2751,Siena,,,1,False
Q16043803,Pio Ricci,1850-01-01,1919-08-21,male,,,,,,1,False
Q56087658,Piola family,,,,,,,,,1,False
Q11817669,Piotr Kowalski,,,,,,,,,1,False
Q492909,Pol Bury,1922-04-26,2005-09-28,male,500008200,Q2274320,Haine-Saint-Pierre,Q31,Belgium,1,False
Q30581143,Pseudo Granacci,,,t2292779076,500024055,,,,,1,False
Q105091233,Pérelle family,,,,,,,,,1,False
Q569505,R. B. Kitaj,1932-10-29,2007-10-21,male,500007852,Q534836,Chagrin Falls,Q30,United States of America,1,False
Q105090329,Rainer Pfnür,1939-01-01,,male,500104132,,,Q183,Germany,1,True
Q7287448,Ralph Eleaser Whiteside Earl,1785-01-01,1838-09-16,male,500022904,,,Q30,United States of America,1,False
Q105090213,Ralph H. Scharf,1923-01-01,1993-01-01,male,,Q1297,Chicago,Q30,United States of America,1,True
Q105090565,Ramon Marcus Kadi,1967-01-01,,male,,Q11462,Surabaya,Q252,Indonesia,1,True
Q105090510,Randall Lavender,1956-01-01,,male,,,,Q30,United States of America,1,True
Q2131415,Raphael Soyer,1899-12-25,1987-11-04,male,500009897,Q132698,Borisoglebsk,Q30,United States of America,1,False
Q97104727,Ray Prohaska,1901-01-01,1981-01-01,male,500054113,,,,,1,False
Q105090665,Ray Wakeland,,1964-01-01,male,,Q646230,Monteagle,Q30,United States of America,1,True
Q5978282,Raúl Martínez,1927-11-01,1995-04-02,male,500020055,Q115465,Ciego de Ávila,Q241,Cuba,1,False
Q3422714,Red Grooms,1937-06-07,,male,500008450,Q23197,Nashville,Q30,United States of America,1,False
Q7308806,Reginald Marsh,1898-03-14,1954-07-03,male,500016727,Q90,Paris,Q30,United States of America,1,False
Q64341,Renée Sintenis,1888-03-20,1965-04-22,female,500076525,Q284604,Kłodzko,Q183,Germany,1,False
Q20679431,Reynold Weidenaar,1915-11-17,1985-01-01,male,500051994,,,,,1,False
Q7322848,Ricardo Viera,1945-01-01,,male,,,,Q241,Cuba,1,False
Q98764250,Richard Devereux,1956-01-01,,male,,,,Q145,United Kingdom,1,False
Q1281597,Richard Diebenkorn,1922-04-22,1993-03-30,male,500025721,Q6106,Portland,Q30,United States of America,1,False
Q105090082,Richard Mueller,1874-01-01,1954-01-01,male,,,,,,1,True
Q21647599,Richard Zoellner,1908-01-01,2003-01-01,male,,Q685335,Portsmouth,Q30,United States of America,1,False
Q105091258,Richter & Co,,,,,,,,,1,False
Q75646518,Robert Barry,,,male,,,,,,1,False
Q94921903,Robert Blum,1889-02-27,1974-10-04,male,,Q4126,Schweinfurt,,,1,False
Q2676807,Robert Colescott,1925-08-26,2009-06-04,male,500102583,Q17042,Oakland,Q30,United States of America,1,False
Q62032165,Robert Conover,1920-01-01,1998-01-01,male,500046076,Q25330,Trenton,Q30,United States of America,1,False
Q23720084,Robert Gordy,1933-01-01,1986-09-25,male,500074594,,,Q30,United States of America,1,False
Q105090263,Robert Hauser,1930-01-01,,male,,,,,,1,True
Q7346738,Robert Laurent,1890-06-29,1970-04-20,male,500049308,Q17393,Concarneau,Q30,United States of America,1,False
Q1356084,Robert Nanteuil,1623-01-01,1678-12-09,male,500023363,Q41876,Reims,Q142,France,1,False
Q28001298,Robert Riggs,1896-02-05,1970-01-01,male,500105897,,,Q30,United States of America,1,False
Q80833252,Robert Smullyan Sloan,1915-01-01,2013-01-01,male,500027254,,,,,1,False
Q20815857,Robert Storr,,,,,,,,,1,False
Q21995288,Robert Swain,1940-01-01,,male,500017096,,,Q30,United States of America,1,False
Q62392913,Roberto Otero,1931-01-01,2004-01-01,male,500338469,Q1486,Buenos Aires,Q414,Argentina,1,False
Q28611613,Roger Ackling,1947-08-11,2014-06-05,male,500110383,Q2432955,Isleworth,Q145,United Kingdom,1,False
Q430765,Roger Caillois,1913-03-03,1978-12-21,male,,Q41876,Reims,Q142,France,1,False
Q476100,Roman Cieślewicz,1930-01-13,1996-01-21,male,500020802,Q36036,Lviv,Q142,France,1,False
Q1291679,Romare Bearden,1911-09-02,1988-03-12,male,500007871,Q16565,Charlotte,Q30,United States of America,1,False
Q433895,Roni Horn,1955-09-25,,female,500062257,Q60,New York City,Q30,United States of America,1,False
Q28872515,Rosa 'Camille Pissarro',,,,,,,,,1,False
Q7367281,Rosalyn Drexler,1926-11-25,,female,,Q18426,The Bronx,Q30,United States of America,1,False
Q43193557,Rosana Paulino,1967-01-01,,female,,Q174,São Paulo,Q155,Brazil,1,False
Q1711445,Ross Bleckner,1949-05-12,,male,500118722,Q60,New York City,Q30,United States of America,1,False
Q7372739,Roy De Forest,1930-02-11,2007-05-18,male,500027754,Q989960,North Platte,Q30,United States of America,1,False
Q55219642,Rudy Pozzatti,1925-01-01,,male,500029096,Q1641728,Telluride,Q30,United States of America,1,False
Q21151324,Ruth Leaf,1923-01-05,2015-04-17,female,,Q60,New York City,Q30,United States of America,1,False
Q11534045,Ryūryūkyo Shinsai,t2460202017,1820-01-01,male,500334455,Q215646,Edo,Q205662,Tokugawa Shogunate,1,False
Q105090536,Sabine Friesicke,1960-01-01,,female,,Q1055,Hamburg,Q183,Germany,1,True
Q105090126,Sadie Skoletsky Rosenblum,1899-01-01,1982-01-01,female,500337489,,,Q30,United States of America,1,True
Q256434,Sally Mann,1951-05-01,,female,500105206,Q501761,Lexington,Q30,United States of America,1,False
Q7407437,Sam Durant,1961-01-01,,male,500121146,Q5083,Seattle,Q30,United States of America,1,False
Q2216478,Sam Gilliam,1933-11-30,,male,500013570,Q667727,Tupelo,Q30,United States of America,1,False
Q64539213,Samarkand,,,,,,,,,1,False
Q7411095,Samuel Charles Brees,1810-01-01,1865-05-05,male,,Q150120,Bloomsbury,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090582,"Samuel L. Dunson, Jr.",1970-01-01,,male,,Q34739,Dayton,Q30,United States of America,1,True
Q982251,Samuel Palmer,1805-01-27,1881-05-24,male,500020452,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q938347,Santō Kyōden,1761-09-13,1816-10-27,male,500121368,Q11518258,Kiba,Q17,Japan,1,False
Q105090671,Sara Langworthy,,,female,,Q1546,Iowa,Q30,United States of America,1,True
Q105090691,Sarah Hulsey,,,female,,Q34863,Oklahoma City,Q30,United States of America,1,True
Q105090613,Sarah McCoy,1976-01-01,,female,,Q43788,Madison,Q30,United States of America,1,True
Q536884,Saul Bass,1920-05-08,1996-04-25,male,500021030,Q18426,The Bronx,Q30,United States of America,1,False
Q2288622,Schelte a Bolswert,1586-01-01,1659-12-12,male,500005257,Q329582,Bolsward,Q55,Netherlands,1,False
Q2251074,School of Rubens,,,,,,,,,1,False
Q105090694,Scott Russell,,,male,,Q490385,Bloomington,Q30,United States of America,1,True
Q18206992,Sears Gallagher,1869-04-30,1955-06-09,male,500335769,Q100,Boston,Q30,United States of America,1,False
Q48514,Sesshū Tōyō,1420-01-01,1506-08-01,male,500121053,Q1047514,Bitchū Province,Q17,Japan,1,False
Q7490219,Sharon Sutton,1941-01-01,,female,,Q43196,Cincinnati,Q30,United States of America,1,False
Q87666227,Shimokôbe Shusui,,,,,,,,,1,False
Q11621791,Shitomi Kangetsu,1747-01-01,1797-12-08,male,,,,Q205662,Tokugawa Shogunate,1,False
Q105090040,Shugaku Watanabe,1644-01-01,1734-01-01,,,,,,,1,True
Q3074677,Shunkōsai Hokushū,1750-01-01,t2456741560,male,,,,Q17,Japan,1,False
Q3090171,Shōji Hamada,1894-12-09,1978-01-05,male,500078963,Q127513,Kanagawa Prefecture,Q17,Japan,1,False
Q1302630,Si Lewen,1918-11-08,2016-07-25,male,500049416,Q37333,Lublin,Q30,United States of America,1,False
Q21810657,Sidney Gordin,1918-10-24,1996-01-01,male,500053701,Q159,Russia,Q159,Russia,1,False
Q20859511,Sidney Laufman,1891-10-29,1985-01-01,male,500009087,Q37320,Cleveland,Q30,United States of America,1,False
Q376062,Sigmar Polke,1941-02-13,2010-06-10,male,500115233,Q138229,Oleśnica,Q183,Germany,1,False
Q59998565,Simeon Barber,,,,,,,,,1,False
Q27704719,Siri Berg,1921-09-14,2020-04-08,female,,Q1754,Stockholm,Q30,United States of America,1,False
Q168587,Sol LeWitt,1928-09-09,2007-04-08,male,500115429,Q33486,Hartford,Q30,United States of America,1,False
Q3496871,Stanley Twardowicz,1917-07-08,2008-06-12,male,500051007,Q12439,Detroit,Q30,United States of America,1,False
Q641304,Stanley William Hayter,1901-12-27,1988-05-04,male,500010689,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q21898072,Stefan Hirsch,1899-01-02,1964-09-28,male,500024254,Q2090,Nuremberg,Q30,United States of America,1,False
Q19730649,Stephen James Ferris,1835-12-25,1915-07-09,male,500006340,Q1345,Philadelphia,Q30,United States of America,1,False
Q105090527,Stephen Maine,1958-01-01,,male,,Q33486,Hartford,Q30,United States of America,1,True
Q105090541,Steve Karlik,1960-01-01,,male,,Q6106,Portland,Q30,United States of America,1,True
Q704588,Stuart Davis,1892-12-07,1964-06-24,male,500115507,Q1345,Philadelphia,Q30,United States of America,1,False
Q45458157,Su Liupeng,,,male,,,,Q8733,Qing dynasty,1,False
Q105090181,Su-chin Wen Chen,1914-01-01,,,,Q16967,Zhejiang,,,1,True
Q7634090,Sue Fuller,1914-08-11,2006-04-19,female,500053650,Q1342,Pittsburgh,Q30,United States of America,1,False
Q105090057,Sugawara Hakuryu,1833-01-01,1898-01-01,male,,Q1192050,Uzen Province,Q17,Japan,1,True
Q156889,Suzanne Valadon,1865-09-23,1938-04-07,female,500032597,Q173866,Bessines-sur-Gartempe,Q142,France,1,False
Q360978,Suzuki Harunobu,1724-01-01,1770-07-07,male,500057319,Q215646,Edo,Q17,Japan,1,False
Q13560725,Suzy Frelinghuysen,1911-05-07,1988-03-19,female,500028988,Q25395,Newark,Q30,United States of America,1,False
Q7659513,Sybil Gibson,1908-02-18,1995-01-02,female,500125770,Q79234,Dora,Q30,United States of America,1,False
Q7660937,Sylvia Hyman,1917-09-09,2012-12-23,female,,,,,,1,False
Q11544230,Tachibana Morikuni,1679-01-01,1748-01-01,male,,Q35765,Osaka,Q205662,Tokugawa Shogunate,1,False
Q1375891,Tani Bunchō,1763-10-15,1841-01-06,male,500121188,Q11536292,Negishi,Q17,Japan,1,False
Q272194,Ted Hughes,1930-08-17,1998-10-28,male,,Q2342234,Mytholmroyd,Q145,United Kingdom,1,False
Q105090491,Terri Zupanc,1955-01-01,,female,,Q1537,Wisconsin,,,1,True
Q16096991,Terry Fox,1935-07-31,,male,,Q1297,Chicago,,,1,False
Q105090501,Terry Thacker,1955-01-01,,male,,,,,,1,True
Q15919506,Tetsuya Noda,1940-03-05,,male,500159688,Q130308,Kumamoto Prefecture,Q17,Japan,1,False
Q48977187,Thomas Allen,1996-11-04,,male,,Q41087,Raleigh,,,1,False
Q21460035,Thomas Buford Meteyard,1865-11-01,1928-01-01,male,500032378,,,Q30,United States of America,1,False
Q100772456,Thomas Cooper,,,male,,,,,,1,False
Q105091409,Thomas Forman & Sons,,,,,,,,,1,False
Q76138242,Thomas Holland,,,male,,,,,,1,False
Q312096,Thomas Lawrence,1769-04-13,1830-01-07,male,500022619,Q23154,Bristol,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q2425847,Thomas Locher,1956-01-01,,male,500111321,Q515163,Munderkingen,Q183,Germany,1,False
Q7817541,Thomas Shannon,1947-06-23,,male,500067555,Q462161,Kenosha,Q30,United States of America,1,False
Q22132695,Thomas Willoughby Nason,1889-01-01,1971-01-01,male,500073675,Q771,Massachusetts,Q30,United States of America,1,False
Q43140105,Thomas Worth,1839-01-01,1917-12-29,male,500005361,Q60,New York City,Q30,United States of America,1,False
Q105090267,Thomas Zvi Wilson,1931-01-01,2012-01-01,male,,,,Q30,United States of America,1,True
Q7796569,Thornton Willis,1936-05-25,,male,500026609,Q486306,Pensacola,Q30,United States of America,1,False
Q310025,Théodore Rousseau,1812-04-15,1867-12-22,male,500019946,Q90,Paris,Q142,France,1,False
Q706041,Théophile Steinlen,1859-11-10,1923-12-13,male,500017451,Q807,Lausanne,Q142,France,1,False
Q105090152,Tibbie Levy,1908-01-01,,female,,,,Q30,United States of America,1,True
Q105090682,Tim Hooper,,,male,,Q23197,Nashville,Q30,United States of America,1,True
Q105090496,Tjue Teeuwen,1955-01-01,,,,Q9832,Eindhoven,Q29999,Kingdom of the Netherlands,1,True
Q7812635,Todd Siler,1953-08-23,,male,500000234,,,Q30,United States of America,1,False
Q114709,Toko Shinoda,1913-03-28,2021-03-01,female,500171912,Q74881,Dalian,Q17,Japan,1,False
Q1377454,Tomioka Tessai,1837-01-25,1924-12-31,male,500121336,Q11355860,Sanjō-dōri Street,Q17,Japan,1,False
Q3136190,Torii Kiyomasu,1690-01-01,1720-01-01,male,500118868,,,Q17,Japan,1,False
Q3136173,Torii Kiyomitsu,1735-01-01,1785-01-01,male,500057317,Q7473516,Tokyo,Q17,Japan,1,False
Q427642,Torii Kiyonaga,1752-01-01,1815-06-28,male,500058786,Q215646,Edo,Q17,Japan,1,False
Q105090192,Toru Mabuchi,1920-01-12,1994-03-25,male,,Q1795214,Kyōbashi-ku,Q17,Japan,1,True
Q2738241,Toyohara Kunichika,1835-01-01,1900-01-01,male,500334003,Q215646,Edo,Q17,Japan,1,False
Q21462038,Trevor Sutton,1948-01-01,,male,,,,Q145,United Kingdom,1,False
Q7862732,Tōshi Yoshida,1911-01-01,1995-01-01,male,,,,,,1,False
Q105090034,Tōteki Unkoku,1606-01-01,1664-01-01,,,,,,,1,True
Q11578726,Umetaro Azechi,1902-12-28,1999-04-12,male,500330875,Q845857,Uwajima,Q17,Japan,1,False
Q3004216,Utagawa Kuninao,1793-01-01,1854-01-01,male,500333878,,,Q17,Japan,1,False
Q3552729,Utagawa Kunisada III,1848-01-01,1920-01-01,male,,Q215646,Edo,Q17,Japan,1,False
Q3552727,Utagawa Sadahide,1807-01-01,1873-01-01,male,500072517,Q11480759,Fusa,Q17,Japan,1,False
Q11545174,Utagawa Yoshikazu,1850-01-01,1870-01-01,male,500334458,Q215646,Edo,Q17,Japan,1,False
Q3075041,Utagawa Yoshitora,1836-01-01,1880-01-01,male,500342437,Q1490,Tokyo,Q17,Japan,1,False
Q5770067,Valentine Green,1739-10-03,1813-07-29,male,500021991,Q782628,Salford Priors,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090530,Vera Vasek,1959-01-01,,female,,Q40435,Buffalo,Q30,United States of America,1,True
Q34136,Vernon Orlando Bailey,1864-06-21,1942-04-20,male,,Q2326485,Manchester,Q30,United States of America,1,False
Q154448,Victor Vasarely,1908-04-09,1997-03-15,male,500030657,Q45779,Pécs,Q171150,Kingdom of Hungary,1,False
Q7926791,Victoria Hutson Huntley,1900-01-01,1971-01-01,female,500054391,Q1082527,Hasbrouck Heights,Q30,United States of America,1,False
Q1288454,Vik Muniz,1961-12-20,,male,500114657,Q174,São Paulo,Q155,Brazil,1,False
Q7931648,Vincent Aderente,1880-02-20,1941-06-13,male,,Q2634,Naples,Q30,United States of America,1,False
Q105090167,Vincent McPharlin,1910-01-01,1985-01-01,male,,Q2544149,Hastings,Q30,United States of America,1,True
Q826891,Vincenzo Agnetti,1926-09-14,1981-09-02,male,500078671,Q490,Milan,Q172579,Kingdom of Italy,1,False
Q23829587,Vincenzo Feoli,1750-01-01,1831-01-01,male,500048427,Q220,Rome,Q170174,Papal States,1,False
Q6470990,Virgilije Nevjestić,1935-11-21,2009-08-25,male,,Q998961,Tomislavgrad,Q142,France,1,False
Q880221,Vitaly Komar,1943-09-11,,male,500120584,Q649,Moscow,Q15180,Soviet Union,1,False
Q7937162,Vito Giacalone,1924-01-01,2012-02-19,male,,,,Q172579,Kingdom of Italy,1,False
Q1349738,Vittore Crivelli,1440-01-01,1501-01-01,male,500032229,Q641,Venice,Q4948,Republic of Venice,1,False
Q1978366,Vladimir Veličković,1935-08-11,2019-08-29,male,500018438,Q3711,Belgrade,Q36704,Yugoslavia,1,False
Q105090141,W. H. Walker,1906-01-01,1926-01-01,male,500002863,,,Q145,United Kingdom,1,True
Q3565323,Waldo Peirce,1884-12-17,1970-03-18,male,500124326,Q327012,Bangor,Q30,United States of America,1,False
Q7964647,Walter Darby Bannard,1934-09-23,2016-10-02,male,500018212,Q49145,New Haven,Q30,United States of America,1,False
Q3130609,Watanabe Kazan,1793-10-20,1841-11-23,male,500121065,Q17215107,Miyakezaka,Q17,Japan,1,False
Q105090349,Watthana Watthanāphan,1941-01-01,,male,500122968,,,Q869,Thailand,1,True
Q465342,Wifredo Lam,1902-12-08,1982-09-11,male,500006317,Q5030,Sagua La Grande,Q241,Cuba,1,False
Q98424,Wilhelm Friedrich Gmelin,1760-11-26,1820-09-22,male,500016400,Q25430,Badenweiler,Q183,Germany,1,False
Q19302017,Will Faber,1901-05-29,1987-02-17,male,500036129,Q1724,Saarbrücken,Q183,Germany,1,False
Q15459073,William Anastasi,1933-01-01,,male,500056778,Q1345,Philadelphia,Q30,United States of America,1,False
Q105090094,William Crawford Young,1886-01-01,,male,,,,Q30,United States of America,1,True
Q8008915,William Faithorne the Younger,1656-01-01,1701-01-01,male,500073448,Q84,London,Q179876,Kingdom of England,1,False
Q22002308,William H. W. Bicknell,1860-01-01,1947-01-01,male,500105394,Q100,Boston,Q30,United States of America,1,False
Q105090119,William MacLean,1897-01-01,1977-01-01,male,,,,Q30,United States of America,1,True
Q265820,William Merritt Chase,1849-11-01,1916-10-25,male,500115356,Q14688715,Nineveh,Q30,United States of America,1,False
Q27068037,William Monk,1863-01-01,1937-01-01,male,500006475,,,,,1,False
Q188176,William S. Burroughs,1914-02-05,1997-08-02,male,500053989,Q38022,St. Louis,Q30,United States of America,1,False
