RecordNumber,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,SubjectLC,RelScriptureVerse,Subject,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
46412,2021-02-24 17:18:13.0,2006-07-16 00:00:00.0,France,,Averroes is the large figure at the top. See full image for Aquinas figure. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_005.jpg,,,1468-1484,||||,,Educational Use Permitted,,,Louvre,Yorck_B_013,,"Triumph of Thomas Aquinas over Averroes, detail",Christian art and symbolism,||||,Doctrinal controversies,on,,"Benozzo, di Lese, 1420-1497","Averroes, 1126-1198 |Thomas Aquinas, ca.1225-1274 ",Paris,,11H(THOMAS AQUINAS),,2,1468,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46413,2021-09-09 11:27:34.0,2006-07-16 00:00:00.0,United Kingdom,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Bernardo_Daddi_001.jpg,,,1325-1350,||||,ANatv|AAdvt04,Educational Use Permitted,,"Luke 2:1-14, (15-20)|Matthew 1:18-25",National Gallery of Scotland,Yorck_B_019,,Birth of Christ,Christian art and symbolism,||||,Nativity|Birth,on,"Painting, panel","Daddi, Bernardo, fl. 1327-1348",,Edinburgh,,73B13,,2,1325,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46414,2021-02-24 17:20:05.0,2006-07-16 00:00:00.0,Turkey,,Mosaic. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_des_9._Jahrhunderts_003.jpg,,,ca. 890,||||,,Educational Use Permitted,,,Ayasofya Müzesi,Yorck_B_037,,John Chrysostom,Christian art and symbolism,||||,,on,,,"John Chrysostom, Bishop of Constantinople, ca.347-407 ",Istanbul,,,,2,890,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46416,2021-02-24 17:21:42.0,2006-07-16 00:00:00.0,Turkey,,Mosaic. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_um_1000_001.jpg,,,1000,||||,,Educational Use Permitted,,,Ayasofya Müzesi,Yorck_B_038,,"Christ Child in Mary's Lap, detail",Christian art and symbolism,||||,Madonna and Child,on,,,,Istanbul,,11F4,,2,1000,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46417,2021-02-24 17:22:20.0,2006-07-16 00:00:00.0,Turkey,,Mosaic. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_um_1000_002.jpg,,,1000,||||,,Educational Use Permitted,,,Ayasofya Müzesi,Yorck_B_039,,Constantine the Great,Christian art and symbolism,||||,,on,,,"Constantine I, Emperor of Rome, ca.272-337 ",Istanbul,,,,2,1000,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46418,2021-02-24 17:24:07.0,2006-07-16 00:00:00.0,Italy,Mixed,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_um_705_001.jpg,,,705-707,||||,AEpDy|BEpDy|CEpDy,Educational Use Permitted,,Matthew 2:1-12,"Basilica di S. Maria in Cosmedin (Rome, Italy)",Yorck_B_041,,"Adoration of the Three Wise Men, detail",Christian art and symbolism,||||,Adoration of the Magi|Adoration of the Child (Mary),on,Mosaic,,Wise Men (Biblical figures) ,Rome,,73B57,,2,705,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46446,2021-07-12 14:20:21.0,2006-07-18 00:00:00.0,Italy,,Panel from the Maesta Altarpiece of Siena,||||,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_066.jpg,,,1308-1311,||||,CAdvt02|CProp28,Educational Use Permitted,,Malachi 3:1-4|Malachi 4:1-2a,"Museo dell’Opera del Duomo (Siena, Italy)",Duccio_di_Buoninsegna_066,,Prophet Malachi,Christian art and symbolism,||||,,on,Altarpiece,"Duccio, di Buoninsegna, -1319?",Malachi (Biblical figure) ,Siena,,11H(MALACHI),,,1308,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46448,2021-07-12 14:16:32.0,2006-07-18 00:00:00.0,Italy,,Panel from the Maesta Altarpiece of Siena,||||,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_057.jpg,,,1308-1311,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,"Museo dell’Opera del Duomo (Siena, Italy)",Duccio_di_Buoninsegna_057,,Bethlehem Mourns Children Killed by Herod,Christian art and symbolism,||||,Massacre of the Innocents|Bethlehem|Children,on,Painting,"Duccio, di Buoninsegna, -1319?",,Siena,,73B63,,,1308,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46449,2021-07-12 14:16:53.0,2006-07-18 00:00:00.0,Italy,,Panel from the Maesta Altarpiece of Siena,||||,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_056.jpg,,,1308-1311,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,"Museo dell’Opera del Duomo (Siena, Italy)",Duccio_di_Buoninsegna_056,,Children of Bethlehem killed by Herod's orders (Massacre of the Innocents),Christian art and symbolism,||||,Massacre of the Innocents|Bethlehem|Children,on,Altarpiece,"Duccio, di Buoninsegna, -1319?","Herod I, King of Judea, ca.72-4 BC ",Siena,,73B63,,,1308,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46450,2021-07-12 14:19:24.0,2006-07-18 00:00:00.0,Italy,,Panel from the Maesta Altarpiece of Siena,||||,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_054.jpg,,,1308-1311,||||,,Educational Use Permitted,,,"Museo dell’Opera del Duomo (Siena, Italy)",Duccio_di_Buoninsegna_054,,"Madonna with angels, saints and apostles",Christian art and symbolism,||||,Madonna and Child|Angels|Saints,on,Altarpiece,"Duccio, di Buoninsegna, -1319?","Apostles (Biblical figures) |Mary, the mother of Jesus (Biblical figure) |Jesus Christ (Biblical figure) ",Siena,,11F6,,,1308,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46451,2021-07-12 14:20:15.0,2006-07-18 00:00:00.0,Italy,,Panel from the Maesta Altarpiece of Siena,||||,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_064.jpg,,,1308-1311,||||,CProp17|CProp20,Educational Use Permitted,,Jeremiah 2:4-13|Jeremiah 8:18-9:1,"Museo dell’Opera del Duomo (Siena, Italy)",Duccio_di_Buoninsegna_064,,Prophet Jeremiah,Christian art and symbolism,||||,,on,Altarpiece,"Duccio, di Buoninsegna, -1319?",Jeremiah (Biblical figure) ,Siena,,11H(JEREMIAH),,,1308,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46465,2021-05-25 07:50:47.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_055.jpg,,,1475,||||,,Educational Use Permitted,,,Pinacoteca di Brera,Carlo_Crivelli_055,,"Bartholomew, the Apostle",Christian art and symbolism,||||,,on,Painting,"Crivelli, Carlo, 15th cent.","Bartholomew, the Apostle (Biblical figure) ",Milan,,11H(BARTHOLOMEW),,,1475,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46466,2021-05-25 07:52:33.0,2006-07-19 00:00:00.0,Italy,,"Mary, Mother of Jesus, John, and Mary Magdalene mourn Jesus' death.",||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_048.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_048,,Mourning the Death of Christ,Christian art and symbolism,||||,Lamentation|Death|Mourning,on,,"Crivelli, Carlo, 15th cent.",,Ascoli,,73D643,,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46468,2021-07-28 14:11:47.0,2006-07-19 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_037.jpg,,,1482,||||,BAdvt04,Educational Use Permitted,,Luke 1:26-38,Städel,Carlo_Crivelli_037,,Annunciation to Mary,Christian art and symbolism,||||,Annunciation to Mary,on,,"Crivelli, Carlo, 15th cent.","Mary, the mother of Jesus (Biblical figure) ",Frankfurt,,73A51,,,1482,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46471,2021-05-25 08:15:46.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_046.jpg,,,1473,||||,CAdvt03,Educational Use Permitted,,Luke 3:7-18,Sant'Emidio,Carlo_Crivelli_046,,John the Baptist,Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.","John, the Baptist (Biblical figure) ",Ascoli,,11H(JOHN THE BAPTIST),,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46472,2021-05-25 08:22:47.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_045.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_045,,"Peter, the Apostle",Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.","Peter, the Apostle (Biblical figure) ",Ascoli,,11H(PETER),,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46473,2021-05-25 08:24:14.0,2006-07-19 00:00:00.0,Italy,,An unidentified apostle,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_049.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_049,,Apostle,Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.",Apostles (Biblical figures) ,Ascoli,,,,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46474,2021-05-25 08:26:50.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_047.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_047,,Madonna Enthroned,Christian art and symbolism,||||,Madonna and Child,on,,"Crivelli, Carlo, 15th cent.",,Ascoli,,11F422,,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46476,2021-05-25 08:27:49.0,2006-07-19 00:00:00.0,Italy,,An unidentified apostle,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_050.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_050,,Apostle,Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.",Apostles (Biblical figures) ,Ascoli,,,,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46477,2021-05-25 08:29:02.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_053.jpg,,,1473,||||,CProp18,Educational Use Permitted,,Philemon 1:1-21,Sant'Emidio,Carlo_Crivelli_053,,"Paul, the Apostle",Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.","Paul, the Apostle (Biblical figure) ",Ascoli,,11H(PAUL),,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46478,2021-05-25 08:30:13.0,2006-07-19 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_051.jpg,,,1473,||||,,Educational Use Permitted,,,Sant'Emidio,Carlo_Crivelli_051,,"James, the Younger, Apostle",Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.","James the Younger, the Apostle (Biblical figure) ",Ascoli,,11H(PAUL),,,1473,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46491,2021-05-25 08:30:47.0,2006-07-20 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_057.jpg,,,1475,||||,,Educational Use Permitted,,,Pinacoteca di Brera,Carlo_Crivelli_057,,"John, the Apostle",Christian art and symbolism,||||,,on,,"Crivelli, Carlo, 15th cent.","John, the Apostle (Biblical figure) ",Milan,,11H(JOHN),,,1475,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46511,2021-02-24 17:24:43.0,2006-07-20 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Guido_Reni_042.jpg,,,1640-1642,||||,ANatv|BNatv|CNatv|AAdvt04,Educational Use Permitted,,Matthew 1:18-25,Galleria di Palazzo Barberini ,Guido_Reni_042,,Joseph,,||||,,on,Painting,"Reni, Guido, 1575-1642","Joseph, the husband of Mary (Biblical figure) ",Rome,,73B13,,,,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46515,2021-02-24 17:28:29.0,2006-07-20 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Guido_Reni_-_Massacre_of_the_Innocents_detail2_-_Pinacoteca_Nazionale_Bologna.jpg,,,1611-1612,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,"Pinacoteca nazionale (Bologna, Italy)",Guido_Reni_014,,"Slaughter of the Innocents, detail",,||||,,on,,"Reni, Guido, 1575-1642",,Bologna,,73B63,,2,,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46516,2021-08-09 06:46:07.0,2006-07-20 00:00:00.0,Germany,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_012.jpg,,,1745-1750,||||,AHoly05,Educational Use Permitted,,John 18:1-19:42,Hamburger Kunsthalle,Giovanni_Battista_Tiepolo_012,,Deposition of Christ,,||||,Passion of Jesus Christ: Deposition of Christ,on,,"Tiepolo, Giovanni Battista, 1696-1770",,Hamburg,,73D3121,,2,1745,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46518,2021-08-18 05:59:06.0,2006-07-20 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_042.jpg,,,1304-1306,||||,CEpip02,Educational Use Permitted,,John 2:1-11,"Cappella degli Scrovegni nell'Arena (Padua, Italy)",Giotto_di_Bondone_042,,Wedding at Cana (top) and Lamentation (bottom),Christian art and symbolism -- Italy,||||,Lamentation|Marriage at Cana,on,Fresco,"Bondone, Giotto di, 1266?-1337",,Padua,,73D72121|73C611,,2,1304,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46520,2021-02-24 17:33:50.0,2006-07-20 00:00:00.0,United States,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_039.jpg,,,1370,||||,,Educational Use Permitted,,,National Gallery of Art (U.S.),Gentile_da_Fabriano_039,,Madonna and Child,Christian art and symbolism -- Italy,||||,Madonna and Child,on,,"Gentile, da Fabriano, ca. 1370-1427",,Washington,DC,11F6222,,2,1370,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46521,2021-07-28 14:00:35.0,2006-07-20 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_036.jpg,,,1304-1306,||||,BAdvt04,Educational Use Permitted,,Luke 1:26-38,"Cappella degli Scrovegni nell'Arena (Padua, Italy)",Giotto_di_Bondone_036,,Annunciation,Christian art and symbolism -- Italy,||||,Annunciation to Mary,on,Fresco,"Bondone, Giotto di, 1266?-1337","Mary, the mother of Jesus (Biblical figure) ",Padua,,73A5,,2,1304,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46524,2021-08-06 08:06:36.0,2006-07-20 00:00:00.0,Italy,Wood,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_085.jpg,,,1317,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,"Musei Civici, Padua",Giotto_di_Bondone_085,,Crucifix,,||||,Passion of Jesus Christ: Crucifixion of Jesus,on,Mixed media,"Bondone, Giotto di, 1266?-1337",,Padua,,11Q651,,2,,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46525,2021-08-06 08:09:04.0,2006-07-20 00:00:00.0,United States,,Diptych. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_056.jpg,,,1430,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,Metropolitan Museum of Art,Jan_van_Eyck_056,,Crucifixion,Christian art and symbolism -- Flanders,||||,Passion of Jesus Christ: Crucifixion of Jesus,on,,"Eyck, Jan van, 1390-1440",,New York,NY,73D6271,,2,1430,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46526,2021-08-04 06:55:31.0,2006-07-20 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_075.jpg,,,1738-1740,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,"Chiesa di Sant'Alvise (Venice, Italy)",Giovanni_Battista_Tiepolo_075,,Christ Carrying the Cross to Calvary,,||||,Passion of Jesus Christ: Carrying the Cross,on,,"Tiepolo, Giovanni Battista, 1696-1770",,Venice,,73D411|11D312,,2,,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46552,2021-08-11 13:38:49.0,2006-07-21 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Guido_Reni_056.jpg,,,1596-1598,||||,APass|BPass|CPass|AHoly05,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56|John 18:1-19:42,Basilica of San Luca,Guido_Reni_056,,Medallions Depicting the Life and Passion of Jesus,,||||,Passion of Jesus Christ,on,,"Reni, Guido, 1575-1642",Jesus Christ (Biblical figure) ,Bologna,,73B|73D,,2,,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46554,2021-02-24 17:40:16.0,2006-07-21 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Guido_Reni_044.jpg,,,1605,||||,AAshW,Educational Use Permitted,,,Pinacoteca di Brera,Guido_Reni_044,,Peter and Paul,,||||,,on,Painting,"Reni, Guido, 1575-1642","Peter, the Apostle (Biblical figure) |Paul, the Apostle (Biblical figure) ",Milan,,11H(PETER)|11H(PAUL),,2,1605,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
