qid,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,Birth of Christ,"""The Nativity of Jesus Christ"" an 11th C painting from the Faras Cathedral, kept in the Sudan National Museum, Khartoum","fresco by artist unknown, photo by Isma'il Kushkush",,49992,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49992,,2022-04-04,,,,1000-01-01T00:00:00Z,7,,0950-01-01T00:00:00Z,7,,1050-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49992,,2022-04-04,,,,,,,,,,,,,,,,,,,Nativity of Jesus Christ from Faras Cathedral.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49992,,2022-04-04,,,,,,,,
,Bread and Fish,"Mosaic in the Church of the Multiplication of the Loaves und the Fishes at Tabgha near the Sea of Galilee (Yam Kinneret), Israel. According to the pious legend, in this place Jesus fed 5000 pilgrims with five loaves of bread and two fish (Matthew 14,13).",mosaic by artist unknown,,49993,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49993,,2022-04-04,,,,0450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49993,,2022-04-04,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49993,,2022-04-04,,,,,,,,,,,,Tabgha Church Mosaic Israel.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49993,,2022-04-04,,,,,,,,
,Twentieth Century Martyrs,"Westminster Abbey, West Door, Four of the ten 20th Century- Mother Elizabeth of Russia, Rev. Martin Luther King, Jr., Archbishop Oscar Romero, and Pastor Dietrich Bonhoeffer.","sculpture by artist unknown, photographer- T.Taylor",,49996,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49996,,2022-04-04,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49996,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49996,,2022-04-04,,,,,,,,,,,,Westminster Abbey C20th martyrs.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49996,,2022-04-04,,,,,,,,
,Arab women grinding coffee in Palestine.,"1905 Stereoscope.  Original caption reads: The native mode of grinding coffee, women .",photograph by Keystone View Company,,53077,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=53077,,2022-04-04,,,,1905-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=53077,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=53077,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Coffeepalestine.jpg,,2022-04-04,,,Coffeepalestine.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=53077,,2022-04-04,,,,,,,,
,Church in the Market Place,"Good Friday church service, Market Place, Wetherby, West Yorkshire.  Taken on the morning of Good Friday the 19th of April 2019.","architectural structure, photo by Mtaylor848",,54166,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54166,,2022-04-04,,,,2008-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54166,,2022-04-04,,,Q408,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54166,,2022-04-04,,,,,,,,,,,,"Good Friday church service, Market Place, Wetherby (19th April 2019).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54166,,2022-04-04,,,,,,,,
,Nathan rebukes David with the parable of the poor man's lamb.,,"sculpture by artist unknown, photo by Vassil",,54177,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,,,,,,,1130-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54177,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54177,,2022-04-04,,,,,,,,,,,,Vézelay Narthex Chapiteau 220608 03.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54177,,2022-04-04,,,,,,,,
,The Stoning of Stephen,"Cologne Cathedral - ""Bayern Window"" - Stoning of Saint Stephen","stained glass by artist unknown, photo by Raimond Spekking",,54257,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,1850-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54257,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54257,,2022-04-04,,,,,,,,,,,,Koelner Dom - Bayernfenster 02.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54257,,2022-04-04,,,,,,,,
,Moses and the  Burning Bush,"Moses and the Burning Bush, panel on the West wall of the Dura Europos Synagogue.",fresco by artist unknown,,54270,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54270,,2022-04-04,,,,0250-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54270,,2022-04-04,,,Q858,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54270,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:DuraSyn-I-O-Moses_burning_bush.jpg,,2022-04-04,,,DuraSyn-I-O-Moses burning bush.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54270,,2022-04-04,,,,,,,,
,Comnenos Mosaic,"Comnenus mosaics,  eastern wall of the southern gallery, date from 1122. The Virgin Mary is standing in the middle, holding the Child Christ on her lap. He gives His blessing with His right hand while holding a scroll in His left hand. On her right side stands emperor John II Comnenus,. He holds a purse, symbol of an imperial donation to the church. Empress Irene stands on the left side of the Virgin, wearing ceremonial garments and offering a document.
Hagia Sophia is a former Greek Orthodox patriarchal basilica, later an imperial mosque, and now a museum in Istanbul, Turkey.","mosaic by artist unknown, 1122",,54384,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54384,,2022-04-04,,,,1130-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54384,,2022-04-04,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54384,,2022-04-04,,,,,,,,,,,,Mosaic - Hagia Sophia (Ayasofya).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54384,,2022-04-04,,,,,,,,
,"Hagia Eirene, Istanbul, Turkey","Church of Hagia Eirene in the First Courtyard of the Topkapı Palace, Istanbul, Turkey Čeština: Kostel Hagia Eirene na prvním nádvoří paláce Topkapı, Istanbul, Turecko","architectural structure, photo by Lenka Janochová",,54387,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54387,,2022-04-04,,,,0350-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54387,,2022-04-04,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54387,,2022-04-04,,,,,,,,,,,,"Hagia Eirene, Topkapi Palace.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54387,,2022-04-04,,,,,,,,
,"Lateran Baptistery, domed interior","roma, battistero",architectural structure,,54407,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54407,,2022-04-04,,,,0460-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54407,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54407,,2022-04-04,,,,,,,,,,,,Roma2010 (5003218039).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54407,,2022-04-04,,,,,,,,
,"San Clemente - ""Triumph of the Cross""","Triumph of the Cross. Apsis mosaic from Basilica San Clemente in Rome, 12th century.",mosaics in apse of 12th century church,,54429,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54429,,2022-04-04,,,,1150-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54429,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54429,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Apsis_mosaic_San_Clemente.jpg,,2022-04-04,,,Apsis mosaic San Clemente.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54429,,2022-04-04,,,,,,,,
,Santa Prassede,"Vault of the San Zeno Chapel, Basilica di Santa Prassede, Rome, Italy","architectural structure, photo by Till Niermann",,54439,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54439,,2022-04-04,,,,0780-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54439,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54439,,2022-04-04,,,,,,,,,,,,"Santa Prassede - Mosaic, Chapel of San Zeno.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54439,,2022-04-04,,,,,,,,
,Christian sign of the fish in the museum in a Euphrasian church,"Magyar: Szent Euphrasius-bazilika, mozaikok
(Z-2432 Poreč Kompleks Eufrazijeve bazilike)","mosaic, photo by Thaler Tamas",,54449,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PorecFotoThalerTamas14.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54449,,2022-04-04,,,,,,,,
,"Southern wall of church in Aghtamar, Turkey","Eastern wall of Aghtamar, Turkey.","architectural structure, photo by Verity Cridland",,54451,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54451,,2022-04-04,,,,0918-01-01T00:00:00Z,9,,0915-01-01T00:00:00Z,9,,0921-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54451,,2022-04-04,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54451,,2022-04-04,,,,,,,,,,,,Aghtamar Eastern wall.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54451,,2022-04-04,,,,,,,,
,"Armenian cross, Catholic church in the Cilicia region of Lebanon","A khatchkar (an Armenian cross stone) at the The Catholicossate of the Great House of Cilicia, seat of the Catholicos of Cilicia of the Armenian Apostolic Church in Antelias, Lebanon .","sculpture, photo by Sharif Bujanda Viloria",,54452,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54452,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenian Catholicossate of Cilicia - khatchkar.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54452,,2022-04-04,,,,,,,,
,Noravank Monastery,"Noravank, Mother of God Church, western side. Noravank (literally ""new monastery"") is a 13th-century Armenian monastery, near the town of Yeghegnadzor, Armenia. The monastery is best known for its two-storey Surb Astvatsatsin (Holy Mother of God) church, which grants access to the second floor by way of a narrow stone-made staircase jutting out from the face of building. Noravank was founded in 1205 by Bishop Hovhannes, a former abbot of Vahanavank near the present-day city of Kapan in Syunik. The monastic complex includes the church of Surb Karapet, Surb Grigor chapel with a vaulted hall, and the church of Surb Astvatsatsin (Holy Mother of God). Ruins of various civil buildings and khachkars are found both inside and outside of the compound walls. The fortress walls surrounding the complex were built in the 17th–18th centuries. The grandest structure is Surb Astvatsatsin (Holy Mother of God) Church, also called Burtelashen (Burtel's construction) in the honour of Prince Burtel Orbelian, its financier. It is situated to the south-east of the Surb Karapet church. Surb Astvatsatsin was completed in 1339, a masterpiece of the talented sculptor and miniaturist Momik, who designed it, and was also his last work. Near the church there is his tomb khachkar, small and modestly decorated, dated the same year. The Holy Mother of God Church is a memorial church. Its ground floor, rectangular in plan, was a family burial vault; the floor above, cross-shaped in plan, was a memorial temple crowned with a multi-columned rotunda. The western portal is decorated with special splendour. An important role in its decoration is played by the cantilevered stairs that lead to the upper level, with profiled butts to the steps. The doorways are framed with broad rectangular plaitbands, with ledges in the upper part, with columns, fillets and strips of various, mostly geometrical, fine and intricate patterns. There are representations of doves and sirens with women's crowned heads. Such reliefs were widely used in fourteenth-century Armenian art and in earlier times in architecture, miniatures and works of applied art, on various vessels and bowls. The entrance tympanums are decorated with bas-reliefs showing, on the lower tympanium, the Holy Virgin with the Child and Archangels Gabriel and Michael at her sides, and, on the upper tympanium, a half-length representation of Christ and figures of the Apostles Peter and Paul. (source: en.wikipedia.org/wiki/Noravank )","architectural structure, photo by Arian Zwegers",,54455,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54455,,2022-04-04,,,,1250-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54455,,2022-04-04,,,,,,,,,,,,,,,,,,,Noravank (35283103663).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54455,,2022-04-04,,,,,,,,
,Manuscript from the Matenadaran Library,"Detail of manuscript. The Matenadaran at Yerevan, the capital of Armenia. The Matenadaran is one of the oldest and richest book-depositories in the world.
Its collection of about 17.000 manuscripts includes almost all the areas of 
ancient and medieval Armenian culture and sciences - history, geography, 
grammar, philosophy, law, medicine, mathematics-cosmography, theory of calendar, 
alchemy-chemistry, translations, literature, chronology, art history, miniature, 
music and theatre, as well as manuscripts in Arabic, Persian, Greek, Syrian, 
Latin, Ethiopian, Indian, Japanese and others. In this center of cultural 
heritage many originals, lost in their mother languages and known only of their 
Armenian translations, have been saved from loss. The history of the Matenadaran dates back to the creation of the Armenian alphabet in 405.","manuscript, photo by Retlaw Snellac",,54456,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54456,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matenadaran 3.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54456,,2022-04-04,,,,,,,,
,Queen Melisende's Psalter: Presentation of Christ in the Temple,,manuscript by artist unknown,,54457,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54457,,2022-04-04,,,,1137-01-01T00:00:00Z,9,,1131-01-01T00:00:00Z,9,,1143-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54457,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54457,,2022-04-04,,,Q19652,,,,"https://commons.wikimedia.org/wiki/File:Presentation_of_Christ_in_the_Temple_-_Psalter_of_Queen_Melisende_(1131-1143),_f.3_-_BL_Egerton_MS_1139.jpg",,2022-04-04,,,"Presentation of Christ in the Temple - Psalter of Queen Melisende (1131-1143), f.3 - BL Egerton MS 1139.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54457,,2022-04-04,,,,,,,,
,Mural hall inside the Gelati monastery,გელათის მონასტერი / Gelati Monastery,"mural by artist unknown, photo by Herbert Frank",,54462,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54462,,2022-04-04,,,,1106-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54462,,2022-04-04,,,,,,,,,,,,,,,,,,,გელათის მონასტერი Gelati Monastery (48743988902).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54462,,2022-04-04,,,,,,,,
,"Embellished manuscript page at the Monastery of Na'akuto La'ab, Ethiopia","Near Lalibela, Ethiopia.","manuscript by artist unknown, photo by A. Davey",,54476,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54476,,2022-04-04,,,,,,,,,,,,,,,,,,,Q115,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54476,,2022-04-04,,,,,,,,,,,,Embellished Manuscript Page at the Monastery of Na’akuto La’ab (3418742275).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54476,,2022-04-04,,,,,,,,
,"North Stelae Park, Axum, Ethiopia","This photo shows part of the North Stelae Park in Axum, Ethiopia. To the left are the shattered remains of the Great Obelisk, shown and described in an earlier photo. On the right is the 27-meter tall (some would say 23-meter tall) obelisk called ""King Ezana's Stele.""  King Ezana is said to have accepted Christianity around the year 330 of the current era. Modern Axum in Ethiopia is built on and around the remains of an ancient city, the former capital of the Axumite Kingdom. The Axumite Kingdom had emerged as a regional power by the second century of the current era. Axum reached its peak between the third and sixth centuries of the current era.  Most people do not know that Axum was one of the most powerful kingdoms on earth during its hayday, primarily because of its control of trade routes on sea and on land. Today, the stelae, or obelisks, erected by Axumite kings are the most impressive remains of that ancient society. The late archaeologist Stuart Munro-Hay wrote a fascinating description of the obelisks at Axum, including the one pictured here. Without doubt, Aksum's most impressive remains are the royal tombs and their fabulous markers, the 'stelae' or obelisks. Even the plain examples are impressive, cut from hard local granite. But truly staggering is a series of six carved examples. These seem to depict the dead rulers' palaces---their tombs lay beneath, and it was our good fortune to be the discoverers of this underground world. The stelae---or so we may conjecture---were the stairways to heaven for the kings of Aksum. At the base are granite plates with carved wine-cups for offerings to the spirit of the deceased. The largest stela is certainly among the biggest single stones ever quarried by human labour. It testifies to the magnificent self-esteem of the unknown ruler who had it extracted and dragged several kilometres to its final site, and to the skill and artistry of those who prepared and decorated it. Over thirty-three metres tall, the stele represents a thirteen storey tower, with elaborate window-tracery, frames, lintels, beam-ends, even a door with a bolt. This monstrous stone soon fell---perhaps a few seconds after being levered upright---smashing onto the roof block of a tomb nearby. This block (some 17 x 7 x 1.5 metres), was not broken, though the tomb underneath it was crushed, but the great stele separated into three pieces. The top was completely smashed by the impact. Nearby is its largest still-standing neighbour, twenty-seven metres tall. Underneath this 'stele field' is an extraordinary series of tombs, the underground maze which we began in 1973-4 to explore and clear. On all sides tunnels open out---some dug by robbers. The ground here contains fallen stelae, or their base-plates, that have slipped down from above, buried staircases, walls and walled platforms, shafts and other structures, as well as tomb chambers and their contents---skulls and bones, pottery, metal, and piles of other grave-goods. Text copyright Stuart Munro-Hay 1998.","architectural structure by artist unknown, photo by A. Davey",,54483,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54483,,2022-04-04,,,,0350-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0450-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54483,,2022-04-04,,,Q115,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54483,,2022-04-04,,,,,,,,,,,,"The North Stelae Park, Axum, Ethiopia (2812686646).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54483,,2022-04-04,,,,,,,,
,Mausoleum of Galla Placidia mosaics. UNESCO World heritage site.,"Mausoleum of Galla Placidia mosaics. UNESCO World heritage site. Ravenna, Italy. 5th century A.D.","mosaic by artist unknown, photo by Petar Milošević",,54491,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54491,,2022-04-04,,,,0450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54491,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54491,,2022-04-04,,,,,,,,,,,,Mausoleum of Galla Placidia mosaics (Ravenna).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54491,,2022-04-04,,,,,,,,
,Baptism of Christ,www.ravennamosaici.it/en/neonian-baptistery/,"architectural structure by artist unknown, photo by Following Hadrian",,54493,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54493,,2022-04-04,,,,0400-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,0450-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54493,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54493,,2022-04-04,,,,,,,,,,,,"Ceiling mosaic depicting the baptism of Jesus by Saint John the Baptist, Baptistery of Neon, Ravenna - 49765946052.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54493,,2022-04-04,,,,,,,,
,Apse Mosaic with Cross and Sant' Apollinaire with Sheep,,"mosaic by artist unknown, photo by Incola",,54496,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54496,,2022-04-04,,,,0549-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54496,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54496,,2022-04-04,,,,,,,,,,,,Abside Sant'Apollinare Classe.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54496,,2022-04-04,,,,,,,,
