,accession_number,locale,description,qid,label_en,ratio,partial_ratio,prop,category,type,title
123,2017.001.038,en,the brothers karamazoo a.t. o finz schunkery,Q103297822,brothers karamazov: man raving over coffin,58,61,0.951,,print,Brothers Karamazov: Man Raving Over Coffin
124,1996.007,en,i 35 fo the loving cup ام,Q103304743,loving cup,57,100,0.57,,print,Loving Cup
125,2001.145,en,130 hall of fame ✰✰✰ country music hall of fame and museum grand opening! thur. may 17. 2001 build tough nashville. tennessee ford ,Q105091716,country music hall of fame and museum grand opening!,57,100,0.57,,poster,Country Music Hall of Fame and Museum Grand Opening!
126,1979.1199P,en,"c roots of abstract art in america 1910-1930 national collection of fine arts dec. 2 through jan. 9, 1966 constitution avenue at 10th street, washington, d.c. robert motherwell/ commissioned by the list art poster program of the american federation of arts",Q103307658,"roots of abstract art in america 1910-1930; national collection of fine arts dec. 2 through jan. 9, 1966",57,99,0.576,,poster,"Roots of Abstract Art in America 1910-1930; National Collection of Fine Arts Dec. 2 through Jan. 9, 1966"
127,2015.075.32,en,"responsible parents protect their children from hiv infection before, during and after birth they seek pmtct services to know their hiv status to avoid passing the virus to their babies pmtct prevention of mother to child transmission of hiv/aids european commission **** ministry of health protect your child from hiv be a resposible and caring parent seek pmtct services at your nearest health facility 1888 tablets mealth car marie stopes kenya syrup awa jiokoe",Q106567586,"responsible parents protect their children from hiv infection before, during and after birth. they seek mtct services to know their hiv status to avoid passing the virus to their babies.",57,99,0.576,,poster,"Responsible parents protect their children from HIV infection before, during and after birth. They seek MTCT services to know their HIV status to avoid passing the virus to their babies."
128,2000.076,en,a reuniono who's your daddy playing your fave monkees' tunes & so much more o ulfflfle cafe elysian 1001 wash.st hoboken sept 17 1999 105* m ticketssio-at tunes,Q105092357,"who's your daddy playing your fave, monkees' tunes & so much more",57,98,0.582,,poster,"Who's Your Daddy Playing your Fave, Monkees' Tunes & So Much More"
129,2001.019,en,"perpetual obscurity records presents paul thorn ✰✰✰ trailer park philosopher   live from tupelo, miss. ""ain't love strange"" forbidden white trash stories perpetual obscurity records ",Q106567519,perpetual obscurity records presents paul thorn - trailer  park philosopher ,57,96,0.594,,poster,Perpetual Obscurity Records Presents Paul Thorn - Trailer  Park Philosopher (and more)
130,2000.118,en,> what 4 golden book! want ap sue cot 19,Q102976979,what a golden beak! ,57,85,0.671,,poster,What a Golden Beak! (They Want War)
131,1988.028,en,mother & child. 6 w. dennis 55,Q106577388,mother and child,57,81,0.704,,print,Mother and Child
132,1997.140,en,funeral de win day 7/50 co000 ww23 7132,Q105091824,funeral de un payaso ,57,76,0.75,,print,Funeral de un Payaso (Funeral of a Clown)
133,1988.027,en,winter woodⓒ/210 ninon lacey,Q106577503,winter wood,56,100,0.56,,print,Winter Wood
134,2004.061,en,the salt of the earth mingled with the salt of the sea,Q102974740,the salt of the earth,56,100,0.56,,poster,The Salt of the Earth
135,2005.006,en,marianne faithfull belcourt theatre december 9,Q105091959,marianne faithfull,56,100,0.56,,poster,Marianne Faithfull
136,2001.063,en,white animals exit\in july 6 & 7 tickets available through ticketmaster ,Q105092353,"white animals, exit/in, july 6 and 7",56,83,0.675,,poster,"White Animals, Exit/In, July 6 and 7"
137,1976.019,en,"""dawn"" native",Q105091732,dawn ,56,80,0.7,,print,Dawn (A Winter Scene)
138,2016.013.3,en,thes genius worker,Q102974206,the genius on the streets of berlin ,56,72,0.778,,print,The Genius on the Streets of Berlin (The Young Albert Einstein)
139,1980.024,en,"""treaty vermillion 9/30 rudy pozzatti 1979",Q103310544,treaty in vermillion,55,85,0.647,,print,Treaty in Vermillion
140,2000.008,en,antips friz the year of the link whentury,Q103310301,the year of the child,55,81,0.679,,print,The Year of the Child
141,2001.026,en,asia guitarmaker symposium & exhibition mar 22-26 sheraton music city exhibition & sale of handmade stringed instruments 100's of guitars open to public acoustic fri. 6 pm-10pm guitar sat & sun x noon to 6 pm $5 admission ilatch show print nashville,Q103297096,"asia guitarmaker symposium and exhibition, march 22-26, exhibition and sale of handmade stringed instruments",55,80,0.688,,poster,"Asia Guitarmaker Symposium and Exhibition, March 22-26, Exhibition and sale of handmade stringed instruments"
142,1999.163,en,nea extravaganza showcase i.v. records 8:00 fair verona 8:45 excentrics 9:30 graveblankets 10:15 outsiders 11:00 all weather girl 11:45 wes cunningham i.v.-warner bros. artist feb ith ***** ✰✰✰✰✰✰✰✰ castle door i.v.records-ascap 115 16th ave. south ************* **** ******** doors open at 7:30 ,Q106567573,"poster for nea extravaganza showcase with fair verona, excentrics, graveblankets, outsiders, all weather girl, and wes cunningham at castle door",55,70,0.786,,poster,"Poster for NEA Extravaganza Showcase with Fair Verona, Excentrics, Graveblankets, Outsiders, All Weather Girl, and Wes Cunningham at Castle Door"
143,1999.162,en,don't miss our big new year's eve midnight show gal nov fun and frolic bone pony spankie's***** sioparty favors! * come early! 17 haton show print,Q105092043,"poster for new year's eve midnight show with bone pony at spankie's, cookeville, tennessee",55,63,0.873,,poster,"Poster for New Year's Eve Midnight Show with Bone Pony at Spankie's, Cookeville, Tennessee"
144,2016.005.22,en,afekeeping katherine j. fries mfa thesis exhibition artist reception miami oxford.oh march 14.4-7 pm march 11-20 2014 galleries hiestand*,Q105092081,safekeeping: katherine j. fries mfa thesis exhibition,54,96,0.562,,poster,Safekeeping: Katherine J. Fries MFA Thesis Exhibition
145,1979.1245P,en,15th invitational nicholas art exhibition at cinema i and krushenick in collaboration with the graham 22 - june gallery 1014 cinema 11 august 10 madison ave.,Q103296385,15th invitational art exhibition at cinema i and cinema ii,54,84,0.643,,poster,15th Invitational Art Exhibition at Cinema I and Cinema II
146,2001.119,en,in concert emmylou harris p linda ronstadt **  **** october 4th τη 8 pm the ryman auditorium ,Q105091761,emmylou harris and linda ronstadt in concert,54,80,0.675,,poster,Emmylou Harris and Linda Ronstadt in Concert
147,2000.054,en,@ 4 lood groups? we've got at least 12. srd kome everybody's state fair 1999 kentucky aug. 19-29 state far joy cu ,Q103296400,"4 food groups we've got at least 12, aug 19-29, 1999",54,71,0.761,,poster,"4 Food Groups We've got at least 12, Aug 19-29, 1999"
148,2005.036,en,eichenberg the lamentations of jeremiah fritz rickenberz 179/200,Q103309906,"the lamentations of jeremiah, from ""ten wood engravings for the old testament""",54,59,0.915,,print,"The Lamentations of Jeremiah, from ""Ten Wood Engravings for the Old Testament"""
149,2005.010,en,the legendary shack shakers t pou 88,Q105092095,shack shakers,53,100,0.53,,poster,Shack Shakers
150,2001.135,en,lost & found sound presents pan american blues on npr's all things considered friday-nov. 24. 2000 hear the stories of: harmonica ‒‒‒‒‒‒ deford bailey the wizard the birth of the grand ole opry wsmradio i * ,Q105091936,"lost and found sound presents pan american blues on npr's ""all things considered""",53,94,0.564,,poster,"Lost and Found Sound Presents Pan American Blues on NPR's ""All Things Considered"""
151,2000.074,en,"the big bolt productions presents mpalers the elevator punk explosion from kc  where  when j try their new album ""aural graffiti'y ",Q105092187,"the impalers, the elevator punk explosion from kc",53,92,0.576,,poster,"The Impalers, The Elevator Punk Explosion from KC"
152,2000.079,en,"songe so two corn dogs coming right up! aug. 19-29 entucky 1999 state fair everybody's state fair haton bnow phashme, tonn",Q103310705,"two corn dogs coming right up! aug 19-29,1999",53,89,0.596,,poster,"Two Corn Dogs Coming Right Up! Aug 19-29,1999"
153,2000.018,en,an evening with natalie merchant ryman auditorium april 21 8pm presented by cellar door & gaylord entertainment ,Q105091608,"an evening with natalie merchant, april 21",53,83,0.639,,poster,"An Evening With Natalie Merchant, April 21"
154,1999.154,en,don't miss our big new year's eve get there early with 5 bucks 2608 franklin & special guest road joylynn white 297-9195 party like it's 1999 seating is limited **** ato - theio sutler show at 9:30 $10 c-1998 ,Q105092042,"poster for new year's eve at the sutler with 5 bucks & special guest joy lynn white, nashville, tennessee",53,69,0.768,,poster,"Poster for New Year's Eve at the Sutler with 5 Bucks & Special Guest Joy Lynn White, Nashville, Tennessee"
155,1979.1196P,en,"clyde world's largest and col circus broe nashville fair grounds auspices: breakfast optimist club matinee night, sat.oct 8 oct worlds largest circus",Q104031925,"clyde beatty - cole bros. world's largest circus; nashville fair grounds-saturday, oct. 8",53,65,0.815,,poster,"Clyde Beatty - Cole Bros. World's Largest Circus; Nashville Fair Grounds-Saturday, Oct. 8"
156,2005.041,en,www. wkid the wolf and the three hittle kids 55/100 palla eichenberg fritz eichmburg,Q103310264,"the wolf and the little kids, from ""fables with a twist""",53,61,0.869,,poster,"The Wolf and the Little Kids, from ""Fables with a Twist"""
157,2000.020,en,the derailers hank williams i rob thorworth exit-in* april 28 wedn. $7 doors at 8pm a pollyanna prod. & the damn band,Q105092171,the derailers hank williams iii & rob thorworth,52,91,0.571,,poster,The Derailers Hank Williams III & Rob Thorworth
158,1998.007,en,american pop culture gallery near satco off 21st call 327-1977 tony fitzpatrick diana sudyka teresa mucha friday february opening 7 p.m saturday tony's booksigning 2-4 p.m. big cat press artists 22 or 20 21,Q106577272,"american pop culture gallery, big cat press artists: tony fitzpatrick, diana sudyka, teresa mucha",52,73,0.712,,poster,"American Pop Culture Gallery, Big Cat Press Artists: Tony Fitzpatrick, Diana Sudyka, Teresa Mucha"
159,2001.180,en,      live in person johnny rabb and the match show print c jailhouse * rockers * appearing at g ** 22.0,Q105091882,johnny rabb and the jailhouse rockers,52,68,0.765,,poster,Johnny Rabb and the Jailhouse Rockers
160,2000.060,en,"american american mus schubas * ********** -sun.nov.7-  norman blake -sun. nov.14- ralph stanley & his clinch mtn. boys both shows* 6 pm & 8:30 pm corner of belmont and southport chicago, il usa c-1999 ",Q105091931,"live american music schubas, norman blake, and ralph stanley & his clinch mtn. boys",52,66,0.788,,poster,"Live American Music Schubas, Norman Blake, and Ralph Stanley & His Clinch Mtn. Boys"
161,2000.096,en,black comedy by a peter shaffer dec 2mbadec4 7.30 thur 8.00 sat on paschall thtr stage 4001 harding rd dec 3 dec 5 8.00 frepresents 3.00 sun the real- inspector hound by tom stoppard ,Q105091967,"mba presents black comedy by peter shaffer, the real inspector hound by tom stoppard",52,64,0.812,,poster,"MBA Presents Black Comedy by Peter Shaffer, The Real Inspector Hound by Tom Stoppard"
162,1999.157,en,"***  southern culture skids 3.  blue mountain tedio boys ✰✰✰✰✰✰✰✰ 199 batch show prini nashville, in m tred",Q105092056,promotional poster for southern culture on the skids with blue mountain and tedio boys,52,58,0.897,,poster,Promotional poster for Southern Culture on the Skids with Blue Mountain and Tedio Boys
163,1999.147,en,rep ffffff p 4² real ter with the sadies joe buck 16 tue march wwwwww seven at door 8 pm bluegrass inn 418 broadwa wmwmwmwmww ,Q105092037,"poster for freakwater with the sadies and joe buck at the bluegrass inn, nashville, tennessee",52,57,0.912,,poster,"Poster for Freakwater with the Sadies and Joe Buck at the Bluegrass Inn, Nashville, Tennessee"
164,2005.042,en,the stock market. 55/100 eichenberg fritz eichenberg,Q103310160,"the stock market, from ""fables with a twist""",52,57,0.912,,print,"The Stock Market, from ""Fables with a Twist"""
165,2000.048,en,the war is over! all is well. **** it's x 1946 a victory in bluegrass tradition august 12 st tation in inn 402 12th ave. s. 9pm* * $5.00  ,Q105091562,1946 a victory in bluegrass tradition august 12,51,100,0.51,,poster,1946 A Victory in Bluegrass Tradition August 12
166,2001.124,en,"david peterson 1946 cd release party july 18- 9 pm with special guests station inn 402 12th ave s, nash. ",Q105091731,david peterson &1946 cd release party,51,97,0.526,,poster,David Peterson &1946 CD Release Party
167,1991.026,en,cyprieedium robert mapplethorpe,Q102964022,cypripedium ,51,92,0.554,,print,Cypripedium (reproduction)
168,2000.027,en,mba presents iam shakespeare's a mid summer night's dream thum phriday sat friday satur. sunday 6-7-8-9 8:00 7:30 8:00 3:00 paschall theater 4001 harding road ,Q105092361,william shakespeare's a mid -summer night's dream may 6-7-8-9,51,80,0.638,,poster,William Shakespeare's A Mid -Summer Night's Dream May 6-7-8-9
169,2000.098,en,winn-dixie superstar summer presents friday aug 27 19996 r.e.m. ∞ wilco alltel pavilion @ walnut creek call now for tickets 919-834-4000 www.ticketmaster.com ,Q105091805,"friday - aug 27 1999, r.e.m. with special guest wilco, all tel pavilion - walnut creek, ",51,72,0.708,,poster,"Friday - Aug 27 1999, R.E.M. with special guest Wilco, All Tel Pavilion - Walnut Creek, Hatch Show Print Poster"
