qid,dimension,type,label
Q103309399,2D,drawing,Tantra design and calligraphy (Tantric Mandala)
Q104032565,2D,drawing,Tantra design with calligraphy (Tantric Mandala)
Q104032569,2D,drawing,Tantra design with calligraphy (Tantric Mandala)
Q104032572,2D,drawing,Tantra design with calligraphy (Tantric Mandala)
Q104032575,2D,drawing,Tantra design with calligraphy (Tantric Mandala)
Q104032578,2D,drawing,Tantra design with calligraphy (Tantric Mandala)
Q106577442,2D,drawing,Teahouse (part 4)
Q105092165,2D,drawing,"The Cabildo, New Orleans"
Q103309808,2D,drawing,The Hunchback
Q103309813,2D,drawing,The Juggler
Q103309949,2D,drawing,The Lonely Wayfarer
Q103309976,2D,drawing,The Misery Comes Out from all Streets
Q105095831,2D,drawing,"The News Building, N.Y."
Q102974774,2D,drawing,"The Star Chamber, Dyer Observatory, Nashville"
Q102974896,2D,drawing,The Vegetable Vendor
Q103310248,2D,drawing,The Weight Lifter
Q103310254,2D,drawing,The Whitebait Season
Q103310308,2D,drawing,There was an Old Painter from Maine
Q103310336,2D,drawing,Three Alphabets
Q102975061,2D,drawing,Three Figures
Q103310437,2D,drawing,Title unknown [two male figures]
Q105092240,2D,drawing,Two Children
Q102975645,2D,drawing,Two Saints
Q103310763,2D,drawing,Two Saints Adoring Madonna
Q103311096,2D,drawing,Unknown calligraphy
Q102975791,2D,drawing,Untitled
Q103311109,2D,drawing,Untitled
Q104032743,2D,drawing,Untitled
Q104032744,2D,drawing,Untitled
Q104032745,2D,drawing,Untitled
Q104032746,2D,drawing,Untitled
Q104032747,2D,drawing,Untitled
Q104032750,2D,drawing,Untitled
Q104032751,2D,drawing,Untitled
Q104032752,2D,drawing,Untitled
Q104032753,2D,drawing,Untitled
Q104032754,2D,drawing,Untitled
Q104032755,2D,drawing,Untitled
Q104032756,2D,drawing,Untitled
Q104032757,2D,drawing,Untitled
Q104032758,2D,drawing,Untitled
Q104032759,2D,drawing,Untitled
Q104032760,2D,drawing,Untitled
Q104032761,2D,drawing,Untitled
Q104032762,2D,drawing,Untitled
Q104032763,2D,drawing,Untitled
Q104032764,2D,drawing,Untitled
Q104032765,2D,drawing,Untitled
Q104032766,2D,drawing,Untitled
Q104032768,2D,drawing,Untitled
Q104032769,2D,drawing,Untitled
Q104032770,2D,drawing,Untitled
Q104032771,2D,drawing,Untitled
Q104032772,2D,drawing,Untitled
Q104032773,2D,drawing,Untitled
Q104032774,2D,drawing,Untitled
Q104032775,2D,drawing,Untitled
Q104032776,2D,drawing,Untitled
Q105092245,2D,drawing,Untitled
Q105092246,2D,drawing,Untitled
Q105092247,2D,drawing,Untitled
Q105092248,2D,drawing,Untitled
Q105092249,2D,drawing,Untitled
Q105092250,2D,drawing,Untitled
Q105092251,2D,drawing,Untitled
Q105092252,2D,drawing,Untitled
Q105092253,2D,drawing,Untitled
Q105092254,2D,drawing,Untitled
Q105092255,2D,drawing,Untitled
Q105095810,2D,drawing,Untitled
Q105095845,2D,drawing,Untitled
Q105095911,2D,drawing,Untitled
Q105095912,2D,drawing,Untitled
Q105095914,2D,drawing,Untitled
Q105095915,2D,drawing,Untitled
Q106577473,2D,drawing,Untitled
Q103311378,2D,drawing,Untitled (#1056)
Q103311414,2D,drawing,Untitled (for Ed Green)
Q102976056,2D,drawing,"Untitled (from 16 ""Magma drawings"")"
Q103311483,2D,drawing,Untitled (Pastoral scene w/ figure crossing a bridge)
Q105092321,2D,drawing,Untitled 82-5
Q104033012,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033013,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033014,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033015,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033016,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033018,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033020,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033021,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033022,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033024,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033025,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033026,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033029,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033030,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033031,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033032,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033033,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033035,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033037,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033039,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033040,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033042,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033043,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033044,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033045,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033046,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033047,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033048,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033050,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033051,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033052,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033053,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033054,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033056,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033057,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033058,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033061,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033062,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033063,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033064,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033065,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033066,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033067,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033068,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033070,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033071,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033072,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033073,2D,drawing,"Untitled from ""Danse Macabre"""
Q104033074,2D,drawing,"Untitled from ""Danse Macabre"""
Q105096051,2D,drawing,Vanderbilt Fine Arts Building
Q103312016,2D,drawing,Venus on a Dolphin with Putti
Q104033114,2D,drawing,Vermeer Series: Study for Requiem
Q104033115,2D,drawing,Vermeer Series: Study for Requiem
Q102976678,2D,drawing,Vestal Virgins Making an Offering
Q105092335,2D,drawing,View of a River and Bridge
Q102976921,2D,drawing,Warrior Reservoir
Q102976949,2D,drawing,Wayside Madonna
Q105092352,2D,drawing,Where Dreams are Made
Q102977165,2D,drawing,Without Title (Subway Drawing)
Q102977175,2D,drawing,Woman and Landscape
Q103312418,2D,drawing,Woman sans Flowers
Q103312430,2D,drawing,Woman Smoking
Q103312584,2D,drawing,Young Girl Holding a Flower
Q103312629,2D,drawing,Young Woman with Horizontally Striped Shirt
Q106566575,2D,image,"(Vignette and Chapterhead), from Jane Eyre, Title Page by Charlotte Brontë ."
Q106566576,2D,image,"(Vignette with Ape, from Tales of Edgar Allan Poe, Part 1 by Edgar Allan Poe."
Q106566577,2D,image,"(Vignette with Devil), from Tales of Edgar Allan Poe, Part 4 by Edgar Allan Poe."
Q106566578,2D,image,"(Vignette with Dwarf), from Tales of Edgar Allan Poe, Part 6 by Edgar Allan Poe."
Q106566581,2D,image,"(Vignette with Medallion), from Tales of Edgar Allan Poe, Part 3 by Edgar Allan Poe."
Q106566584,2D,image,"(Vignette with Ship), from Short Stories of Wilkie Collins, by Wilkie Collins."
Q106566588,2D,image,"(Vignette with Tombstone), from Tales of Edgar Allan Poe, Part 5 by Edgar Allan Poe."
Q102961219,2D,image,"A collection of approx. 180 architectural plans for the Woolworth Building (New York, NY)"
Q102961225,2D,image,"A Conversation with Guido di Brettinoro, (Purgatorio, Canto 14) from Illustrations to Dante's Divine Comedy"
Q106566590,2D,image,"A Descent into the Maelstrom, from Tales of Edgar Allan Poe, by Edgar Allan Poe."
Q106566591,2D,image,"A Horse Plowing, from Gulliver's Travels, Part 4, Chapter 9, A Voyage to the Country of the Houyhnhnms, by Jonathan Swift."
Q106566594,2D,image,"A Terribly Strange Bed (The Gamblers), from Short Stories of Wilkie Collins, by Wilkie Collins."
Q102961393,2D,image,A Train of Wagons with Goods
Q106566596,2D,image,"About the Author and the Book (Vignette, Artist at Work), from Short Stories of Wilkie Collins, by Wilkie Collins."
Q106566597,2D,image,"Adele Presented to the Ladies, from Jane Eyre, Chapter 17 by Charlotte Brontë ."
Q106566573,2D,image,"Alas, Poor Yorick-, from Shakespeare's Seven Tragedies, Hamlet, Act V Scene 1 by William Shakespeare."
Q106566599,2D,image,"Along the Neva (Vignette), from Crime and Punishment, Part 3 by Fyodor Dostoevsky"
Q106566600,2D,image,"Antony leaves Cleopatra, from Shakespeare's Seven Tragedies, Antony and Cleopatra, Act I Scene 3 by William Shakespeare."
Q105095987,2D,image,Around the World - Eastward or Westward with NYK line
Q106566601,2D,image,"Asleep on the Bench, from The Idiot, Chapter 8 by Fyodor Dostoevsky."
Q106566603,2D,image,"At Cathy's Grave, from Wuthering Heights, Chapter 29 by Emily Brontë ."
Q106566604,2D,image,"At the Grave (Vignette), from Wuthering Heights, Title Page by Emily Brontë ."
Q106566605,2D,image,"At the Grave, from Fathers and Sons, Chapter 28 by Ivan Turgenev."
Q106566606,2D,image,"At the Post Station, from Fathers and Sons, Chapter 1 by Ivan Turgenev."
Q106566608,2D,image,"At the Priest's, from Childhood, Boyhood, Youth, Youth, Chapter 8 by Leo Tolstoy."
Q106566609,2D,image,"Attempted Suicide, from The Idiot, Chapter 7 by Fyodor Dostoevsky."
Q102961843,2D,image,"Autumn, Sowing of Grain"
Q106566610,2D,image,"Before the Suicide, from Crime and Punishment, Chapter 6 by Fyodor Dostoevsky"
Q106566611,2D,image,"Berenice, from Tales of Edgar Allan Poe, by Edgar Allan Poe."
Q103550939,2D,image,Blow Up with the Brig! from Short Stories of Wilkie Collins
Q103550944,2D,image,"Blow Winds from King Lear, Act III Scene 2 by William Shakespeare"
Q106566615,2D,image,"British History, from Gulliver's Travels, Part 3, Chapter 8, A Voyage to Laputa, Balmibarbi, Luggnagg, Glubbdubdrip, and Japan, by Jonathan Swift."
Q106566616,2D,image,"Burning the Money, from The Idiot, Chapter 16 by Fyodor Dostoevsky."
Q102962954,2D,image,"Capt. Sterrett in the Schr Enterprise paying tribute to Tripoli, August 1801"
Q103298098,2D,image,"Carnation, Tulip, Anemone and Roses"
Q106566618,2D,image,"Catherine's Ghost at the Window, from Wuthering Heights, Chapter 3 by Emily Brontë ."
Q106566619,2D,image,"Cathy and the Mastiff, from Wuthering Heights, Chapter 6 by Emily Brontë ."
Q106566620,2D,image,"Cathy Dreams of Heathcliff, from Wuthering Heights, Chapter 12 by Emily Brontë ."
Q106566624,2D,image,"Cathy Waiting for Heathcliff, from Wuthering Heights, Chapter 9 by Emily Brontë ."
Q106566633,2D,image,"Chessboard (Vignette), from Shakespeare's Seven Tragedies, Hamlet, by William Shakespeare."
Q105095764,2D,image,Chicken Legs and Bird Heads
Q103298388,2D,image,Child Holding a Bird
Q106566646,2D,image,"Cleopatra's Death, from Shakespeare's Seven Tragedies, Antony and Cleopatra, Act V Scene 2 by William Shakespeare."
Q106566652,2D,image,"Comforting Nastasya, from The Idiot, Chapter 8 by Fyodor Dostoevsky."
Q106566658,2D,image,"Consoling the Murderer, from The Idiot, Chapter 11 by Fyodor Dostoevsky."
Q106566670,2D,image,"Contents of His Pockets, from Gulliver's Travels, Part 1, Chapter 2, A Voyage to Lilliput, by Jonathan Swift."
Q106566677,2D,image,"Cordelia Condemned, from Shakespeare's Seven Tragedies, King Lear, Act I Scene 1 by William Shakespeare."
Q106566686,2D,image,"Cornered Stag (Vignette), from Shakespeare's Seven Tragedies, Othello, by William Shakespeare."
Q106566695,2D,image,"Curtain Closed (VIgnette), from The Idiot, Part 4 by Fyodor Dostoyevsky."
Q102964059,2D,image,"Dante Discoursing with Cacciaguida (Paradisio, Canto 17) from Illustrations to Dante's Divine Comedy"
Q106566719,2D,image,"Death of Brutus, from Shakespeare's Seven Tragedies, Julius Caesar, Act V Scene 4 by William Shakespeare."
Q106566724,2D,image,"Decorative Oval, from Reynard the Fox, Title Page by J.W. von Goethe."
Q103299139,2D,image,"Découpage, Noir/Rose/Vert (estampe)"
Q102964214,2D,image,"Deuxieme Suite de Chevaux, No. 14; d'apre Carle et Horace Vernet"
Q102964219,2D,image,"Deuxieme Suite de Chevaux, No. 15"
Q102964223,2D,image,"Deuxieme Suite de Chevaux, No. 16"
Q102964234,2D,image,"Deuxieme Suite de Chevaux, No. 17"
Q106566726,2D,image,"Dream of a Horse, from Crime and Punishment, Chapter 5 by Fyodor Dostoevsky"
Q106566727,2D,image,"Dreaming in the Woods, from Childhood, Boyhood, Youth, Youth, Chapter 32 by Leo Tolstoy."
Q106566728,2D,image,"Duelers (Vignette), from Shakespeare's Seven Tragedies, Romeo and Juliet, by William Shakespeare."
Q102964638,2D,image,"Duexieme Suite de Chevaux, No. 13"
Q106566729,2D,image,"Egyptian Bas-Relief (Vignette), from Shakespeare's Seven Tragedies, Antony and Cleopatra, by William Shakespeare."
Q102964785,2D,image,"Entrance into Manchester across Water Street, plate 6"
Q106566733,2D,image,"Examined by the Horses, from Gulliver's Travels, Part 4, Chapter 3, A Voyage to the Country of the Houyhnhnms, by Jonathan Swift."
Q103299666,2D,image,"Excavation of Olive Mount, 4 Miles from Liverpool, plate 3"
Q106566734,2D,image,"Exchanging Crosses, from The Idiot, Chapter 4 by Fyodor Dostoevsky."
Q102964885,2D,image,Faerie Garden
Q106566735,2D,image,"Fallen Standard (Vignette), from Shakespeare's Seven Tragedies, Julius Caesar, by William Shakespeare."
Q106566736,2D,image,"Ferocious Dogs, from Wuthering Heights, Chapter 1 by Emily Brontë ."
Q103299852,2D,image,Ferragunous Thrush
Q106566738,2D,image,"Fight at the Stable, from Wuthering Heights, Chapter 4 by Emily Brontë ."
Q106566740,2D,image,"First Meeting of Lovers, from Shakespeare's Seven Tragedies, Romeo and Juliet, Act I Scene 5 by William Shakespeare."
Q105096097,2D,image,Flowers
Q102965312,2D,image,Four Locomotive Scenes
Q106566741,2D,image,"Fun with Ilinka, from Childhood, Boyhood, Youth, Childhood, Chapter 19 by Leo Tolstoy."
Q106566746,2D,image,"Georgiana and Eliza, from Jane Eyre, Chapter 21 by Charlotte Brontë ."
Q105091827,2D,image,"Germany - Information and handbooks from all tourist agencies and travel bureaus. German Tourist Information Offices, 665 Fifth Avenue, New York City"
Q106566761,2D,image,"Ghosts on the Moors, from Wuthering Heights, Chapter 34 by Emily Brontë ."
Q106566782,2D,image,"Grisha Praying, from Childhood, Boyhood, Youth, Childhood, Chapter 12 by Leo Tolstoy."
Q106566793,2D,image,"Gulliver Made Prisoner, from Gulliver's Travels, Part 1, Chapter 1, A Voyage to Lilliput, by Jonathan Swift."
Q106566807,2D,image,"Hamlet and His Mother, from Shakespeare's Seven Tragedies, Hamlet, Act III Scene 4 by William Shakespeare."
Q106566825,2D,image,"Heathcliff Threathens his Son, from Wuthering Heights, Chapter 19 by Emily Brontë ."
Q106566839,2D,image,"Hindley With Knife, from Wuthering Heights, Chapter 9 by Emily Brontë ."
Q106566840,2D,image,"Homecoming, from Gulliver's Travels, Part 4, Chapter 11, A Voyage to the Country of the Houyhnhnms, by Jonathan Swift."
Q106566842,2D,image,"Hopfrog, from Tales of Edgar Allan Poe, by Edgar Allan Poe."
Q103301372,2D,image,I Think to Live Would be a Bliss
Q106566898,2D,image,"In the Anteroom, from The Idiot, Chapter 2 by Fyodor Dostoevsky."
Q106566899,2D,image,"In the Brothel, from Resurrection, Chapter 13 by Leo Tolstoy."
Q106566900,2D,image,"In the Carriage, from Fathers and Sons, Chapter 22 by Ivan Turgenev."
Q106566902,2D,image,"In the Railroad Car, from The Idiot, Chapter 1 by Fyodor Dostoevsky."
Q106566918,2D,image,"Insulting Strangers, from Childhood, Boyhood, Youth, Youth, Chapter 16 by Leo Tolstoy."
Q106566920,2D,image,"Jane and Mr. Brocklehurst, from Jane Eyre, Chapter 6 by Charlotte Brontë ."
Q106566922,2D,image,"Jane Collapses, from Jane Eyre, Chapter 28 by Charlotte Brontë ."
Q106566924,2D,image,"Jane locked up, from Jane Eyre, Chapter 2 by Charlotte Brontë ."
Q106566925,2D,image,"Jesus Nazarenus (Vignette), from The Idiot, Part 2 by Fyodor Dostoevsky."
Q102966709,2D,image,"Jeune Dame a la Promenade, No. 6"
Q103301876,2D,image,Jubilation
Q106566928,2D,image,"Juliet on her Knees, from Shakespeare's Seven Tragedies, Romeo and Juliet, Act III Scene 5 by William Shakespeare."
Q103302272,2D,image,L'Ombre d'une Obscure Nuit
Q102967175,2D,image,La Halte
Q103302352,2D,image,"Land of the Vikings - See the Lands of the Vikings - ask any travel bureau, steamship or RA agent"
Q106566937,2D,image,"Lazarus (Vignette), from Crime and Punishment, Part 4 by Fyodor Dostoevsky"
Q102967932,2D,image,"Le Bon Genre, #110; Jeu de Bague Volante"
Q102967937,2D,image,"Le Bon Genre, #5; La Promenade sous le Berceau"
Q102967969,2D,image,Le Galop de Chasse
Q105095927,2D,image,Le Volant
Q105095906,2D,image,Leaving Gibralter
Q103304592,2D,image,Letter to the Mother
Q106566941,2D,image,"Licking the Carpet, from Gulliver's Travels, Part 3, Chapter 9, A Voyage to Laputa, Balmibarbi, Luggnagg, Glubbdubdrip, and Japan, by Jonathan Swift."
Q106566942,2D,image,"Ligeia, from Tales of Edgar Allan Poe, by Edgar Allan Poe."
Q102968256,2D,image,Love
Q106566945,2D,image,"Mama's Death, from Childhood, Boyhood, Youth, Childhood, Chapter 27 by Leo Tolstoy."
