RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
26300,3D,2022-06-17 13:59:30.0,2002-03-21 00:00:00.0,France,,"Upper lintel of right portal, west facade.  From left to right: Presentation in the Temple; Christ child standing on altar (head missing), Mary, Joseph the father of Jesus (hands broken), and three women. [ICAD] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,124,,1145,||||,BXmas01,Educational Use Permitted,"20 C48 CND 14W,001 C1",Luke 2:22-40,Cathédrale de Chartres,57,,"Chartres Cathedral; Presentation of the infant Jesus in the temple; upper lintel, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Presentation of Jesus at the Temple,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,73B4,,2,,999,Creative Commons BY-SA 4.0
26301,3D,2022-06-17 14:00:06.0,2002-03-21 00:00:00.0,France,,"<p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002C",,Cathédrale de Chartres,58,,"Chartres Cathedral; Roland, Louis VII; jamb figures on left embrasure, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Louis VII, King of France, 1120-1180 |Roland (Legendary character)",Chartres,,Art in the Christian Tradition,82A(ROLAND),,2,,999,Creative Commons BY-SA 4.0
26302,3D,2022-06-17 14:00:32.0,2002-03-21 00:00:00.0,France,,"Top archivolts above Mary portal (right portal, west facade).  On archivolt 1 (outer), from left to right, Geometry and Arithmetic; on archivolt 2 (inner), hand of God (broken) flanked by two angels swinging censors. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,"Martianus Capella, Satiricon (de septem disciplinis) was first to personify liberal arts as women (5th c.)  [NW]",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 C3",,Cathédrale de Chartres,59,,"Chartres Cathedral; Geometry, Arithmetic, Hand of God, angels; archivolts, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Liberal Arts|Geometry|Arithmetic|Angels|Hand of God,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,49C122|49C121|11C12|11G,,2,1145,999,Creative Commons BY-SA 4.0
26303,3D,2022-06-17 14:00:55.0,2002-03-21 00:00:00.0,France,,"Left archivolts of central portal, west facade.  From left to right, two male figures representing the 24 elder musicians of the Apocalypse; then two of twelve angels surrounding Christ in Majesty.  Each elder holds a container of perfume and a musical instrument [Villette, pg. 31-35] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 A2",,Cathédrale de Chartres,60,,"Chartres Cathedral; elders, angels; left archivolts, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Elders|Music|Apocalypse: Revelation,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,73G211,,2,1145,999,Creative Commons BY-SA 4.0
26305,3D,2022-06-17 14:01:15.0,2002-03-21 00:00:00.0,France,,"Capitals depicting life of Christ and heads of jamb figures, right portals, west facade.  On capitals, from left to right, Last Supper, Peter cutting the ear of Malchus, Betrayal and Arrest, Entry into Jerusalem, Burial [Villette, pg. 83-86] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,APass|BPass|CPalm,Educational Use Permitted,"20 C48 CND 14W,002 B10/B11-B20",Matthew 26:14-27:66|Mark 14:1-15:47|Luke 19:28-40,Cathédrale de Chartres,62,,"Chartres Cathedral; scenes of life of Christ and heads of jamb figures; right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Passion of Jesus Christ: Arrest of Jesus|Entry into Jerusalem,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,73D2|73D3|73D14|73D7,,2,,25,Creative Commons BY-SA 4.0
26306,3D,2022-06-17 14:01:40.0,2002-03-21 00:00:00.0,France,,"Left jamb figures of right (Mary) portal, west facade, three male jamb figures, from left to right: unidentified king, Roland (Chanson de Roland)?,  Louis VII? [Villette, pg. 69-70] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,63,,"Chartres Cathedral; king, Roland, Louis VII; left embrasure jamb figures, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Louis VII, King of France, 1120-1180 |Roland (Legendary character)",Chartres,,Art in the Christian Tradition,82A(ROLAND),,2,1145,999,Creative Commons BY-SA 4.0
26307,3D,2022-06-17 14:02:01.0,2002-03-21 00:00:00.0,France,,"From the left: Matthew, Charlemagne or Constantine, Hildegard wife of Charlemagne or an unidentified queen. [Villette, pg. 70-71] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,"Anne: more detailed description needed? Right jamb figures of right portal, west portal (Mary portal), possibly ancestors of Christ: saint, king and queen.",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,64,,"Chartres Cathedral; Matthew, Charlemagne (Constantine), Hildegard wife of Charlemagne; right embrasure jamb figures, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,11H(CHARLEMAGNE)|11H(CONSTANTINE),,2,,999,Creative Commons BY-SA 4.0
26308,3D,2022-06-17 14:02:22.0,2002-03-21 00:00:00.0,France,,"Capitals above right jamb figures of right portal (Mary portal).  Scenes from life of Christ:  Washing of Feet, Meal at Emmaus, Denial of Peter. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,AEast03|AHoly04|APass|BPass|CPass,Educational Use Permitted,"20 C48 CND 14W,002 B11-B20","Luke 24:13-35|John 13:1-17, 31b-35|Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56",Cathédrale de Chartres,65,,"Chartres Cathedral; Life of Christ; capitals above right jamb figures, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Footwashing|Emmaus: Supper|Jesus Washes Disciples Feet|Passion of Jesus Christ: Denial of Peter,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,73D23|73E343|73D33,,2,,999,Creative Commons BY-SA 4.0
26309,3D,2022-06-17 14:02:48.0,2002-03-21 00:00:00.0,France,Stone,"Bottom left archivolts of right portal, west facade.  On archivolt 1 (outer), bottom up, Aristotle and Dialectics; on archivolt 2 (inner), bottom up, Pisces (other possible interpretations such as ""birds of the air, fish of the sea,"" four elements, etc.) and Gemini. [Villette, pg. 41-47] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 C2-C3",,Cathédrale de Chartres,66,,"Chartres Cathedral; Aristotle, Dialectics, Gemini, Pisces; left archivolts, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Dialectic|Gemini the Twins|Pisces the Fish,Vanderbilt University,on,Relief sculpture,,"Aristotle, 384-322 BC",Chartres,,Art in the Christian Tradition,98B(ARISTOTLE)|49C112|23O13|23O23,,2,1145,999,Creative Commons BY-SA 4.0
26310,3D,2022-06-17 14:03:09.0,2002-03-21 00:00:00.0,France,Stone,"Top right outside archivolt of right portal, Mary portal.  The Liberal Arts and wise ancients are represented.  This closeup shows  Arithmetic using an abacus, and Boethius looking outward. [Villette, pg. 41-47] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 C3",,Cathédrale de Chartres,67,,"Chartres Cathedral; Arithmetic and Boethius; archivolts, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Arithmetic,Vanderbilt University,on,Relief sculpture,,"Boethius, 477-524",Chartres,,Art in the Christian Tradition,49C121,,2,1145,999,Creative Commons BY-SA 4.0
26311,3D,2022-06-17 14:03:27.0,2002-03-21 00:00:00.0,France,,"A queen, unidentified.  This sculpture is a copy. [Villette, pg. 65] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,68,,"Chartres Cathedral; unidentified queen; left embrasure jamb figure, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
26312,3D,2022-06-17 14:03:54.0,2002-03-21 00:00:00.0,France,,"Heads of Jamb figures are, from left to right, a queen, a Jew, and Isaiah? Capitals are scenes of life of Mary and of Christ - Mary's bath after she is born (the ""First Bath of Mary"") is pictured over the head of the Jew, on the left side.  [Villette, pg. 65-66] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,69,,"Chartres Cathedral; queen, Jew, Isaiah, life of Mary and of Christ; heads of jamb figures and capitals, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Birth customs,Vanderbilt University,on,,,"Isaiah (Biblical figure) |Mary, the mother of Jesus (Biblical figure)",Chartres,,Art in the Christian Tradition,11I62(ISAIAH)|73A31,,2,,999,Creative Commons BY-SA 4.0
26313,3D,2022-06-17 14:04:15.0,2002-03-21 00:00:00.0,France,,"Left jamb figures of central portal, west facade. From left, a queen, a Jew, and Isaiah? [Villette, pg. 65-66] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,70,,"Chartres Cathedral; queen, Jew, Isaiah; left embrasure jamb figures, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Isaiah (Biblical figure),Chartres,,Art in the Christian Tradition,11I62(ISAIAH),,2,,999,Creative Commons BY-SA 4.0
26315,3D,2022-06-17 14:04:54.0,2002-03-21 00:00:00.0,France,,"Two jamb figures (male) on the left of center portal, west facade - a Jew, and Isaiah? [Villette, pg. 65-66] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,72,,"Chartres Cathedral; Jew, Isaiah; left embrasure jamb figures, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Isaiah (Biblical figure),Chartres,,Art in the Christian Tradition,11I62(ISAIAH),,2,1145,999,Creative Commons BY-SA 4.0
26316,3D,2022-06-17 14:05:11.0,2002-03-21 00:00:00.0,France,,"Detail of  tympanum of central portal, west facade. Winged lion (Mark) and winged man (Matthew) beside Christ in majesty. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,"Irenaeus, haer III, 11, 8 Jerome, Ezech 1:1",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 A1",Revelation 4:1-11|Ezekiel 1,Cathédrale de Chartres,73,,"Chartres Cathedral; Evangelist symbols; tympanum, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Four Evangelists,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,11I42,,2,1145,999,Creative Commons BY-SA 4.0
26318,3D,2022-06-17 14:06:10.0,2002-03-21 00:00:00.0,France,,"Detail of tympanum of central portal, west facade.  Winged ox represents the apostle Luke and the eagle represents the apostle John, flanking Christ in majesty. [Villette, pg. 29-31] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,"Irenaeus, haer III, 11, 8 Jerome, Ezech 1:1",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 A1",Revelation 4:1-11|Ezekiel 1,Cathédrale de Chartres,75,,"Chartres Cathedral; winged ox and eagle; tympanum, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Four Evangelists|Eagle|Ox,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,11I421|11I422,,2,,999,Creative Commons BY-SA 4.0
26319,3D,2022-06-17 14:06:31.0,2002-03-21 00:00:00.0,France,Stone,"Lintel beneath tympanum (west facade): figures of apostles beneath winged lion (Mark) and Christ in glory (both partial view).  Three apostles can be identified:  Peter, directly below Christ on the viewer's left, with tightly curled hair and beard, holding part of the key to the kingdom; John, the unbearded youth to Peter's right; and Paul, holding the open parchment scroll.  Elijah is the standing figure at the viewer's far left. [Villette, pg. 35-36] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,"Irenaeus, haer III, 11, 8 (for what?) Jerome, Ezech 1:1",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 A1",,Cathédrale de Chartres,76,,"Chartres Cathedral; Apostles; lintel, central portal, west façade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,Relief sculpture,,"Peter, the Apostle (Biblical figure) |John, the Apostle (Biblical figure) |Paul, the Apostle (Biblical figure) |Elijah (Biblical figure)",Chartres,,Art in the Christian Tradition,11H(PETER)|11H(JOHN)|11H(PAUL)|11I62(ELIJAH),,2,1145,999,Creative Commons BY-SA 4.0
26320,3D,2022-06-17 14:06:53.0,2002-03-21 00:00:00.0,France,Stone,"Lintel beneath tympanum (west facade), viewer's right: figures of apostles beneath Christ in glory.  Apostles are not identifiable; Enoch stands to the right with scroll. [Villette, pg.35-36] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 A1",,Cathédrale de Chartres,77,,"Chartres Cathedral; Apostles; lintel, central portal, west façade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Apostles,Vanderbilt University,on,Relief sculpture,,Enoch (Biblical figure),Chartres,,Art in the Christian Tradition,11I62(ENOCH),,2,1145,999,Creative Commons BY-SA 4.0
26321,3D,2022-06-17 14:07:26.0,2002-03-21 00:00:00.0,France,Stone,"Details of left archivolts of Mary portal (right portal, west facade).  On archivolt 1 (outer), from bottom up, Dialectic (lower half cut), Cicero(? - bottom half shown); on archivolt 2 (inner), from bottom up, Gemini (partially shown), angel (? - top half cut) <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,"Incomplete description Martianus Capella, Satiricon (de septem desciplinis) was first to personify liberal arts as women (5th? 8th?) Aratus of Soli, Phaenomenoa (zodiac) See 38 for more data",1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 C3",,Cathédrale de Chartres,78,,"Chartres Cathedral; Dialectic, Cicero, Gemini, Angel; left archivolts, right portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Angels|Dialectic,Vanderbilt University,on,Relief sculpture,,"Cicero, Marcus Tullius, 106-43 BC",Chartres,,Art in the Christian Tradition,49C112|98B(CICERO)|23O23,,2,1145,999,Creative Commons BY-SA 4.0
