qid,label,doi,pmid
Q109417672,"Not Solely Sola Scriptura, or, a Rejoinder to Brad S. Gregory's The Unintended Reformation",10.1215/10829636-3644038,
Q109417673,Con un pie a cada lado/With a Foot in Each Place,10.1215/15366936-2.1.158,
Q109417674,An Intra-Ethnic Analysis of Social Affiliations Among Latinos in the United States,10.1300/J134V11N01_05,
Q109417675,From the Co-editors' Keyboards,10.1300/J154V04N01_01,
Q109417938,"Book Review: The Johannine Approach to Mission, by Teresa Okure.; An Evolutionary Approach to Jesus of Nazareth, by Juan Luis Segundo.",10.1177/002096430004400325,
Q109417940,'Of Snips . . . and Puppy Dog Tails': Freud's Sublimation of Judentum,10.1353/AIM.0.0049,
Q109417941,Preface to The Wilkomirski Case: Fragments or Figments?,10.1353/AIM.2002.0016,
Q109417943,The Wilkomirski Case: Fragments or Figments?,10.1353/AIM.2002.0017,
Q109417944,Committed to Memory: Cultural Mediations of the Holocaust (review),10.1353/BIO.2004.0064,
Q109417945,Space and Spatiality in Modern German-Jewish History eds. by Simone Lässig and Miriam Rürup,10.1353/GSR.2018.0117,
Q109417946,The Bible and the Politics of Exegesis: Essays in Honor of Norman K. Gottwald on His Sixty-Fifth Birthday (review),10.1353/HBR.1994.0015,
Q109417948,A Cumulative Index to the Grammar and Syntax of Biblical Hebrew (review),10.1353/HBR.1999.0007,
Q109417951,Spinoza's Election of the Jews: The Problem of Jewish Persistence,10.1353/JSS.2006.0004,
Q109417952,The Discipline of Philosophy and the Invention of Modern Jewish Thought by Willi Goetschel,10.1353/PEW.2015.0077,
Q109417953,Got Ethics?: Envisioning and Evaluating the Future of Our Guild and Discipline,10.1353/SCE.2016.0038,
Q109417955,"The Place of Christ in Liturgical Prayer: Trinity, Christology, and Liturgical Theology (review)",10.1353/SCS.0.0030,
Q109417956,Jewish Women in Greco-Roman Palestine (review),10.1353/SHO.2000.0145,
Q109417957,The First Modern Jew: Spinoza and the History of an Image by Daniel B. Schwartz,10.1353/SHO.2013.0121,
Q109417958,Gott und die Ökonomie des Heiligen Geistes,10.14315/EVTH-1980-0105,
Q109417959,Theologie predigen,10.14315/PRTH-2006-0209,
Q109417960,Pursuing the Intrinsic Relationship between Liturgy and Ethics: Practical-Theological Promise in Poverty of Spirit,10.14712/23363398.2020.45,
Q109417961,Toward Greater Understanding of Practical Theology,10.1515/IJPT-2012-0009,
Q109417963,Ter mundus accipit infinitum: The Dogmatic Coordinates of Schleiermacher's Trinitarian Treatise,10.1515/NZST.2010.003,
Q109417964,"John 13 1–20, The Footwashing in the Johannine Tradition",10.1515/ZNTW.1982.73.1-2.31,
Q109417965,The psychopathology of everyday Vienna: Psychoanalysis and Freud's familiars,10.1516/QDNQ-D1F4-99CE-JUEF,
Q109417966,A Relatively New Discovery in the Modern West: #BlackLivesMatter and the Evolution of Black Humanism,10.15367/KF.V4I1.140,
Q109417967,'The Whole Story is What I'm After': Womanist Revolutions and Liberation Feminist Revelations through Biomythography and Emancipatory Historiography,10.1558/BLTH.3.2.176.65728,
Q109417968,"Hamid Reza Kusha,Islam in American Prisons: Black Muslims' Challenge to American Penology.",10.1558/BLTH.V10I2.216,
Q109417969,"Shirley Elizabeth Thompson, Exiles at Home: The Struggle to Become American in Creole New Orleans",10.1558/BLTH.V8I1.118,
Q109417970,More Than Conquerors: Just War Theory and the Need for a Black Christian Antiwar Movement,10.1558/BLTH.V9I2.136,
Q109417971,Mourning the Loss of Cultural Selfobjects: Black Embodiment and Religious Experience afer Trauma,10.1558/PRTH.V1I2.233,
Q109417973,W. E. B. Du Bois: American Prophet. By Edward J. Blum.,10.2307/25095546,
Q109417975,"Episcopalians and Race: Civil War to Civil Rights by Gardiner H. Shattuck, Jr.",10.2307/2692423,
Q109417976,"A Kingdom on Earth: Anglo-American Social Christianity, 1880-1940 by Paul T. Phillips",10.2307/2952989,
Q109417977,Thoughts of Zimri-Lim,10.2307/3209891,
Q109417980,Johannine Polemic: The Role of Tradition and Theology,10.2307/3260996,
Q109417981,The Secret System: A Study in the Chronology of the Old Testament,10.2307/3265253,
Q109418012,A Short Note on a 'Mayor' Subject,10.2307/3265838,
Q109418014,The Word in the World: The Cosmological Tale in the Fourth Gospel,10.2307/3266615,
Q109418015,Divine War in the Old Testament and in the Ancient near East,10.2307/3267157,
Q109418016,The Humanity of Jesus in the Fourth Gospel,10.2307/3267212,
Q109418017,Linguistic Evidence for the Northern Origin of Selected Psalms,10.2307/3267241,
Q109418018,The People Called: The Growth of Community in the Bible by Paul D. Hanson,10.2307/3267584,
Q109418019,Understanding the Fourth Gospel,10.2307/3267888,
Q109418020,Qohelet's Eschalotological Poem,10.2307/3268004,
Q109418021,Reading the Bible in the Global Village,10.2307/3268160,
Q109418022,Social-Science Commentary on the Gospel of John,10.2307/3268506,
Q109418023,Treatment of Criminals at Mari: A Survey,10.2307/3632052,
Q109418025,Some Comments on Archive Keeping at Mari,10.2307/4199931,
Q109418026,Mari Dreams,10.2307/601885,
Q109418027,The Old Babylonian Tablets from Al-Rimah,10.2307/602090,
Q109418028,The King and I a Mari King in Changing Perceptions,10.2307/604782,
Q109418029,Women's Working Poverty: Feminist and Religious Alliances in the Living Wage Movement,10.2979/JFEMISTUDRELI.27.1.75,
Q109418030,Transing the Study of Religion: A (Christian) Theological Response,10.2979/JFEMISTUDRELI.34.1.07,
Q109418031,"Katie's Canon: Enfleshing Womanism, Mentoring, and the Soul of the Black Community",10.2979/JFEMISTUDRELI.35.1.12,
Q109418032,"Kevin R. Brine, Elena Ciletti and Henrike Lähnemann (eds.), The Sword of Judith: Judith Studies across the Disciplines",10.2979/NASHIM.24.146,
Q109418033,"'A Horse is a Horse, Of Course, Of Course,' or Some Nagging Suspicions about Some Jewish Writers",10.2979/PROOFTEXTS.37.2.02,
Q109418034,Teaching the Canon and Cannon Formation as Incarnation and Conjure: Dr. Katie Geneva Cannon as Womanist Mentor and Muse,10.31046/WABASHCENTER.V1I1.1585,
Q109418035,Introduction to Hugoye 13: A Double Issue on Philoxenos of Mabbug,10.31826/HUG-2011-130103,
Q109418036,A Biblographic Clavis to the Works of Philoxenos of Mabbug,10.31826/HUG-2011-130116,
Q109418037,Not aGeistof a Chance: Laying to Rest an 'Unlaid Ghost'?,10.3200/GERR.83.1.42-55,
Q109418038,"Some More Additional ‘Day Residues': The First Review of Studien Uber Hysterie, Ilona Weiss and the Dream of Irma's Injection",10.3366/PAH.2000.2.1.61,
Q109418039,"Postcolonial and Diasporic Criticism in Biblical Studies: Focus, Parameters, Relevance",10.3366/SWC.1999.5.2.177,
Q109418040,'It is for this reason that i have not come down to my lord ...' visit obligations and vassal pretexts in the Mari archives,10.3917/ASSY.107.0119,
Q109418041,La théologie des sacrements comme théologie fondamentale,10.3917/TRANS.111.0159,
Q109418042,"Robert Strivens, Philip Doddridge and the Shaping of Evangelical Dissent",10.4000/1718.779,
Q109418043,Le péché contre le sang : la syphilis et la construction de l’identité juive,10.4000/RGI.562,
Q109418044,The theory–practice distinction and the complexity of practical knowledge,10.4102/HTS.V72I4.3381,
Q109418045,Gaining One's Definition,10.5325/JAFRIRELI.3.1.0044,
Q109418046,An Examination of the Sexual Behavior of Middle-Class African American Female College Freshmen,10.5406/BLACWOMEGENDFAMI.4.2.0001,
Q109418047,Black Megachurches and Gender Inclusivity,10.5406/WOMGENFAMCOL.3.2.0115,
Q109418048,The Other Jewish QuestionIdentifying the Jew and Making Sense of Modernity,10.5422/FORDHAM/9780823233618.001.0001,
Q109418049,Appropriation and Reciprocity in the Doing of Feminist and Womanist Ethics,10.5840/ASCE19931310,
Q109418050,To Be Called Beloved,10.5840/ASCE1993136,
Q109418051,"Response to 'Social Science, Christian Ethics and Democratic Politics: Issues of Poverty and Wealth' by Mary Jo Bane",10.5840/ASCE2001214,
Q109418052,A New Discipline?,10.5840/JSCE20052526,
Q109418053,Waging Religious Ethics,10.5840/JSCE200929130,
Q109418054,‘Oh Say Can You See?’,10.5840/JSCE201942210,
Q109418055,Mary Marshall. The Portrayals of the Pharisees in the Gospels and Acts,10.6017/SCJR.V11I1.9330,
Q109418056,Telling 'Short Stories by Jesus' – With Gratitude for the On-going Conversation,10.6017/SCJR.V12I1.9971,
Q109418057,"Reflections on Reflections: Jesus, Judaism, and Jewish-Christian Relations",10.6017/SCJR.V8I1.5179,
Q109418059,Between Athens and Berlin: The Theological Education Debate: By David H. Kelsey,10.1177/004057369405100126,
Q109715471,Islam and the Devotional Object: Seeing Religion in Egypt and Syria,,
Q109715472,Sanctity and Mysticism in Medieval Egypt : The Wafāʼ Sufi Order and the Legacy of Ibn ʻArabī,,
Q109715473,The Development of Sufism in Mamluk Egypt,,
Q109715475,"Epistles of the Brethren of Purity. 22, The Case of the Animals versus Man before the King of the Jinn: An Arabic Critical Edition and English Translation of Epistle 22",,
Q109715476,"Sufism in the Ottoman era, 16th-18th Century",,
Q109715549,Myth,,
Q109715738,"Mysticism, Islamic",,
Q109716490,Angels,,
Q109716500,Dhakara,,
Q109716512,Gabriel,,
Q109716722,Israfil,,
Q109716820,Preserved Tablet,,
Q109716860,Remembrance,,
Q109716933,Tawakkul,,
Q109717865,Wafa’iyya,,
Q109717910,"Al-Ansari, Zakariyya",,
Q109717919,Ali ibn Muhammad Wafa,,
Q109717932,"Dardir, Ahmad",,
Q109717941,Demirdashiyya,,
Q109717947,Friend of God (wali Allah),,
Q109717965,Grave Visitation/Grave Worship (ziyara),,
Q110415063,"Occupy Heaven Are God, Religion, and Politics beyond Rescue?",10.2143/ESWTR.22.0.3040793,
Q110503363,"Notes on Recent Publications - Ordinary Theology: Looking, Listening and Learning in Theology - By Jeff Astley",10.1111/J.1748-0922.2005.0015.X,
Q110503495,Review Essays: The Economy is Expanding: Theology to the Rescue.,10.1111/J.1748-0922.2002.TB00381.X,
Q110505628,An Ever Present Help: Black Megachurch Cultural Responses to Conflict,,
Q110506095,Determinants of Individual Neighborhood Ties and Social Resources in Poor Urban Neighborhoods,10.1080/02732170309218,
Q110521170,Plainfield's African-American: From Northern Slavery to Church Freedom. Edited by Leonard L. Bethel and Frederick A. Johnson.,10.2307/3170086,
Q110521439,Book Review: The Baptism of Early Virginia: How Christianity Created Race. By Rebecca Anne Goetz,10.1177/0040563913519056D,
Q110521882,Response to Review Article of The Trial of the Witnesses: The Rise and Decline of Postliberal Theology by William Placher,10.1111/J.1479-2214.2007.00113.X,
Q110523013,The Eclipse of the Divine Mind,10.2143/ETL.93.1.3203589,
Q110523307,"Islam in Black America: Identity, Liberation, and Difference in African-American Islamic Thought. By Edward E. Curtis IV.",10.2307/3659576,
Q110523440,Reviewed Work: American Prophecy: Race and Redemption in American Political Culture by George Shulman,10.5406/JAMERETHNHIST.32.1.0133,
Q110550678,The Search to Be Real: Why Psychotherapists Become Therapists,10.1023/A:1012516915840,
Q110550698,"The Rod of Discipline: Masochism, Sadism, and the Judeo-Christian Religion",10.1023/A:1010356918097,
Q110551021,book Review of Grant Us Courage: Travels Along the Mainline of American Protestantism,,
Q110612548,Review of Jurgen Moltmann's Systematic Contributions to Theology,10.1111/J.1748-0922.1996.TB00312.X,
Q110613023,Review of Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187) by Sylvia Schein,,
Q110613225,"Review of The Sepulchre of Christ and the Medieval West: from the Beginning to 1600, Colin Morris",,
Q110622470,Book Review: Congregations in America,10.1111/J.1479-2214.2006.00081.X,
Q110622659,A new manifest destiny : the emerging theological voice of Hispanic Americans,10.1111/J.1748-0922.1991.TB00078.X,
Q110622786,Response: Postcolonial Biblical Criticism: Critiques and Challenges,,
Q110622911,Recent Research in the Johannine Letters,,
Q110622988,Review of Commentaire de la Première Epître de Jean,,
Q110623008,"Review of Hispanic Women, Prophetic Voice in the Church",,
Q110623052,Review of Plutarch's Ethical Writings and Early Christian Literature,,
Q110623077,Review of Profiles in Liberation,,
Q110623171,"Notes on Recent Publications: Love One Another, My Friends: St. Augustine's Homilies on 1st John",,
Q110628654,Notes on Recent Publications: Images of Moses by Daniel J Silver,,
Q110628761,Buddhism and Race in the United States,10.1111/REC3.12412,
Q110628770,History of Consequences: The case of Gregory's Moralia in Iob,10.1628/219222712804556644,
Q110628878,"Book Note, Sinai and Zion: An Entry into the Jewish Bible",10.1177/004057368604300137,
Q110629463,Shorter Reviews: Solidarity ethics: transformation in a globalized world,10.1177/0020964316688058,
Q110702543,Sufi Altruism,,
Q110702544,The Wafa'iyya of Cairo,,
Q110702545,Seeing is Believing: Sufi Vision and the Formation of the Ethical Subject,,
Q110702546,The Cosmopolitan Figure as Ethical Exemplar: Notes from a Tenth-Century Gulf Encyclopedia,,
Q110702547,Dressing the Kaʻba from Cairo: The Aesthetics of Pilgrimage to Mecca,,
Q110702548,Repetition and Relics: Tracing the Lives of Muhammad’s Sandal,,
Q110702549,"Networks, Processions, and the Disruptive Display of Religion",,
Q110702550,Sufi Iconoclasm and the Problem of Comparative Religion,,
Q110702551,Is this the End of Medieval Sufism? Strategies of Transversal Affiliation in Ottoman Egypt,,
Q110702553,A Fourteenth Century Inheritance of Ibn ‘Arabi's Hermeneutics -- the Nafa'is al-'Irfan of Muhammad Wafa',,
Q110702554,Conceptions of the Ultimate Saint in Mamluk Egypt,,
Q110702555,Akbarian Thought in a Branch of the Egyptian Shadhiliyya,,
Q110702556,Notes on the Transmission of Mystical Philosophy: Ibn ‘Arabî according to ‘Abd al-Wahhâb al-Sha’rânî,,
Q110702557,The Concept of Sainthood According to Ibn Bâkhila; a Shâdhili Shaykh of the 8th/14th Century,,
Q110702558,The Experience of Miracle and Metaphor in the Qur'an,,
Q110702559,Ibn al-Arabi,,
Q110702603,Ikhwan al-Safa,,
Q110708917,Welfare and women in poor urban neighborhoods: The effect of dependency on attitudinal indicators,10.1080/10796120120038046,
Q110714086,"Sufism in Ottoman Egypt: Circulation, Renewal, and Authority in the Seventeenth and Eighteenth Centuries",10.1017/S0041977X20000154,
Q110714088,"How to Read the Qur'an: A New Guide, With Select Translations",10.1017/S2151348100003487,
Q110714089,The Prophet's Ascension: Cross-Cultural Encounters with the Islamic Mi'raj Tales,10.1017/S2151348100001610,
Q110714090,Islamisches Bilderverbot vom Mittel- bis ins Digitalzeitalter,,
Q110714091,Defining Islam: A Reader (Critical Categories in the Study of Religion),,
Q110714092,Islam and Global Dialogue: Religious Pluralism and the Pursuit of Peace - Edited by Roger Boase,10.1111/J.1748-0922.2007.00182_2.X,
Q110714094,The Cult of Saints among Muslims and Jews in Medieval Syria (Book),,
Q110714095,Representations of the Divine in Arabic Poetry,10.1111/J.1748-0922.2004.TB00402.X,
Q110714096,New Sources for the Study of Sufism in Mamluk Egypt,10.1017/S0041977X02000113,
Q110714098,"Alef Is for Allah: Childhood, Emotion, and Visual Culture in Islamic Societies",10.1111/RSR.14487,
Q110714099,"Un manuel' ifrîqiyen d'adab soufi: Paroles de sagesse de 'Abd al-Wahhab al-Mzughî (m. 675-1276) compagnon de Shâdhilî: Étude, notes et traduction partielle suivis du texte arabe",10.1163/22105956-12341285,
Q110714100,Intertext and Artworks - Reading Islamic Hagiography,10.1177/0008429814538230,
Q110714101,"Sufism and Society: Arrangements of the Mystical in the Muslim World, 1200-1800",10.1163/22105956-12341251,
