RecordNumber,filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
46662,Gerard van Honthorst 001.jpg,artwork,"[""Gerard van Honthorst"", ""(1592\u20131656)"", ""Alternative names"", ""Gerard Honthorst, Gerard Hermansz. van Honthorst, Gerardus Honthorst, Gerrit van Hondhorst, Gerrit Honthorst, Gerrit van Honthorst, Gherardo Fiammingo, Gherardo della Notte, Gherardo delle Notti, Gherardo Delle Notti"", ""Description"", ""Dutch painter, printmaker and ornamental painter"", ""Date of birth/death"", ""4 November 1592"", ""27 April 1656"", ""Location of birth/death"", ""Utrecht"", ""Utrecht"", ""Work location"", ""Utrecht"", "","", ""Rome"", ""(1610\u20131620),"", ""Utrecht"", ""(1620\u20131628),"", ""London"", ""(May 1628-December 1628),"", ""The Hague"", ""(1637\u20131651),"", ""Utrecht"", ""(1652\u20131656)"", ""Authority control"", "":"", ""Q314548"", ""VIAF"", "":"", ""17494224"", ""ISNI"", "":"", ""0000 0001 1561 2358"", ""ULAN"", "":"", ""500051681"", ""LCCN"", "":"", ""nr96007892"", ""WGA"", "":"", ""HONTHORST, Gerrit van"", ""WorldCat"", ""artist QS:P170,Q314548""]",[],"[""The Adoration of the Shepherds""]","[""Adoration of the shepherds""]","[""Child Jesus""]",[],"[""1622"", ""date QS:P571,+1622-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 164 cm (64.5 in); Width: 190 cm (74.8 in)"", ""dimensions QS:P2048,164U174728"", ""dimensions QS:P2049,190U174728""]",[],[],"[""WRM 2122""]",[],[],[],[],"[""1855:  bequeathed  by Johann Heinrich Claren""]","[""Signature and date bottom right:"", ""G v Honthorst.fe 1622""]","[""Deutsch:"", ""Utrechter Caravaggisten""]","[""Wallraf-Richartz-Museum"", ""image"", ""Codart"", ""Web Gallery of Art"", "":"", ""Image"", ""Info about artwork"", ""reference_wga QS:P973,\"""", ""https://www.wga.hu/html_m/h/honthors/1/08adorsh.html"", ""\""""]",[],"[""http://mail.wikipedia.org/pipermail/wikide-l/2005-April/012195.html""]",[],[],[],[],[],[],[],"[""Wallraf\u2013Richartz Museum"", ""Native name"", ""Wallraf-Richartz-Museum & Fondation Corboud"", ""Location"", ""Cologne"", "","", ""Germany"", ""Coordinates"", ""50\u00b0\u00a056\u2032\u00a015\u2033\u00a0N, 6\u00b0\u00a057\u2032\u00a031\u2033\u00a0E"", ""Established"", ""1827"", ""Web page"", ""www.wallraf.museum"", ""Authority control"", "":"", ""Q700959"", ""VIAF"", "":"", ""154206223"", ""ISNI"", "":"", ""0000 0001 2297 0946"", ""ULAN"", "":"", ""500305277"", ""LCCN"", "":"", ""n50047761"", ""NLA"", "":"", ""36576886"", ""WorldCat"", ""institution QS:P195,Q700959""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""room 4""]"
46663,Gerard van Honthorst 002.jpg,artwork,"[""Matthias Stom"", ""("", ""fl"", "". 1615\u20131649)"", ""Alternative names"", ""Matheo Schem, Matthias Stohom, Matteo Stom, Matteo Stoma, Mattheus Stomer, Matthias Stomer, Mattia Stomer, Matthias Stomma, Matteo Tomar, Matteo Fiamengo"", ""Description"", ""Dutch-Flemish painter and drawer"", ""Date of birth/death"", ""circa 1600"", ""date QS:P,+1600-00-00T00:00:00Z/9,P1480,Q5727902"", ""after 1649"", ""date QS:P,+1649-00-00T00:00:00Z/7,P1319,+1649-00-00T00:00:00Z/9"", ""Location of birth/death"", ""Sicily"", ""(?)"", ""Work period"", ""from 1615 until 1649"", ""date QS:P,+1650-00-00T00:00:00Z/7,P580,+1615-00-00T00:00:00Z/9,P582,+1649-00-00T00:00:00Z/9"", ""Work location"", ""Rome"", ""(1615),"", ""Messina"", ""(1630),"", ""Rome"", ""(1630-1632),"", ""Naples"", ""(circa 1631-1640), Caccamo (Sicily) (1641-1649)"", ""Authority control"", "":"", ""Q949627"", ""VIAF"", "":"", ""95771717"", ""ULAN"", "":"", ""500014795"", ""LCCN"", "":"", ""nr89011179"", ""WGA"", "":"", ""STOM, Matthias"", ""Open Library"", "":"", ""OL979037A"", ""WorldCat"", ""creator QS:P170,Q949627""]",[],"[""Dutch:"", ""De aanbidding van de herders"", ""The Adoration of the Shepherds"", ""title QS:P1476,nl:\""De aanbidding van de herders"", ""\"""", ""label QS:Lnl,\""De aanbidding van de herders"", ""\"""", ""label QS:Len,\""The Adoration of the Shepherds\"""", ""label QS:Lde,\""Anbetung der Hirten\"""", ""label QS:Lfr,\""L'Adoration des bergers\""""]","[""Adoration of the shepherds""]","[""Child Jesus""]",[],"[""circa 1650""]","[""oil"", ""medium QS:P186,Q296955""]","[""Height: 146.8 cm (57.7 in)"", ""; Width: 113.8 cm (44.8 in)"", ""dimensions QS:P2048,+146.8U174728"", ""dimensions QS:P2049,+113.8U174728""]",[],[],"[""529"", ""("", ""Nantes Museum of Arts"", "")""]",[],[],[],[],[],[],"[""Deutsch:"", ""Utrechter Caravaggisten"", "", once thought to be by his teacher,"", ""Gerard van Honthorst"", ""(1592\u20131656)"", ""Alternative names"", ""Gerard Honthorst, Gerard Hermansz. van Honthorst, Gerardus Honthorst, Gerrit van Hondhorst, Gerrit Honthorst, Gerrit van Honthorst, Gherardo Fiammingo, Gherardo della Notte, Gherardo delle Notti, Gherardo Delle Notti"", ""Description"", ""Dutch painter, printmaker and ornamental painter"", ""Date of birth/death"", ""4 November 1592"", ""27 April 1656"", ""Location of birth/death"", ""Utrecht"", ""Utrecht"", ""Work location"", ""Utrecht"", "","", ""Rome"", ""(1610\u20131620),"", ""Utrecht"", ""(1620\u20131628),"", ""London"", ""(May 1628-December 1628),"", ""The Hague"", ""(1637\u20131651),"", ""Utrecht"", ""(1652\u20131656)"", ""Authority control"", "":"", ""Q314548"", ""VIAF"", "":"", ""17494224"", ""ISNI"", "":"", ""0000 0001 1561 2358"", ""ULAN"", "":"", ""500051681"", ""LCCN"", "":"", ""nr96007892"", ""WGA"", "":"", ""HONTHORST, Gerrit van"", ""WorldCat"", ""creator QS:P170,Q314548""]","[""described at URL"", "":"", ""https://museedartsdenantes.nantesmetropole.fr/home/au-cur-du-musee/les-collections/toutes-les-collections.html""]",[],"[""[1]""]",[],[],[],"[""Earlier van Honthorst painting with this title""]",[],[],[],"[""Nantes Museum of Arts"", ""Native name"", ""mus\u00e9e d'Arts de Nantes"", ""Location"", ""Nantes"", "","", ""France"", ""Coordinates"", ""47\u00b0\u00a013\u2032\u00a010\u2033\u00a0N, 1\u00b0\u00a032\u2032\u00a050\u2033\u00a0W"", ""Established"", ""1801"", ""Web page"", ""museedartsdenantes.nantesmetropole.fr/home.html"", ""Authority control"", "":"", ""Q1783956"", ""VIAF"", "":"", ""3899150203821003250001"", ""ISNI"", "":"", ""0000 0004 0599 4083"", ""Museofile"", "":"", ""M0743"", ""institution QS:P195,Q1783956""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Palace - Room 4""]"
46671,Gerbrand van den Eeckhout 002.jpg,artwork,"[""Gerbrand van den Eeckhout"", ""(1621\u20131674)"", ""Alternative names"", ""Gerbrand Jansz. van den Eeckhout, G. du Chesne"", ""Description"", ""Dutch painter, drawer, printmaker and poet"", ""Date of birth/death"", ""19 August 1621"", ""29 September 1674"", ""Location of birth/death"", ""Amsterdam"", ""Amsterdam"", ""Work period"", ""from 1635 until 1674"", ""date QS:P,+1650-00-00T00:00:00Z/7,P580,+1635-00-00T00:00:00Z/9,P582,+1674-00-00T00:00:00Z/9"", ""Work location"", ""Amsterdam"", ""Authority control"", "":"", ""Q550146"", ""VIAF"", "":"", ""74122152"", ""ISNI"", "":"", ""0000 0000 6639 7689"", ""ULAN"", "":"", ""500026211"", ""LCCN"", "":"", ""nr99016576"", ""WGA"", "":"", ""EECKHOUT, Gerbrand van den"", ""WorldCat"", ""artist QS:P170,Q550146""]",[],"[""Deutsch:"", ""Die Darstellung Christi im Tempel""]",[],[],[],"[""1671"", ""date QS:P571,+1671-00-00T00:00:00Z/9""]","[""color"", ""on"", ""oak wood""]","[""Height: 59 cm (23.2 in); Width: 48.5 cm (19 in)"", ""dimensions QS:P2048,59U174728"", ""dimensions QS:P2049,48.5U174728""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""Museum of Fine Arts, Budapest"", ""Native name"", ""Sz\u00e9pm\u0171v\u00e9szeti M\u00fazeum"", ""Location"", ""Budapest"", ""Coordinates"", ""47\u00b0\u00a030\u2032\u00a057.132\u2033\u00a0N, 19\u00b0\u00a004\u2032\u00a036.408\u2033\u00a0E"", ""Established"", ""1906"", ""Web page"", ""szepmuveszeti.hu"", ""Authority control"", "":"", ""Q840886"", ""VIAF"", "":"", ""130785279"", ""ISNI"", "":"", ""0000 0001 2180 0232"", ""BNF"", "":"", ""115952641"", ""institution QS:P195,Q840886""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Budapest""]"
56136,"German School, 16th Century - Mary Magdalene anointing the feet of Christ.jpg",artwork,"[""Anonymous"", ""Unknown author"", ""(German school, 16"", ""th"", ""century"", ""date QS:P,+1550-00-00T00:00:00Z/7"", "")"", ""Unidentified painter"", ""Description"", ""16th-century painting with"", ""Anonymous"", "", Unidentified, Not provided, Not mentioned, Unspecified or Unknown"", ""Unknown"", ""artist, and missing location and year.""]",[],[],"[""Mary Magdalene anointing the feet of Christ in the house of Simon the Pharisee, with the Raising of Lazarus beyond"", ""label QS:Len,\""Mary Magdalene anointing the feet of Christ in the house of Simon the Pharisee, with the Raising of Lazarus beyond\"""", ""label QS:Lde,\""Maria Magdalena salbt die F\u00fc\u00dfe von Christus im Haus von Simon dem Pharis\u00e4er, mit der Auferweckung des Lazarus im Hintergrund\""""]",[],[],"[""16"", ""th"", ""century"", ""date QS:P571,+1550-00-00T00:00:00Z/7""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259"", ""("", ""marouflaged"", "")""]","[""Height: 147.6 cm (58.1 in); Width: 76.1 cm (29.9 in)"", ""dimensions QS:P2048,147.6U174728"", ""dimensions QS:P2049,76.1U174728""]",[],[],[],[],[],"[""Stoll, Bonn."", ""Albert Schwarz, Stuttgart (+);"", ""Lempertz, Cologne, 10 June 1931, lot 34."", ""Goldkuhle, Bonn.""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Unknown"", ""Unknown""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Christie's"", "", LotFinder:  entry"", ""5666115"", ""(sale 8631, lot 6, London, 11 April 2013)""]",[]
58391,Germigny-des-Prés - Église de la Très-Sainte-Trinité 08.jpg,information,[],"[""Pymouss""]",[],"[""Fran\u00e7ais\u00a0:"", ""\u00c9glise de la Tr\u00e8s-Sainte-Trinit\u00e9 ou"", ""Oratoire carolingien de Germigny-des-Pr\u00e9s"", "":mosa\u00efque byzantine dans l'abside centrale."", ""This building is indexed in the"", ""base M\u00e9rim\u00e9e"", "", a database of architectural heritage maintained by the"", ""French Ministry of Culture"", "",\u00a0under the reference"", ""PA00098783"", ""."", ""\u0431\u0435\u043b\u0430\u0440\u0443\u0441\u043a\u0430\u044f (\u0442\u0430\u0440\u0430\u0448\u043a\u0435\u0432\u0456\u0446\u0430)\u200e"", ""|"", ""\u09ac\u09be\u0982\u09b2\u09be"", ""|"", ""brezhoneg"", ""|"", ""catal\u00e0"", ""|"", ""Deutsch"", ""|"", ""\u0395\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac"", ""|"", ""English"", ""|"", ""Esperanto"", ""|"", ""espa\u00f1ol"", ""|"", ""euskara"", ""|"", ""suomi"", ""|"", ""fran\u00e7ais"", ""|"", ""magyar"", ""|"", ""italiano"", ""|"", ""\u65e5\u672c\u8a9e"", ""|"", ""\u043c\u0430\u043a\u0435\u0434\u043e\u043d\u0441\u043a\u0438"", ""|"", ""Nederlands"", ""|"", ""portugu\u00eas"", ""|"", ""portugu\u00eas do Brasil"", ""|"", ""rom\u00e2n\u0103"", ""|"", ""\u0440\u0443\u0441\u0441\u043a\u0438\u0439"", ""|"", ""sicilianu"", ""|"", ""svenska"", ""|"", ""\u0443\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0430"", ""|"", ""\u0627\u0644\u0639\u0631\u0628\u064a\u064e\u0651\u0629"", ""|"", ""+/\u2212""]",[],[],"[""\n12 August 2015, 15:33:22""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Own work""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
58745,"Gerrit Dou (Dutch, 1613–1675), Sleeping Dog, 1650. Oil on panel.jpg",artwork,"[""Gerrit Dou"", ""(1613\u20131675)"", ""Alternative names"", ""Gerrit Dou, Gerard Douw or Dow"", ""Description"", ""Dutch painter and drawer"", ""Date of birth/death"", ""7 April 1613"", ""9 February 1675 (buried)"", ""Location of birth/death"", ""Leiden"", ""Leiden"", ""Work period"", ""from 1628 until 1675"", ""date QS:P,+1650-00-00T00:00:00Z/7,P580,+1628-00-00T00:00:00Z/9,P582,+1675-00-00T00:00:00Z/9"", ""Work location"", ""Leiden"", ""Authority control"", "":"", ""Q335927"", ""VIAF"", "":"", ""96538660"", ""ISNI"", "":"", ""0000 0001 0859 4649"", ""ULAN"", "":"", ""500115513"", ""LCCN"", "":"", ""n86817929"", ""NLA"", "":"", ""36535477"", ""WorldCat"", ""artist QS:P170,Q335927""]",[],"[""Sleeping Dog"", ""label QS:Lfr,\""Le chien endormi\"""", ""label QS:Len,\""Sleeping Dog\"""", ""label QS:Lde,\""Schlafender Hund\""""]",[],[],[],"[""1650"", ""date QS:P571,+1650-00-00T00:00:00Z/9""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 16.5 cm (6.4 in)"", ""; Width: 21.6 cm (8.5 in)"", ""dimensions QS:P2048,+16.5U174728"", ""dimensions QS:P2049,+21.6U174728""]",[],[],"[""L-R 250.2017"", ""("", ""Museum of Fine Arts"", "")""]",[],[],"[""1839:  acquired by"", ""Arnoud Willem van Brienen van de Groote Lindt"", ""1854:  acquired by"", ""Willem Thierry Arnold Maria van Brienen van de Groote Lindt"", ""2005:  acquired by"", ""Rose-Marie and Eijk van Otterloo Collection""]",[],[],[],[],"[""catalogue"", "":"", ""Gerard Dou catalog raisonn\u00e9, 1908"", "",  382"", ""catalogue"", "":"", ""Schilderyen...bij een verzameld en nagelaaten door wijlen den Wel-edelen gestrengen Heer, Mr. Johan Pompe van Meerdervoort"", "",  2"", ""described at URL"", "":"", ""https://archive.org/stream/catalogueraisonn01hofsuoft#page/462/mode/1up"", ""described at URL"", "":"", ""https://www.washingtonpost.com/graphics/2019/entertainment/gerrit-dou-dog-at-rest/"", ""RKDimages, Art-work number 119985"", "".""]",[],[],[],[],[],[],[],[],[],"[""Rose-Marie and Eijk van Otterloo Collection"", ""Native name"", ""Eijk and Rose-Marie van Otterloo Collection"", ""Parent institution"", ""Museum of Fine Arts"", ""Location"", ""Naples,"", ""Massachusetts"", "","", ""United States of America"", ""Authority control"", "":"", ""Q21004295"", ""institution QS:P195,Q21004295""]","[""genre art""]","[""painting"", ""object_type QS:P31,Q3305213""]","[""\nArtDaily.org""]",[]
55586,Gesina ter Borch - echtelijke ruzie.jpg,artwork,[],"[""Gesina ter Borch"", ""(1631\u20131690)"", ""Alternative names"", ""Gesina Terborch"", ""Description"", ""Dutch painter and drawer"", ""Date of birth/death"", ""13 December 1633 (baptised)"", ""16 April 1690"", ""Location of birth/death"", ""Zwolle"", ""Zwolle"", ""Work period"", ""between circa 1647 and circa 1690"", ""date QS:P,+1650-00-00T00:00:00Z/7,P1319,+1647-00-00T00:00:00Z/9,P1326,+1690-00-00T00:00:00Z/9,P1480,Q5727902"", ""Work location"", ""Zwolle"", ""(1647\u20131690)"", ""Authority control"", "":"", ""Q1519218"", ""VIAF"", "":"", ""80602742"", ""ISNI"", "":"", ""0000 0001 1885 3050"", ""ULAN"", "":"", ""500021244"", ""LCCN"", "":"", ""no2011054452"", ""DBNL"", "":"", ""borc003"", ""WorldCat"", ""creator QS:P170,Q1519218""]",[],"[""English:"", ""couple's domestic argument""]",[],[],"[""between 1650 and 1690"", ""date QS:P571,+1650-00-00T00:00:00Z/7,P1319,+1650-00-00T00:00:00Z/9,P1326,+1690-00-00T00:00:00Z/9""]","[""watercolor"", ""medium QS:P186,Q22915256""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nStedelijk Museum Zwolle""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Stedelijk Museum Zwolle""]",[]
57003,Gfp-wisconsin-madison-looking-over-the-fields.jpg,information,[],"[""Yinan Chen""]",[],"[""English:"", ""Free Photos of scenes and places around the city of Madison, Wisconsin.\nLooking over the fields with clouds in the sky""]",[],[],"[""\n6 November 2013""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""www.goodfreephotos.com"", ""("", ""gallery"", "","", ""image"", "")""]","[""This file has been released explicitly into the public domain by its author, using the"", ""Creative\u00a0Commons"", ""Public Domain Dedication"", ""This file may be used"", ""for any purpose"", ""including unrestricted redistribution, commercial use, and modification."", ""Note: Creative Commons has retired this legal tool and does not recommend that it be applied to works. It is recommended you use"", ""{{Cc-zero}}"", ""instead."", ""This legal tool may not be effective or applicable in non-US jurisdictions."", ""Creative Commons Public Domain Dedication"", ""Public Domain"", ""https://creativecommons.org/licenses/publicdomain/"", ""false""]",[],[],[],[],[],[],[],[],[],[],[],[]
58707,Ghent Altarpiece D - Adoration of the Lamb 2.jpg,artwork,"[""Jan van Eyck"", ""(circa 1390"", ""date QS:P,+1390\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131441)"", ""Alternative names"", ""Jean van Eyck, Johannes van Eyck"", ""Description"", ""Southern Netherlandish painter, drawer and"", ""manuscript illuminator"", ""Date of birth/death"", ""circa 1390"", ""date QS:P,+1390-00-00T00:00:00Z/9,P1480,Q5727902"", ""before 9 June 1441"", ""date QS:P,+1441-06-09T00:00:00Z/7,P1326,+1441-06-09T00:00:00Z/11"", ""Location of birth/death"", ""Maaseik"", ""Bruges"", ""Work location"", ""The Hague"", ""(1422),"", ""Bruges"", ""(1425),"", ""Lille"", ""(1425\u20131428),"", ""Bruges"", ""(1431\u20131441)"", ""Authority control"", "":"", ""Q102272"", ""VIAF"", "":"", ""54156267"", ""ISNI"", "":"", ""0000 0001 2101 4186"", ""ULAN"", "":"", ""500116209"", ""LCCN"", "":"", ""n50048855"", ""NLA"", "":"", ""35072913"", ""WorldCat"", ""artist QS:P170,Q102272""]",[],"[""The Ghent Altarpiece"", ""label QS:Les,\""Pol\u00edptico de Gante (El Pol\u00edptico de la Adoraci\u00f3n del Cordero M\u00edstico)\"""", ""label QS:Lfr,\""Agneau Mystique\"""", ""label QS:Len,\""Mystic Lamb\"""", ""label QS:Lde,\""Der Genter Altar (Anbetung des Lammes)\"""", ""label QS:Lnl,\""Lam Godsretabel\""""]","[""detail: adoration of the lamb""]","[""Virgin Mary"", ""John the Baptist"", ""Adam"", ""Eve"", ""John the Evangelist""]",[],"[""1432"", ""date QS:P571,+1432-00-00T00:00:00Z/9""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 3.4 m (11.1 ft)"", ""; Width: 5.2 m (17 ft)"", ""dimensions QS:P2048,+3.4U11573"", ""dimensions QS:P2049,+5.2U11573""]",[],[],"[""10000092"", ""("", ""Saint Bavo Cathedral"", "")""]",[],[],"[""commissioned by Joducus   and  Isabelle Vyd""]","[""Europeana 280""]",[],[],"[""Deutsch:"", ""urspr. f\u00fcr die Johannes dem T\u00e4ufer gewidmete Seitenkapelle in St.-Bavo in Gent, Wandelaltar""]","[""Web Gallery of Art"", "":"", ""Image"", ""Info about artwork"", ""reference_wga QS:P973,\"""", ""http://www.wga.hu/html/e/eyck_van/jan/09ghent/1open.html"", ""\""""]",[],[],[],[],[],[],[],[],[],"[""Saint Bavo Cathedral"", ""Native name"", ""Sint-Baafskathedraal"", ""Location"", ""Ghent"", ""Coordinates"", ""51\u00b0\u00a003\u2032\u00a011.002\u2033\u00a0N, 3\u00b0\u00a043\u2032\u00a036.002\u2033\u00a0E"", ""Established"", ""942 (first church)"", ""Web page"", ""http://www.sintbaafskathedraal.be"", ""Authority control"", "":"", ""Q938154"", ""VIAF"", "":"", ""153606734"", ""GND"", "":"", ""4575901-7"", ""SUDOC"", "":"", ""110297571"", ""institution QS:P195,Q938154""]","[""religious art""]","[""polyptych"", ""/"", ""winged altarpiece"", ""/"", ""painting""]","[""\nJan van Eyck""]",[]
49958,Ghent Cathedral stained glass.jpg,information,[],"[""Unknown author"", ""Unknown author""]",[],"[""\nBelgium, Ghent Cathedral, stained glass showing Christ's agony in the Garden of Gethsemane and the Mocking""]",[],[],"[""\nRenaissance, or 19th C (?)""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nTTaylor, photo 2003""]","[""\nPD Old""]",[],[],[],[],[],[],[],[],[],[],[],[]
46673,Gillis van Coninxloo 001.jpg,artwork,"[""Gillis van Coninxloo"", ""(1544\u20131607)"", ""Alternative names"", ""Gillis van Koningsloo"", ""Description"", ""Southern Netherlandish painter and drawer"", ""Date of birth/death"", ""24 January 1544"", ""4 January 1607 (buried)"", ""Location of birth/death"", ""Antwerp"", ""Amsterdam"", ""Work location"", ""France"", "","", ""Antwerp"", ""(1570\u20131585),"", ""Middelburg"", ""(1585\u20131587),"", ""Frankenthal (Pfalz)"", ""(1587\u20131595),"", ""Amsterdam"", ""(1595\u20131607)"", ""Authority control"", "":"", ""Q525646"", ""VIAF"", "":"", ""908268"", ""ISNI"", "":"", ""0000 0001 1585 1949"", ""ULAN"", "":"", ""500115379"", ""LCCN"", "":"", ""nr2001019326"", ""WGA"", "":"", ""CONINXLOO, Gillis van"", ""WorldCat"", ""artist QS:P170,Q525646""]",[],"[""German:"", ""Elias wird vom Raben ern\u00e4hrt"", ""title QS:P1476,de:\""Elias wird vom Raben ern\u00e4hrt\"""", ""label QS:Lde,\""Elias wird vom Raben ern\u00e4hrt\""""]",[],[],[],"[""late 16"", ""th"", ""century"", ""date QS:P571,+1550-00-00T00:00:00Z/7""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 115 cm (45.2 in); Width: 178 cm (70 in)"", ""dimensions QS:P2048,115U174728"", ""dimensions QS:P2049,178U174728""]",[],[],[],[],[],[],[],[],[],"[""Deutsch:"", ""Frankenthaler Malerschule, Landschaftsmalerei""]",[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""Royal Museums of Fine Arts of Belgium"", ""Native name"", ""Koninklijke Musea voor Schone Kunsten van Belgi\u00eb"", ""Mus\u00e9es Royaux des Beaux Arts de Belgique"", ""Location"", ""City of Brussels"", ""Coordinates"", ""50\u00b0\u00a050\u2032\u00a030.048\u2033\u00a0N, 4\u00b0\u00a021\u2032\u00a029.656\u2033\u00a0E"", ""Established"", ""1801"", ""Web page"", ""www.fine-arts-museum.be"", ""Authority control"", "":"", ""Q377500"", ""VIAF"", "":"", ""125290757"", ""ISNI"", "":"", ""0000 0004 0611 0534"", ""LCCN"", "":"", ""n83200296"", ""GND"", "":"", ""37656-5"", ""SUDOC"", "":"", ""02654959X"", ""WorldCat"", ""institution QS:P195,Q377500""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]",[]
